lat,lon,time
16.573078,79.309535,2562.148333699588
16.332546,75.887905,2567.111743299756
16.087911,78.896129,2571.902994899574
15.264244,76.33125,2579.8475851996045
14.175453,74.848996,2598.3080250000057
24.200837,83.007292,2750.681671300117
24.190348,81.288434,2756.3765705999685
22.941922,79.924831,2762.235645799956
22.605057,82.599307,2767.3418784994283
31.572917,83.052083,2859.5539122994523
31.427083,84.052083,2865.153828599432
31.264583,83.460417,2871.0575628996594
30.88125,83.56875,2876.7580225998245
30.846343,81.226042,2882.2500554000726
30.760503,81.374084,2887.5478991998534
41.831353,86.74801,3068.6282743998163
38.127083,90.802083,3077.242311599548
37.560417,89.427083,3088.584133499535
66.438377,130.144971,3750.4816417000256
65.299923,130.246875,3758.647445299721
69.141337,145.517486,3849.2986368000857
68.467799,145.132308,3855.0392384997394
68.380264,144.467708,3860.8723535995523
68.36639,144.241975,3868.519692299742
68.363287,144.844512,3875.9224620996974
68.331188,145.027096,3881.5068561998487
68.317814,144.515625,3886.682292099431
68.274011,144.895073,3892.304942199553
68.271138,144.762177,3900.0511423000717
68.247917,143.70625,3907.9452730999037
68.210276,142.981177,3913.5284949996276
68.079013,143.62851,3922.742875399854
68.058612,146.283017,3931.6496936997282
68.050742,144.36558,3940.2822856995044
68.050346,144.520542,3947.8178243
68.039499,146.19373,3956.2681409996003
68.010425,144.276666,3966.8561054000747
67.886523,145.807136,3972.425770499831
67.741322,145.458993,3979.5180054999946
67.728051,145.3094,3990.006637699844
67.532297,144.845007,3997.3064101999626
66.987776,147.020052,4006.6351582994685
66.867573,146.517504,4016.955777399562
65.906345,145.456329,4023.8176673999988
68.235332,155.064564,4031.042297699605
70.035417,157.927083,4037.950760500098
69.977957,157.509375,4046.9926271995064
69.966403,158.074717,4057.4191918996803
69.898902,157.692708,4066.2444087996846
69.884209,158.305185,4073.211986199749
69.874906,158.577083,4082.7209778995893
69.827083,157.45625,4089.913927699672
69.709452,157.048958,4100.49497489963
69.707245,158.688542,4107.444024000142
69.679965,158.226308,4116.237725599785
69.677001,158.885397,4124.1945437999675
69.675951,157.030449,4133.638580499974
69.650503,158.60868,4141.8648220998875
69.61038,156.947929,4149.23442549989
69.460465,159.128125,4157.291586799693
69.349129,158.68587,4166.270281899779
69.335334,157.972936,4176.79342679985
69.334318,159.009375,4184.721020299912
69.285407,159.010423,4192.921436499455
69.23036,158.973958,4199.852610499511
69.207187,158.730056,4210.848393799824
69.195722,159.014583,4222.326683199935
69.194853,159.240844,4232.575531199836
