lat,lon,alt,s_max,measurements,t_start,t_end,t_corr
56.39615700000007,9.365625000000023,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",0.0,86400.0,86400
56.39615700000007,9.365625000000023,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",864000.0,950400.0,86400
56.39615700000007,9.365625000000023,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1728000.0,1814400.0,86400
-30.26719399999996,-62.72207599999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",518400.0,604800.0,86400
-30.26719399999996,-62.72207599999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1382400.0,1468800.0,86400
-30.26719399999996,-62.72207599999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2246400.0,2332800.0,86400
38.80684700000006,38.760894000000064,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",259200.0,345600.0,86400
38.80684700000006,38.760894000000064,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1123200.0,1209600.0,86400
38.80684700000006,38.760894000000064,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1987200.0,2073600.0,86400
49.185016000000076,117.41979200000003,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1382400.0,1468800.0,86400
49.185016000000076,117.41979200000003,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2246400.0,2332800.0,86400
45.33148200000005,124.23603800000001,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",777600.0,864000.0,86400
45.33148200000005,124.23603800000001,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1641600.0,1728000.0,86400
45.33148200000005,124.23603800000001,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2505600.0,2592000.0,86400
65.17129400000005,-71.08437499999997,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2246400.0,2332800.0,86400
54.84355100000005,-109.69457599999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",604800.0,691200.0,86400
54.84355100000005,-109.69457599999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1468800.0,1555200.0,86400
54.84355100000005,-109.69457599999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2332800.0,2419200.0,86400
47.97153400000008,93.26430800000009,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",777600.0,864000.0,86400
-3.579646999999966,-60.01477699999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1468800.0,1555200.0,86400
-3.579646999999966,-60.01477699999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2332800.0,2419200.0,86400
60.79504200000008,-163.48424799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",86400.0,172800.0,86400
60.79504200000008,-163.48424799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",864000.0,950400.0,86400
60.79504200000008,-163.48424799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1728000.0,1814400.0,86400
53.02695600000004,-98.84790999999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",172800.0,259200.0,86400
53.02695600000004,-98.84790999999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1036800.0,1123200.0,86400
53.02695600000004,-98.84790999999996,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1900800.0,1987200.0,86400
54.796688000000074,90.86562500000008,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",0.0,86400.0,86400
54.796688000000074,90.86562500000008,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",777600.0,864000.0,86400
54.796688000000074,90.86562500000008,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1641600.0,1728000.0,86400
54.796688000000074,90.86562500000008,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2505600.0,2592000.0,86400
35.957242000000065,51.09092400000003,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",518400.0,604800.0,86400
35.957242000000065,51.09092400000003,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1296000.0,1382400.0,86400
35.957242000000065,51.09092400000003,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2160000.0,2246400.0,86400
62.76876800000008,-101.38539999999995,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",432000.0,518400.0,86400
62.76876800000008,-101.38539999999995,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1296000.0,1382400.0,86400
62.76876800000008,-101.38539999999995,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2160000.0,2246400.0,86400
63.44375000000008,-97.12291699999997,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",691200.0,777600.0,86400
63.44375000000008,-97.12291699999997,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1555200.0,1641600.0,86400
63.44375000000008,-97.12291699999997,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2419200.0,2505600.0,86400
48.27480600000007,-57.38144799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",0.0,86400.0,86400
48.27480600000007,-57.38144799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",864000.0,950400.0,86400
48.27480600000007,-57.38144799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1728000.0,1814400.0,86400
47.75757500000003,16.88020800000004,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",691200.0,777600.0,86400
47.75757500000003,16.88020800000004,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",1555200.0,1641600.0,86400
47.75757500000003,16.88020800000004,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",2419200.0,2505600.0,86400
54.15117600000008,-99.81770799999998,0.0,100,"[OLI,POSEIDON-3BAltimeter,ThermalCamera]",777600.0,864000.0,86400
