lat,lon,avg,std
41.243404000000055,67.96044200000006,298.62,2.2799988
-6.752164999999934,-43.56882799999994,300.745,0.32050332
-3.417868999999939,-62.67872699999998,300.84,0.0
54.796688000000074,90.86562500000008,292.47998,0.0
31.043750000000045,87.15208300000006,284.765,1.3725504
64.05586500000004,-121.51901399999997,281.695,3.324997
31.72708300000005,91.17708300000004,284.15747,1.0455447
13.077083000000073,14.527083000000061,302.28998,0.9900055
42.12115300000005,-111.31770799999998,293.87,0.0
18.460417000000064,-71.59374999999994,302.21222,0.8922716
33.47708300000005,90.35625000000005,278.81,1.3587925
-17.988425999999947,-48.529931999999974,297.47998,0.0
-25.405426999999975,-54.594791999999984,294.11,1.0299988
50.845042000000035,30.549522000000024,293.20697,2.2358198
41.88958300000007,57.45208300000007,296.55716,2.6116407
-50.23035199999998,-71.97799699999996,275.3,3.75
-7.914582999999936,32.20208300000007,296.18616,0.89032936
34.53125000000006,89.15625000000006,283.28198,3.4778178
46.577135000000055,81.22945100000004,297.93997,2.2845075
-0.7687499999999545,36.34791700000005,293.45123,0.66604495
33.335417000000064,-115.83541699999995,301.415,1.564581
31.064744000000076,-94.10621499999996,302.75,0.0
42.48541700000004,77.42708300000004,290.13724,1.1992689
54.97291700000005,78.56458300000008,293.3354,2.8585293
46.335417000000064,60.95208300000007,295.98062,2.1693695
-38.690272999999934,176.06041700000003,285.28,1.0599976
3.3729170000000295,36.14375000000007,299.59335,1.4104015
44.90625000000006,59.71458300000006,297.6418,1.8303185
12.507996000000048,104.51218800000004,303.77,0.0
47.27708300000006,87.28541700000005,291.23425,2.3333106
