lat,lon,temp,date
53.02695600000004,-98.84790999999996,287.13,20220621
-3.417868999999939,-62.67872699999998,300.55,20220621
31.043750000000045,87.15208300000006,285.68,20220601
31.043750000000045,87.15208300000006,287.72,20220621
31.043750000000045,87.15208300000006,286.03,20220611
23.967280000000073,32.88645800000006,302.4,20220621
23.967280000000073,32.88645800000006,302.84,20220611
64.05586500000004,-121.51901399999997,278.15,20220601
64.05586500000004,-121.51901399999997,288.33,20220621
64.05586500000004,-121.51901399999997,285.27,20220611
31.72708300000005,91.17708300000004,284.97998,20220601
31.72708300000005,91.17708300000004,288.28,20220621
31.72708300000005,91.17708300000004,285.36,20220611
13.077083000000073,14.527083000000061,301.82,20220601
13.077083000000073,14.527083000000061,299.78,20220621
13.077083000000073,14.527083000000061,298.91,20220611
42.12115300000005,-111.31770799999998,295.56,20220621
18.460417000000064,-71.59374999999994,300.24,20220601
18.460417000000064,-71.59374999999994,302.99,20220621
18.460417000000064,-71.59374999999994,301.94,20220611
33.47708300000005,90.35625000000005,279.77,20220601
33.47708300000005,90.35625000000005,282.35,20220621
33.47708300000005,90.35625000000005,280.22,20220611
-17.988425999999947,-48.529931999999974,295.18,20220621
-17.988425999999947,-48.529931999999974,296.15,20220611
-25.405426999999975,-54.594791999999984,293.62,20220621
-25.405426999999975,-54.594791999999984,292.27,20220611
50.845042000000035,30.549522000000024,297.32,20220601
50.845042000000035,30.549522000000024,291.97998,20220621
41.88958300000007,57.45208300000007,295.94,20220601
41.88958300000007,57.45208300000007,299.44,20220621
41.88958300000007,57.45208300000007,297.25998,20220611
-50.23035199999998,-71.97799699999996,278.91,20220601
-50.23035199999998,-71.97799699999996,278.24,20220621
-50.23035199999998,-71.97799699999996,278.72998,20220611
-7.914582999999936,32.20208300000007,296.55,20220601
-7.914582999999936,32.20208300000007,295.63998,20220621
-7.914582999999936,32.20208300000007,295.44998,20220611
34.53125000000006,89.15625000000006,282.4,20220601
34.53125000000006,89.15625000000006,282.44,20220621
34.53125000000006,89.15625000000006,282.06,20220611
46.577135000000055,81.22945100000004,298.27,20220611
-0.7687499999999545,36.34791700000005,294.32,20220601
-0.7687499999999545,36.34791700000005,293.00998,20220621
-0.7687499999999545,36.34791700000005,293.62,20220611
33.335417000000064,-115.83541699999995,301.05,20220601
33.335417000000064,-115.83541699999995,304.16,20220621
33.335417000000064,-115.83541699999995,301.81,20220611
31.064744000000076,-94.10621499999996,304.47998,20220621
31.064744000000076,-94.10621499999996,303.77,20220611
42.48541700000004,77.42708300000004,288.82,20220601
42.48541700000004,77.42708300000004,292.66,20220621
42.48541700000004,77.42708300000004,289.37,20220611
54.97291700000005,78.56458300000008,288.4,20220601
54.97291700000005,78.56458300000008,295.0,20220621
54.97291700000005,78.56458300000008,293.11,20220611
46.335417000000064,60.95208300000007,294.65,20220601
46.335417000000064,60.95208300000007,298.91998,20220621
46.335417000000064,60.95208300000007,297.34,20220611
-38.690272999999934,176.06041700000003,284.28998,20220601
-38.690272999999934,176.06041700000003,284.38,20220621
3.3729170000000295,36.14375000000007,300.32,20220601
3.3729170000000295,36.14375000000007,299.28998,20220621
3.3729170000000295,36.14375000000007,299.82,20220611
49.31981500000006,32.95104200000003,291.58,20220601
12.507996000000048,104.51218800000004,304.34,20220601
12.507996000000048,104.51218800000004,305.38,20220621
12.507996000000048,104.51218800000004,306.66998,20220611
47.27708300000006,87.28541700000005,290.03998,20220601
47.27708300000006,87.28541700000005,293.46,20220611
