POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,0.0,259.878
1,0,-0.487,260.052
2,0,-0.974,260.226
3,0,-1.46,260.4
4,0,-1.947,260.574
5,0,-2.434,260.748
6,0,-2.921,260.922
7,0,-3.407,261.097
8,0,-3.894,261.272
9,0,-4.38,261.447
10,0,-4.867,261.622
11,0,-5.353,261.798
12,0,-5.84,261.974
13,0,-6.326,262.15
14,0,-6.812,262.327
15,0,-7.298,262.504
16,0,-7.784,262.681
17,0,-8.27,262.86
18,0,-8.756,263.038
19,0,-9.241,263.218
20,0,-9.727,263.398
21,0,-10.212,263.578
22,0,-10.697,263.759
23,0,-11.182,263.941
24,0,-11.667,264.124
25,0,-12.152,264.307
26,0,-12.637,264.492
27,0,-13.121,264.677
28,0,-13.605,264.863
29,0,-14.089,265.05
30,0,-14.573,265.238
31,0,-15.056,265.427
32,0,-15.539,265.617
33,0,-16.022,265.808
34,0,-16.505,266.0
35,0,-16.988,266.194
36,0,-17.47,266.388
37,0,-17.952,266.584
38,0,-18.433,266.782
39,0,-18.915,266.98
40,0,-19.396,267.18
41,0,-19.877,267.381
42,0,-20.357,267.584
43,0,-20.837,267.789
44,0,-21.317,267.995
45,0,-21.796,268.202
46,0,-22.275,268.412
47,0,-22.754,268.623
48,0,-23.232,268.835
49,0,-23.71,269.05
50,0,-24.187,269.266
51,0,-24.664,269.485
52,0,-25.141,269.705
53,0,-25.617,269.928
54,0,-26.092,270.152
55,0,-26.567,270.379
56,0,-27.042,270.608
57,0,-27.516,270.84
58,0,-27.989,271.073
59,0,-28.462,271.31
60,0,-28.935,271.548
61,0,-29.406,271.789
62,0,-29.878,272.033
63,0,-30.348,272.28
64,0,-30.818,272.529
65,0,-31.287,272.781
66,0,-31.756,273.037
67,0,-32.224,273.295
68,0,-32.691,273.556
69,0,-33.158,273.821
70,0,-33.623,274.088
71,0,-34.088,274.36
72,0,-34.552,274.634
73,0,-35.016,274.912
74,0,-35.478,275.194
75,0,-35.94,275.48
76,0,-36.401,275.769
77,0,-36.86,276.063
78,0,-37.319,276.36
79,0,-37.777,276.662
80,0,-38.234,276.967
81,0,-38.69,277.278
82,0,-39.145,277.593
83,0,-39.598,277.912
84,0,-40.051,278.236
85,0,-40.502,278.565
86,0,-40.952,278.899
87,0,-41.401,279.239
88,0,-41.849,279.583
89,0,-42.296,279.933
90,0,-42.741,280.289
91,0,-43.184,280.65
92,0,-43.626,281.018
93,0,-44.067,281.391
94,0,-44.506,281.771
95,0,-44.944,282.157
96,0,-45.38,282.549
97,0,-45.814,282.948
98,0,-46.247,283.355
99,0,-46.678,283.768
100,0,-47.107,284.189
101,0,-47.534,284.617
102,0,-47.959,285.053
103,0,-48.382,285.496
104,0,-48.804,285.948
105,0,-49.223,286.409
106,0,-49.639,286.877
107,0,-50.054,287.355
108,0,-50.466,287.842
109,0,-50.876,288.338
110,0,-51.283,288.843
111,0,-51.688,289.358
112,0,-52.089,289.884
113,0,-52.489,290.419
114,0,-52.885,290.965
115,0,-53.278,291.522
116,0,-53.669,292.09
117,0,-54.056,292.67
118,0,-54.44,293.261
119,0,-54.82,293.864
120,0,-55.197,294.479
121,0,-55.571,295.107
122,0,-55.94,295.747
123,0,-56.306,296.401
124,0,-56.668,297.068
125,0,-57.026,297.749
126,0,-57.38,298.444
127,0,-57.729,299.153
128,0,-58.074,299.876
129,0,-58.414,300.614
130,0,-58.749,301.368
131,0,-59.079,302.137
132,0,-59.404,302.921
133,0,-59.724,303.722
134,0,-60.038,304.538
135,0,-60.347,305.371
136,0,-60.649,306.221
137,0,-60.946,307.087
138,0,-61.237,307.97
139,0,-61.521,308.87
140,0,-61.798,309.788
141,0,-62.069,310.722
142,0,-62.332,311.674
143,0,-62.589,312.644
144,0,-62.838,313.631
145,0,-63.079,314.635
146,0,-63.313,315.656
147,0,-63.538,316.695
148,0,-63.755,317.75
149,0,-63.964,318.822
150,0,-64.164,319.911
151,0,-64.356,321.015
152,0,-64.538,322.135
153,0,-64.711,323.271
154,0,-64.874,324.421
155,0,-65.028,325.586
156,0,-65.172,326.764
157,0,-65.306,327.955
158,0,-65.43,329.158
159,0,-65.543,330.372
160,0,-65.646,331.597
161,0,-65.738,332.831
162,0,-65.82,334.075
163,0,-65.891,335.325
164,0,-65.951,336.583
165,0,-66.0,337.846
166,0,-66.037,339.113
167,0,-66.064,340.384
168,0,-66.08,341.657
169,0,-66.084,342.931
170,0,-66.077,344.205
171,0,-66.059,345.478
172,0,-66.03,346.748
173,0,-65.989,348.015
174,0,-65.938,349.277
175,0,-65.875,350.533
176,0,-65.802,351.782
177,0,-65.718,353.024
178,0,-65.623,354.257
179,0,-65.517,355.48
180,0,-65.401,356.692
181,0,-65.275,357.893
182,0,-65.138,359.081
183,0,-64.992,0.257
184,0,-64.836,1.418
185,0,-64.67,2.566
186,0,-64.495,3.698
187,0,-64.31,4.816
188,0,-64.117,5.917
189,0,-63.914,7.003
190,0,-63.703,8.072
191,0,-63.484,9.124
192,0,-63.256,10.159
193,0,-63.021,11.177
194,0,-62.777,12.178
195,0,-62.526,13.161
196,0,-62.267,14.127
197,0,-62.002,15.076
198,0,-61.729,16.008
199,0,-61.45,16.922
200,0,-61.164,17.819
201,0,-60.871,18.699
202,0,-60.573,19.562
203,0,-60.268,20.408
204,0,-59.958,21.238
205,0,-59.642,22.051
206,0,-59.32,22.849
207,0,-58.993,23.63
208,0,-58.661,24.396
209,0,-58.324,25.147
210,0,-57.982,25.882
211,0,-57.636,26.603
212,0,-57.285,27.309
213,0,-56.93,28.001
214,0,-56.57,28.68
215,0,-56.206,29.344
216,0,-55.839,29.995
217,0,-55.467,30.633
218,0,-55.092,31.259
219,0,-54.714,31.872
220,0,-54.331,32.473
221,0,-53.946,33.061
222,0,-53.557,33.639
223,0,-53.165,34.205
224,0,-52.77,34.76
225,0,-52.372,35.304
226,0,-51.971,35.838
227,0,-51.568,36.361
228,0,-51.162,36.874
229,0,-50.753,37.378
230,0,-50.342,37.873
231,0,-49.928,38.358
232,0,-49.512,38.834
233,0,-49.093,39.301
234,0,-48.673,39.76
235,0,-48.25,40.21
236,0,-47.825,40.653
237,0,-47.398,41.087
238,0,-46.969,41.514
239,0,-46.539,41.933
240,0,-46.106,42.346
241,0,-45.672,42.751
242,0,-45.236,43.149
243,0,-44.798,43.54
244,0,-44.359,43.925
245,0,-43.918,44.304
246,0,-43.476,44.676
247,0,-43.032,45.042
248,0,-42.587,45.403
249,0,-42.14,45.757
250,0,-41.692,46.107
251,0,-41.242,46.45
252,0,-40.792,46.789
253,0,-40.34,47.122
254,0,-39.887,47.451
255,0,-39.432,47.774
256,0,-38.977,48.093
257,0,-38.521,48.407
258,0,-38.063,48.717
259,0,-37.604,49.022
260,0,-37.145,49.323
261,0,-36.684,49.62
262,0,-36.223,49.913
263,0,-35.76,50.202
264,0,-35.297,50.487
265,0,-34.832,50.768
266,0,-34.367,51.046
267,0,-33.901,51.32
268,0,-33.435,51.591
269,0,-32.967,51.858
270,0,-32.499,52.122
271,0,-32.03,52.383
272,0,-31.56,52.641
273,0,-31.09,52.896
274,0,-30.618,53.148
275,0,-30.147,53.397
