POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,-52.342,294.953
1,0,-52.739,295.496
2,0,-53.134,296.049
3,0,-53.525,296.613
4,0,-53.913,297.188
5,0,-54.298,297.774
6,0,-54.68,298.373
7,0,-55.059,298.984
8,0,-55.433,299.607
9,0,-55.805,300.243
10,0,-56.172,300.891
11,0,-56.535,301.553
12,0,-56.895,302.229
13,0,-57.25,302.919
14,0,-57.601,303.622
15,0,-57.947,304.34
16,0,-58.289,305.073
17,0,-58.626,305.821
18,0,-58.958,306.584
19,0,-59.285,307.363
20,0,-59.607,308.158
21,0,-59.923,308.968
22,0,-60.234,309.795
23,0,-60.538,310.638
24,0,-60.837,311.498
25,0,-61.13,312.375
26,0,-61.417,313.269
27,0,-61.697,314.18
28,0,-61.97,315.109
29,0,-62.236,316.054
30,0,-62.495,317.017
31,0,-62.747,317.998
32,0,-62.991,318.995
33,0,-63.227,320.01
34,0,-63.456,321.043
35,0,-63.676,322.092
36,0,-63.888,323.158
37,0,-64.092,324.24
38,0,-64.286,325.339
39,0,-64.472,326.453
40,0,-64.648,327.583
41,0,-64.815,328.728
42,0,-64.972,329.888
43,0,-65.12,331.061
44,0,-65.258,332.247
45,0,-65.385,333.446
46,0,-65.502,334.656
47,0,-65.609,335.877
48,0,-65.706,337.108
49,0,-65.791,338.348
50,0,-65.866,339.596
51,0,-65.93,340.851
52,0,-65.983,342.112
53,0,-66.025,343.378
54,0,-66.056,344.648
55,0,-66.075,345.92
56,0,-66.084,347.194
57,0,-66.081,348.468
58,0,-66.067,349.742
59,0,-66.042,351.013
60,0,-66.005,352.281
61,0,-65.958,353.545
62,0,-65.9,354.803
63,0,-65.83,356.055
64,0,-65.75,357.3
65,0,-65.659,358.536
66,0,-65.557,359.763
67,0,-65.445,0.979
68,0,-65.323,2.184
69,0,-65.19,3.377
70,0,-65.047,4.558
71,0,-64.895,5.724
72,0,-64.732,6.877
73,0,-64.561,8.015
74,0,-64.379,9.138
75,0,-64.189,10.246
76,0,-63.99,11.337
77,0,-63.782,12.412
78,0,-63.566,13.471
79,0,-63.341,14.512
80,0,-63.108,15.537
81,0,-62.868,16.544
82,0,-62.619,17.534
83,0,-62.364,18.506
84,0,-62.101,19.461
85,0,-61.83,20.399
86,0,-61.554,21.32
87,0,-61.27,22.223
88,0,-60.98,23.109
89,0,-60.684,23.978
90,0,-60.381,24.831
91,0,-60.073,25.667
92,0,-59.759,26.486
93,0,-59.439,27.289
94,0,-59.114,28.077
95,0,-58.784,28.848
96,0,-58.449,29.605
97,0,-58.109,30.346
98,0,-57.764,31.072
99,0,-57.415,31.783
100,0,-57.061,32.481
101,0,-56.703,33.164
102,0,-56.341,33.833
103,0,-55.975,34.49
104,0,-55.605,35.132
105,0,-55.231,35.763
106,0,-54.854,36.38
107,0,-54.473,36.985
108,0,-54.088,37.579
109,0,-53.701,38.16
110,0,-53.31,38.73
111,0,-52.916,39.289
112,0,-52.519,39.837
113,0,-52.12,40.375
114,0,-51.717,40.902
115,0,-51.312,41.419
116,0,-50.904,41.926
117,0,-50.493,42.424
118,0,-50.081,42.913
119,0,-49.665,43.392
120,0,-49.248,43.863
121,0,-48.828,44.324
122,0,-48.406,44.778
123,0,-47.982,45.223
124,0,-47.556,45.661
125,0,-47.128,46.09
126,0,-46.698,46.513
127,0,-46.266,46.927
128,0,-45.832,47.335
129,0,-45.397,47.736
130,0,-44.96,48.129
131,0,-44.521,48.517
132,0,-44.081,48.898
133,0,-43.639,49.272
134,0,-43.196,49.641
135,0,-42.751,50.003
136,0,-42.305,50.36
137,0,-41.857,50.711
138,0,-41.408,51.057
139,0,-40.958,51.398
140,0,-40.507,51.733
141,0,-40.054,52.063
142,0,-39.6,52.388
143,0,-39.145,52.709
144,0,-38.689,53.025
145,0,-38.232,53.336
146,0,-37.774,53.643
147,0,-37.314,53.945
148,0,-36.854,54.244
149,0,-36.393,54.538
150,0,-35.931,54.828
