POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,52.342,224.803
1,0,51.904,225.388
2,0,51.463,225.961
3,0,51.019,226.521
4,0,50.571,227.071
5,0,50.121,227.609
6,0,49.668,228.136
7,0,49.212,228.653
8,0,48.754,229.16
9,0,48.293,229.657
10,0,47.83,230.144
11,0,47.364,230.621
12,0,46.896,231.09
13,0,46.426,231.549
14,0,45.953,232.0
15,0,45.479,232.443
16,0,45.002,232.877
17,0,44.524,233.304
18,0,44.043,233.723
19,0,43.561,234.134
20,0,43.077,234.538
21,0,42.592,234.936
22,0,42.104,235.326
23,0,41.615,235.71
24,0,41.125,236.087
25,0,40.633,236.459
26,0,40.14,236.824
27,0,39.645,237.183
28,0,39.149,237.537
29,0,38.652,237.884
30,0,38.153,238.227
31,0,37.653,238.564
32,0,37.152,238.897
33,0,36.65,239.224
34,0,36.146,239.546
35,0,35.642,239.864
36,0,35.136,240.178
37,0,34.63,240.487
38,0,34.122,240.791
39,0,33.614,241.092
40,0,33.104,241.388
41,0,32.594,241.681
42,0,32.083,241.97
43,0,31.571,242.255
44,0,31.058,242.536
45,0,30.545,242.814
46,0,30.03,243.089
47,0,29.515,243.36
48,0,28.999,243.629
49,0,28.483,243.894
50,0,27.965,244.156
51,0,27.447,244.415
52,0,26.929,244.672
53,0,26.41,244.925
54,0,25.89,245.176
55,0,25.37,245.425
56,0,24.849,245.671
57,0,24.327,245.914
58,0,23.805,246.155
59,0,23.283,246.394
60,0,22.76,246.631
61,0,22.237,246.865
62,0,21.713,247.098
63,0,21.188,247.329
64,0,20.664,247.557
65,0,20.139,247.784
66,0,19.613,248.009
67,0,19.087,248.232
68,0,18.561,248.453
69,0,18.034,248.673
70,0,17.507,248.892
71,0,16.98,249.108
72,0,16.452,249.324
73,0,15.924,249.538
74,0,15.396,249.75
75,0,14.867,249.962
76,0,14.338,250.172
77,0,13.809,250.381
78,0,13.28,250.588
79,0,12.75,250.795
80,0,12.22,251.001
81,0,11.69,251.205
82,0,11.16,251.409
83,0,10.629,251.612
84,0,10.099,251.814
85,0,9.568,252.015
86,0,9.037,252.215
87,0,8.506,252.415
88,0,7.974,252.614
89,0,7.443,252.812
90,0,6.911,253.01
91,0,6.38,253.207
92,0,5.848,253.404
93,0,5.316,253.6
94,0,4.784,253.796
95,0,4.252,253.991
96,0,3.72,254.187
97,0,3.188,254.381
98,0,2.655,254.576
99,0,2.123,254.771
100,0,1.591,254.965
101,0,1.058,255.159
102,0,0.526,255.353
103,0,-0.006,255.547
104,0,-0.539,255.741
105,0,-1.071,255.935
106,0,-1.603,256.129
107,0,-2.136,256.324
108,0,-2.668,256.518
109,0,-3.2,256.713
110,0,-3.733,256.908
111,0,-4.265,257.103
112,0,-4.797,257.298
113,0,-5.329,257.494
114,0,-5.861,257.69
115,0,-6.392,257.887
116,0,-6.924,258.084
117,0,-7.456,258.282
118,0,-7.987,258.481
119,0,-8.518,258.68
120,0,-9.05,258.879
121,0,-9.581,259.08
122,0,-10.111,259.281
123,0,-10.642,259.483
124,0,-11.172,259.686
125,0,-11.703,259.889
126,0,-12.233,260.094
127,0,-12.763,260.3
128,0,-13.292,260.506
129,0,-13.822,260.714
