POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,52.342,114.953
1,0,52.74,115.497
2,0,53.135,116.051
3,0,53.527,116.616
4,0,53.916,117.193
5,0,54.302,117.781
6,0,54.685,118.38
7,0,55.064,118.992
8,0,55.439,119.617
9,0,55.811,120.254
10,0,56.179,120.904
11,0,56.543,121.568
12,0,56.902,122.245
13,0,57.258,122.936
14,0,57.609,123.641
15,0,57.956,124.361
16,0,58.298,125.095
17,0,58.636,125.844
18,0,58.968,126.609
19,0,59.295,127.39
20,0,59.617,128.186
21,0,59.934,128.998
22,0,60.245,129.827
23,0,60.55,130.672
24,0,60.849,131.533
25,0,61.142,132.412
26,0,61.428,133.308
27,0,61.708,134.22
28,0,61.981,135.151
29,0,62.247,136.098
30,0,62.506,137.063
31,0,62.758,138.045
32,0,63.002,139.044
33,0,63.239,140.061
34,0,63.467,141.095
35,0,63.687,142.146
36,0,63.899,143.214
37,0,64.102,144.298
38,0,64.296,145.398
39,0,64.481,146.514
40,0,64.657,147.646
41,0,64.824,148.792
42,0,64.98,149.953
43,0,65.128,151.127
44,0,65.265,152.315
45,0,65.392,153.514
46,0,65.509,154.726
47,0,65.615,155.948
48,0,65.711,157.18
49,0,65.796,158.421
50,0,65.87,159.67
51,0,65.933,160.926
52,0,65.986,162.187
53,0,66.027,163.454
54,0,66.057,164.724
55,0,66.076,165.996
56,0,66.084,167.27
57,0,66.08,168.544
58,0,66.066,169.817
59,0,66.04,171.088
60,0,66.003,172.356
61,0,65.955,173.619
62,0,65.896,174.877
63,0,65.826,176.129
64,0,65.745,177.372
65,0,65.653,178.608
66,0,65.551,179.833
67,0,65.439,181.048
68,0,65.316,182.252
69,0,65.182,183.444
70,0,65.039,184.623
71,0,64.886,185.789
72,0,64.723,186.94
73,0,64.551,188.077
74,0,64.37,189.198
75,0,64.179,190.304
76,0,63.98,191.394
77,0,63.772,192.467
78,0,63.555,193.524
79,0,63.33,194.564
80,0,63.097,195.586
81,0,62.856,196.592
82,0,62.608,197.58
83,0,62.352,198.551
84,0,62.089,199.504
85,0,61.819,200.44
86,0,61.542,201.359
87,0,61.258,202.26
88,0,60.968,203.145
89,0,60.672,204.012
90,0,60.37,204.863
91,0,60.062,205.697
92,0,59.748,206.515
93,0,59.429,207.317
94,0,59.104,208.102
95,0,58.774,208.872
96,0,58.439,209.627
97,0,58.1,210.367
98,0,57.755,211.091
99,0,57.407,211.801
100,0,57.053,212.497
101,0,56.696,213.179
102,0,56.334,213.847
103,0,55.969,214.502
104,0,55.599,215.143
105,0,55.226,215.772
106,0,54.849,216.388
107,0,54.469,216.992
108,0,54.085,217.584
109,0,53.698,218.164
110,0,53.308,218.733
111,0,52.915,219.291
112,0,52.519,219.838
113,0,52.12,220.374
114,0,51.718,220.9
115,0,51.314,221.416
116,0,50.907,221.922
117,0,50.497,222.419
118,0,50.085,222.907
119,0,49.671,223.385
120,0,49.254,223.854
121,0,48.836,224.315
122,0,48.415,224.768
123,0,47.992,225.212
124,0,47.567,225.649
125,0,47.14,226.077
126,0,46.711,226.499
127,0,46.28,226.913
128,0,45.847,227.319
129,0,45.413,227.719
130,0,44.977,228.112
131,0,44.54,228.499
132,0,44.101,228.879
133,0,43.66,229.253
134,0,43.218,229.62
135,0,42.774,229.982
136,0,42.33,230.338
137,0,41.883,230.689
138,0,41.436,231.034
139,0,40.987,231.373
140,0,40.537,231.708
141,0,40.085,232.037
142,0,39.633,232.362
143,0,39.179,232.682
144,0,38.725,232.997
145,0,38.269,233.307
146,0,37.812,233.614
147,0,37.354,233.916
148,0,36.896,234.213
149,0,36.436,234.507
150,0,35.975,234.797
151,0,35.514,235.083
152,0,35.051,235.365
153,0,34.588,235.643
154,0,34.124,235.918
155,0,33.659,236.189
156,0,33.193,236.457
157,0,32.727,236.722
158,0,32.26,236.984
159,0,31.792,237.242
160,0,31.323,237.498
161,0,30.854,237.75
162,0,30.384,238.0
163,0,29.914,238.246
164,0,29.442,238.491
165,0,28.971,238.732
166,0,28.498,238.971
167,0,28.025,239.207
168,0,27.552,239.441
169,0,27.078,239.673
170,0,26.603,239.902
171,0,26.128,240.129
172,0,25.653,240.354
173,0,25.177,240.576
174,0,24.7,240.797
175,0,24.224,241.015
176,0,23.746,241.232
177,0,23.268,241.447
178,0,22.79,241.66
179,0,22.312,241.871
180,0,21.833,242.08
181,0,21.353,242.288
182,0,20.874,242.494
183,0,20.394,242.699
184,0,19.913,242.902
185,0,19.433,243.103
186,0,18.952,243.303
187,0,18.47,243.502
188,0,17.989,243.699
189,0,17.507,243.895
190,0,17.024,244.09
191,0,16.542,244.283
192,0,16.059,244.476
193,0,15.576,244.667
194,0,15.093,244.857
195,0,14.61,245.046
196,0,14.126,245.234
197,0,13.642,245.421
198,0,13.158,245.607
199,0,12.674,245.793
200,0,12.189,245.977
201,0,11.704,246.161
202,0,11.219,246.343
203,0,10.734,246.525
204,0,10.249,246.707
205,0,9.764,246.887
206,0,9.278,247.067
207,0,8.793,247.246
208,0,8.307,247.425
209,0,7.821,247.603
210,0,7.335,247.781
211,0,6.849,247.958
212,0,6.363,248.135
213,0,5.877,248.311
214,0,5.39,248.487
215,0,4.904,248.663
216,0,4.418,248.838
217,0,3.931,249.013
218,0,3.444,249.188
219,0,2.958,249.363
220,0,2.471,249.537
221,0,1.984,249.711
222,0,1.498,249.885
223,0,1.011,250.059
224,0,0.524,250.233
225,0,0.037,250.407
226,0,-0.45,250.581
227,0,-0.936,250.755
228,0,-1.423,250.929
229,0,-1.91,251.103
230,0,-2.397,251.277
231,0,-2.883,251.451
232,0,-3.37,251.626
233,0,-3.857,251.8
234,0,-4.343,251.975
235,0,-4.83,252.151
236,0,-5.316,252.326
237,0,-5.803,252.502
238,0,-6.289,252.678
239,0,-6.775,252.855
240,0,-7.261,253.032
241,0,-7.747,253.21
242,0,-8.233,253.388
243,0,-8.719,253.567
244,0,-9.204,253.746
245,0,-9.69,253.926
246,0,-10.175,254.106
247,0,-10.66,254.287
248,0,-11.145,254.469
249,0,-11.63,254.652
250,0,-12.115,254.835
251,0,-12.6,255.02
252,0,-13.084,255.205
253,0,-13.568,255.391
254,0,-14.052,255.578
255,0,-14.536,255.766
256,0,-15.019,255.954
257,0,-15.502,256.144
258,0,-15.985,256.335
259,0,-16.468,256.528
260,0,-16.951,256.721
261,0,-17.433,256.916
262,0,-17.915,257.111
263,0,-18.397,257.308
264,0,-18.878,257.507
265,0,-19.359,257.707
266,0,-19.84,257.908
267,0,-20.32,258.111
268,0,-20.8,258.315
269,0,-21.28,258.521
270,0,-21.76,258.728
271,0,-22.239,258.938
272,0,-22.717,259.148
273,0,-23.195,259.361
274,0,-23.673,259.576
275,0,-24.151,259.792
276,0,-24.628,260.01
277,0,-25.104,260.231
278,0,-25.58,260.453
279,0,-26.056,260.677
280,0,-26.531,260.904
281,0,-27.005,261.133
282,0,-27.48,261.364
283,0,-27.953,261.598
284,0,-28.426,261.833
285,0,-28.899,262.072
286,0,-29.37,262.313
287,0,-29.842,262.557
288,0,-30.312,262.803
289,0,-30.782,263.052
290,0,-31.252,263.304
291,0,-31.72,263.559
292,0,-32.188,263.817
293,0,-32.655,264.078
294,0,-33.122,264.342
295,0,-33.588,264.61
296,0,-34.053,264.881
297,0,-34.517,265.155
298,0,-34.98,265.433
299,0,-35.443,265.715
300,0,-35.905,266.0
301,0,-36.365,266.289
302,0,-36.825,266.582
303,0,-37.284,266.879
304,0,-37.742,267.181
305,0,-38.199,267.486
306,0,-38.655,267.796
307,0,-39.11,268.11
308,0,-39.564,268.43
309,0,-40.016,268.753
310,0,-40.468,269.082
311,0,-40.918,269.416
312,0,-41.367,269.755
313,0,-41.815,270.099
314,0,-42.261,270.449
315,0,-42.707,270.804
316,0,-43.15,271.165
317,0,-43.593,271.531
318,0,-44.034,271.904
319,0,-44.473,272.283
320,0,-44.911,272.669
321,0,-45.347,273.061
322,0,-45.781,273.46
323,0,-46.214,273.865
324,0,-46.645,274.278
325,0,-47.074,274.698
326,0,-47.502,275.126
327,0,-47.927,275.561
328,0,-48.35,276.004
329,0,-48.772,276.456
330,0,-49.191,276.915
331,0,-49.608,277.383
332,0,-50.022,277.86
333,0,-50.435,278.346
334,0,-50.845,278.842
335,0,-51.252,279.346
336,0,-51.657,279.861
337,0,-52.059,280.385
338,0,-52.458,280.92
339,0,-52.855,281.465
340,0,-53.248,282.022
341,0,-53.639,282.589
342,0,-54.026,283.167
343,0,-54.41,283.757
344,0,-54.791,284.36
345,0,-55.169,284.974
346,0,-55.542,285.601
347,0,-55.912,286.24
348,0,-56.279,286.893
349,0,-56.641,287.559
350,0,-56.999,288.238
351,0,-57.353,288.932
352,0,-57.702,289.64
353,0,-58.047,290.362
354,0,-58.388,291.1
355,0,-58.723,291.852
356,0,-59.054,292.62
357,0,-59.379,293.403
358,0,-59.7,294.202
359,0,-60.014,295.017
360,0,-60.323,295.849
361,0,-60.626,296.697
362,0,-60.924,297.562
363,0,-61.215,298.444
364,0,-61.499,299.343
365,0,-61.777,300.259
366,0,-62.048,301.192
367,0,-62.312,302.143
368,0,-62.569,303.111
369,0,-62.819,304.097
370,0,-63.061,305.1
371,0,-63.295,306.12
372,0,-63.521,307.157
373,0,-63.739,308.211
374,0,-63.949,309.282
375,0,-64.149,310.369
376,0,-64.341,311.472
377,0,-64.524,312.592
378,0,-64.698,313.726
379,0,-64.862,314.875
380,0,-65.016,316.038
381,0,-65.161,317.215
382,0,-65.296,318.405
383,0,-65.42,319.608
384,0,-65.535,320.821
385,0,-65.639,322.045
386,0,-65.732,323.279
387,0,-65.814,324.521
388,0,-65.886,325.772
389,0,-65.947,327.029
390,0,-65.996,328.291
391,0,-66.035,329.558
392,0,-66.063,330.829
393,0,-66.079,332.102
394,0,-66.084,333.376
395,0,-66.078,334.65
396,0,-66.061,335.923
397,0,-66.032,337.193
398,0,-65.993,338.46
399,0,-65.942,339.723
400,0,-65.88,340.979
401,0,-65.808,342.229
402,0,-65.724,343.472
403,0,-65.63,344.705
404,0,-65.526,345.929
405,0,-65.41,347.142
406,0,-65.285,348.344
407,0,-65.149,349.533
408,0,-65.004,350.709
409,0,-64.848,351.872
410,0,-64.683,353.021
411,0,-64.509,354.155
412,0,-64.325,355.273
413,0,-64.132,356.376
414,0,-63.93,357.463
415,0,-63.72,358.533
416,0,-63.501,359.586
417,0,-63.274,0.623
418,0,-63.039,1.642
419,0,-62.796,2.644
420,0,-62.545,3.629
421,0,-62.287,4.596
422,0,-62.022,5.547
423,0,-61.75,6.479
424,0,-61.471,7.395
425,0,-61.186,8.293
426,0,-60.894,9.174
427,0,-60.596,10.038
428,0,-60.292,10.886
429,0,-59.982,11.717
430,0,-59.666,12.532
431,0,-59.345,13.33
432,0,-59.018,14.113
433,0,-58.687,14.88
434,0,-58.35,15.632
435,0,-58.009,16.369
436,0,-57.663,17.091
437,0,-57.312,17.798
438,0,-56.957,18.491
439,0,-56.598,19.17
440,0,-56.234,19.836
441,0,-55.867,20.488
442,0,-55.496,21.127
443,0,-55.121,21.754
444,0,-54.743,22.367
445,0,-54.361,22.969
446,0,-53.975,23.559
447,0,-53.587,24.137
448,0,-53.195,24.704
449,0,-52.8,25.26
450,0,-52.403,25.805
451,0,-52.002,26.339
452,0,-51.599,26.864
453,0,-51.193,27.378
454,0,-50.784,27.882
455,0,-50.373,28.377
456,0,-49.959,28.863
457,0,-49.543,29.34
458,0,-49.125,29.808
459,0,-48.705,30.267
460,0,-48.282,30.718
461,0,-47.858,31.161
462,0,-47.431,31.596
463,0,-47.002,32.024
464,0,-46.572,32.444
465,0,-46.139,32.856
466,0,-45.705,33.262
467,0,-45.269,33.661
468,0,-44.832,34.053
469,0,-44.393,34.438
470,0,-43.952,34.817
471,0,-43.51,35.19
472,0,-43.066,35.557
473,0,-42.621,35.917
474,0,-42.174,36.273
475,0,-41.726,36.622
476,0,-41.277,36.966
477,0,-40.826,37.305
478,0,-40.374,37.639
479,0,-39.921,37.968
480,0,-39.467,38.292
481,0,-39.012,38.611
482,0,-38.555,38.925
483,0,-38.098,39.235
484,0,-37.639,39.541
485,0,-37.18,39.842
486,0,-36.719,40.139
487,0,-36.258,40.433
