POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,0.0,259.878
1,0,0.601,259.75
2,0,1.202,259.622
3,0,1.803,259.493
4,0,2.404,259.365
5,0,3.005,259.236
6,0,3.606,259.108
7,0,4.207,258.979
8,0,4.809,258.85
9,0,5.41,258.721
10,0,6.011,258.592
11,0,6.612,258.463
12,0,7.213,258.333
13,0,7.813,258.203
14,0,8.414,258.073
15,0,9.015,257.943
16,0,9.616,257.812
17,0,10.217,257.682
18,0,10.818,257.55
19,0,11.419,257.419
20,0,12.02,257.287
21,0,12.62,257.154
22,0,13.221,257.021
23,0,13.822,256.888
24,0,14.422,256.754
25,0,15.023,256.62
26,0,15.624,256.485
27,0,16.224,256.35
28,0,16.825,256.214
29,0,17.425,256.078
30,0,18.025,255.94
31,0,18.626,255.803
32,0,19.226,255.664
33,0,19.826,255.525
34,0,20.426,255.385
35,0,21.027,255.244
36,0,21.627,255.103
37,0,22.227,254.961
38,0,22.826,254.818
39,0,23.426,254.673
40,0,24.026,254.528
41,0,24.626,254.382
42,0,25.225,254.236
43,0,25.825,254.088
44,0,26.424,253.938
45,0,27.024,253.788
46,0,27.623,253.637
47,0,28.222,253.484
48,0,28.821,253.33
49,0,29.42,253.175
50,0,30.019,253.019
51,0,30.618,252.861
52,0,31.217,252.702
53,0,31.815,252.541
54,0,32.414,252.378
55,0,33.012,252.214
56,0,33.61,252.049
57,0,34.208,251.881
58,0,34.806,251.712
59,0,35.404,251.541
60,0,36.001,251.368
61,0,36.599,251.193
62,0,37.196,251.016
63,0,37.793,250.837
64,0,38.39,250.656
65,0,38.987,250.472
66,0,39.584,250.286
67,0,40.18,250.097
68,0,40.776,249.906
69,0,41.372,249.712
70,0,41.968,249.515
71,0,42.564,249.315
72,0,43.159,249.112
73,0,43.754,248.906
74,0,44.349,248.697
75,0,44.944,248.484
76,0,45.538,248.268
77,0,46.132,248.048
78,0,46.726,247.824
79,0,47.319,247.596
80,0,47.912,247.364
81,0,48.505,247.127
82,0,49.098,246.886
83,0,49.69,246.64
84,0,50.282,246.389
85,0,50.873,246.133
86,0,51.464,245.871
87,0,52.054,245.604
88,0,52.644,245.33
89,0,53.234,245.05
90,0,53.823,244.763
91,0,54.411,244.47
92,0,54.999,244.169
93,0,55.587,243.86
94,0,56.174,243.543
95,0,56.76,243.218
96,0,57.345,242.884
97,0,57.93,242.54
98,0,58.514,242.187
99,0,59.097,241.822
100,0,59.68,241.447
101,0,60.261,241.06
102,0,60.842,240.66
103,0,61.421,240.247
104,0,62.0,239.82
105,0,62.577,239.378
106,0,63.153,238.921
107,0,63.728,238.446
108,0,64.302,237.954
109,0,64.874,237.442
110,0,65.444,236.91
111,0,66.013,236.357
112,0,66.58,235.78
113,0,67.146,235.177
114,0,67.709,234.549
115,0,68.269,233.891
116,0,68.828,233.202
117,0,69.384,232.481
118,0,69.937,231.723
119,0,70.487,230.926
120,0,71.033,230.088
121,0,71.577,229.204
122,0,72.116,228.271
123,0,72.65,227.285
124,0,73.181,226.241
125,0,73.706,225.134
126,0,74.225,223.958
127,0,74.738,222.708
128,0,75.244,221.377
129,0,75.742,219.956
130,0,76.232,218.439
131,0,76.713,216.816
132,0,77.183,215.078
133,0,77.641,213.215
134,0,78.086,211.216
135,0,78.517,209.07
136,0,78.931,206.766
137,0,79.328,204.291
138,0,79.704,201.637
139,0,80.058,198.792
140,0,80.386,195.75
141,0,80.687,192.508
142,0,80.958,189.065
143,0,81.196,185.427
144,0,81.397,181.606
145,0,81.56,177.624
146,0,81.682,173.507
147,0,81.762,169.291
148,0,81.798,165.017
149,0,81.789,160.729
150,0,81.737,156.472
151,0,81.64,152.29
152,0,81.502,148.222
153,0,81.324,144.3
154,0,81.108,140.548
155,0,80.858,136.985
156,0,80.575,133.62
157,0,80.263,130.456
158,0,79.925,127.491
159,0,79.562,124.722
160,0,79.178,122.138
161,0,78.775,119.732
162,0,78.354,117.49
163,0,77.918,115.403
164,0,77.468,113.458
165,0,77.005,111.645
166,0,76.532,109.953
167,0,76.048,108.372
168,0,75.555,106.894
169,0,75.054,105.509
170,0,74.546,104.21
171,0,74.031,102.99
172,0,73.51,101.842
173,0,72.984,100.76
174,0,72.452,99.739
175,0,71.916,98.774
176,0,71.376,97.861
177,0,70.833,96.995
178,0,70.285,96.173
179,0,69.735,95.392
180,0,69.182,94.649
181,0,68.625,93.94
182,0,68.067,93.264
183,0,67.506,92.618
184,0,66.943,92.0
185,0,66.378,91.408
186,0,65.811,90.84
187,0,65.243,90.295
188,0,64.672,89.771
189,0,64.101,89.267
190,0,63.528,88.782
191,0,62.953,88.314
192,0,62.378,87.863
193,0,61.801,87.427
194,0,61.223,87.006
195,0,60.644,86.598
196,0,60.065,86.203
197,0,59.484,85.821
198,0,58.902,85.45
199,0,58.32,85.09
200,0,57.737,84.74
201,0,57.153,84.4
202,0,56.569,84.07
203,0,55.984,83.748
204,0,55.398,83.434
205,0,54.812,83.129
206,0,54.225,82.831
207,0,53.637,82.54
208,0,53.05,82.256
209,0,52.461,81.979
210,0,51.873,81.708
211,0,51.283,81.442
212,0,50.694,81.183
213,0,50.104,80.929
214,0,49.514,80.68
215,0,48.923,80.436
216,0,48.332,80.196
217,0,47.74,79.962
218,0,47.149,79.731
219,0,46.557,79.505
220,0,45.965,79.283
221,0,45.372,79.064
222,0,44.779,78.849
223,0,44.186,78.638
224,0,43.593,78.43
225,0,43.0,78.226
226,0,42.406,78.024
227,0,41.812,77.826
228,0,41.218,77.63
229,0,40.624,77.437
230,0,40.029,77.247
231,0,39.435,77.059
232,0,38.84,76.874
233,0,38.245,76.692
234,0,37.65,76.511
235,0,37.054,76.333
236,0,36.459,76.157
237,0,35.863,75.983
238,0,35.268,75.811
239,0,34.672,75.64
240,0,34.076,75.472
241,0,33.48,75.305
242,0,32.883,75.141
243,0,32.287,74.977
244,0,31.691,74.816
245,0,31.094,74.656
246,0,30.498,74.497
247,0,29.901,74.34
248,0,29.304,74.184
249,0,28.707,74.029
250,0,28.11,73.876
251,0,27.513,73.724
252,0,26.916,73.573
253,0,26.319,73.424
254,0,25.721,73.275
255,0,25.124,73.128
256,0,24.526,72.981
257,0,23.929,72.836
258,0,23.331,72.692
259,0,22.734,72.548
260,0,22.136,72.405
261,0,21.538,72.264
262,0,20.94,72.123
263,0,20.342,71.982
264,0,19.745,71.843
265,0,19.147,71.704
266,0,18.549,71.566
267,0,17.95,71.429
268,0,17.352,71.292
269,0,16.754,71.156
270,0,16.156,71.021
271,0,15.558,70.886
272,0,14.96,70.751
273,0,14.361,70.618
274,0,13.763,70.484
275,0,13.165,70.351
276,0,12.566,70.219
277,0,11.968,70.087
278,0,11.369,69.955
279,0,10.771,69.824
280,0,10.172,69.693
281,0,9.574,69.563
282,0,8.975,69.432
283,0,8.377,69.302
284,0,7.778,69.173
285,0,7.18,69.043
286,0,6.581,68.914
287,0,5.982,68.785
288,0,5.384,68.656
289,0,4.785,68.528
290,0,4.187,68.399
291,0,3.588,68.271
292,0,2.989,68.143
293,0,2.391,68.014
294,0,1.792,67.886
295,0,1.193,67.758
296,0,0.594,67.63
297,0,-0.004,67.503
298,0,-0.603,67.375
299,0,-1.202,67.247
300,0,-1.8,67.119
301,0,-2.399,66.991
302,0,-2.998,66.862
303,0,-3.596,66.734
304,0,-4.195,66.606
305,0,-4.794,66.477
306,0,-5.392,66.349
307,0,-5.991,66.22
308,0,-6.589,66.091
309,0,-7.188,65.962
310,0,-7.787,65.832
311,0,-8.385,65.703
312,0,-8.984,65.573
313,0,-9.582,65.442
314,0,-10.181,65.312
315,0,-10.779,65.181
316,0,-11.378,65.05
317,0,-11.976,64.918
318,0,-12.575,64.786
319,0,-13.173,64.654
320,0,-13.771,64.521
321,0,-14.37,64.387
322,0,-14.968,64.254
323,0,-15.566,64.119
324,0,-16.164,63.984
325,0,-16.763,63.849
326,0,-17.361,63.713
327,0,-17.959,63.576
328,0,-18.557,63.439
329,0,-19.155,63.301
330,0,-19.753,63.162
331,0,-20.351,63.023
332,0,-20.949,62.882
333,0,-21.547,62.741
334,0,-22.144,62.6
335,0,-22.742,62.457
336,0,-23.34,62.313
337,0,-23.937,62.169
338,0,-24.535,62.023
339,0,-25.132,61.877
340,0,-25.73,61.729
341,0,-26.327,61.581
342,0,-26.924,61.431
343,0,-27.521,61.28
344,0,-28.118,61.128
345,0,-28.715,60.975
346,0,-29.312,60.821
347,0,-29.909,60.665
348,0,-30.506,60.508
349,0,-31.103,60.349
350,0,-31.699,60.189
351,0,-32.296,60.027
352,0,-32.892,59.864
353,0,-33.488,59.699
354,0,-34.084,59.533
355,0,-34.68,59.364
356,0,-35.276,59.194
357,0,-35.872,59.022
358,0,-36.467,58.848
359,0,-37.063,58.672
360,0,-37.658,58.493
361,0,-38.253,58.313
362,0,-38.848,58.13
363,0,-39.443,57.945
364,0,-40.038,57.757
365,0,-40.632,57.567
366,0,-41.226,57.374
367,0,-41.821,57.178
368,0,-42.414,56.98
369,0,-43.008,56.778
370,0,-43.602,56.574
371,0,-44.195,56.366
372,0,-44.788,56.154
373,0,-45.381,55.94
374,0,-45.973,55.721
375,0,-46.565,55.499
376,0,-47.157,55.272
377,0,-47.749,55.042
378,0,-48.34,54.807
379,0,-48.931,54.568
380,0,-49.522,54.324
381,0,-50.112,54.075
382,0,-50.702,53.82
383,0,-51.292,53.561
384,0,-51.881,53.295
385,0,-52.47,53.024
386,0,-53.058,52.747
387,0,-53.646,52.463
388,0,-54.233,52.172
389,0,-54.82,51.874
390,0,-55.406,51.568
391,0,-55.992,51.254
392,0,-56.577,50.933
393,0,-57.162,50.602
394,0,-57.745,50.262
395,0,-58.328,49.912
396,0,-58.911,49.552
397,0,-59.492,49.181
398,0,-60.073,48.798
399,0,-60.653,48.403
400,0,-61.231,47.995
401,0,-61.809,47.574
402,0,-62.386,47.138
403,0,-62.962,46.686
404,0,-63.536,46.218
405,0,-64.109,45.733
406,0,-64.681,45.228
407,0,-65.251,44.704
408,0,-65.819,44.159
409,0,-66.386,43.591
410,0,-66.951,42.998
411,0,-67.514,42.38
412,0,-68.075,41.733
413,0,-68.633,41.057
414,0,-69.19,40.348
415,0,-69.743,39.604
416,0,-70.293,38.822
417,0,-70.84,38.0
418,0,-71.384,37.133
419,0,-71.924,36.219
420,0,-72.46,35.254
421,0,-72.991,34.232
422,0,-73.518,33.149
423,0,-74.038,32.0
424,0,-74.553,30.779
425,0,-75.061,29.478
426,0,-75.562,28.092
427,0,-76.055,26.612
428,0,-76.539,25.03
429,0,-77.012,23.337
430,0,-77.475,21.522
431,0,-77.925,19.575
