comid,stream_order,stream_lat,stream_lon,max_forecasted_flow,date_exceeds_return_period_2,date_exceeds_return_period_5,date_exceeds_return_period_10,date_exceeds_return_period_25,date_exceeds_return_period_50,date_exceeds_return_period_100
13081785.0,2,31.08580207824707,-85.92515563964844,23.66,2023-01-25 15:00:00,,,,,
13081676.0,2,31.259984970092773,-90.2932586669922,92.95,2023-01-25 09:00:00,,,,,
13081765.0,2,31.061603546142575,-86.1264419555664,43.5,2023-01-25 12:00:00,,,,,
13081606.0,2,31.39019203186035,-84.45791625976562,16.34,2023-01-23 03:00:00,,,,,
13081624.0,2,31.349140167236328,-91.98206329345705,114.74,2023-01-25 06:00:00,,,,,
13081554.0,2,31.39446830749512,-92.68595886230467,128.24,2023-01-25 03:00:00,2023-01-25 03:00:00,,,,
13081532.0,2,31.445178985595703,-90.85681915283205,219.04,2023-01-25 09:00:00,,,,,
13081529.0,2,31.45194625854492,-90.91181182861328,136.19,2023-01-25 06:00:00,,,,,
13081477.0,2,31.54792594909668,-92.65593719482422,141.09,2023-01-25 06:00:00,,,,,
13081522.0,2,31.43253898620605,-87.57193756103516,55.71,2023-01-25 09:00:00,,,,,
13081518.0,2,31.48224449157715,-89.96305084228516,34.77,2023-01-25 09:00:00,,,,,
13081314.0,2,31.72226333618164,-85.70620727539062,79.32,2023-01-25 18:00:00,,,,,
13081482.0,2,31.493379592895508,-90.79069519042967,192.03,2023-01-25 09:00:00,,,,,
13081481.0,2,31.49955940246582,-92.12356567382812,208.94,2023-01-25 06:00:00,,,,,
13081453.0,2,31.52511978149414,-92.10275268554688,152.51,2023-01-25 06:00:00,,,,,
13081456.0,2,31.54113006591797,-92.90850830078124,256.0,2023-01-25 09:00:00,,,,,
13081415.0,2,31.566181182861328,-93.00208282470705,265.53,2023-01-25 06:00:00,,,,,
13081391.0,2,31.590335845947266,-93.04883575439452,220.95,2023-01-25 03:00:00,,,,,
13081427.0,2,31.554916381835938,-93.1712875366211,108.83,2023-01-25 00:00:00,2023-01-25 03:00:00,2023-01-25 03:00:00,,,
13081382.0,2,31.660987854003903,-86.64002227783203,47.42,2023-01-25 15:00:00,,,,,
13081414.0,2,31.57504653930664,-93.10926055908205,185.95,2023-01-25 03:00:00,2023-01-25 06:00:00,,,,
13081212.0,2,31.85667991638184,-91.49018096923828,147.21,2023-01-25 06:00:00,,,,,
13081230.0,2,31.847143173217773,-86.18668365478516,57.22,2023-01-25 15:00:00,,,,,
13081284.0,2,31.75019073486328,-91.34632110595705,184.93,2023-01-25 09:00:00,,,,,
13081294.0,2,31.759984970092773,-85.68377685546875,68.68,2023-01-25 18:00:00,,,,,
13081335.0,2,31.717018127441406,-91.18173217773438,107.31,2023-01-25 06:00:00,2023-01-25 06:00:00,,,,
13081287.0,2,31.769350051879883,-91.24830627441406,181.11,2023-01-25 09:00:00,,,,,
13081290.0,2,31.783660888671875,-93.24700164794922,138.85,2023-01-25 03:00:00,2023-01-25 03:00:00,,,,
13081155.0,2,31.9274959564209,-93.40360260009766,83.9,2023-01-25 03:00:00,,,,,
13081164.0,2,31.92518615722656,-91.76850128173828,169.57,2023-01-25 06:00:00,2023-01-25 06:00:00,,,,
13081096.0,2,31.985464096069336,-91.74642944335938,126.85,2023-01-25 03:00:00,2023-01-25 06:00:00,2023-01-25 06:00:00,,,
13081137.0,2,31.95539093017578,-90.9710693359375,183.67,2023-01-25 06:00:00,,,,,
13081151.0,2,31.917316436767575,-90.88539123535156,130.43,2023-01-25 06:00:00,,,,,
13081142.0,2,31.924028396606445,-90.93799591064452,164.53,2023-01-25 06:00:00,,,,,
13081133.0,2,31.94599723815918,-90.57750701904295,158.33,2023-01-25 09:00:00,,,,,
13081121.0,2,31.981157302856445,-90.66384887695312,184.95,2023-01-25 12:00:00,,,,,
13081046.0,2,32.04549789428711,-90.65506744384766,122.22,2023-01-25 09:00:00,,,,,
13080856.0,3,32.293819427490234,-92.73875427246094,141.7,2023-01-25 06:00:00,,,,,
13080970.0,2,32.15497589111328,-85.10164642333984,58.86,2023-01-25 18:00:00,,,,,
13080871.0,2,32.263519287109375,-90.66545867919922,116.67,2023-01-25 09:00:00,,,,,
13080867.0,2,32.27448654174805,-86.21221923828125,67.08,2023-01-25 15:00:00,,,,,
13080815.0,2,32.33213806152344,-92.71761322021484,65.79,2023-01-25 03:00:00,,,,,
13080814.0,2,32.33828353881836,-92.7438735961914,90.26,2023-01-25 03:00:00,,,,,
13080765.0,2,32.393856048583984,-84.91575622558594,43.34,2023-01-25 21:00:00,,,,,
13080737.0,2,32.41507339477539,-84.83285522460938,44.93,2023-01-25 18:00:00,,,,,
13080736.0,2,32.42474365234375,-84.78227233886719,31.65,2023-01-25 18:00:00,,,,,
13080698.0,2,32.505638122558594,-84.6980972290039,33.71,2023-01-25 18:00:00,,,,,
13080597.0,2,32.56736755371094,-83.51445770263672,9.45,2023-01-23 00:00:00,,,,,
13080683.0,2,32.51445007324219,-90.37545776367188,93.43,2023-01-25 09:00:00,,,,,
13080718.0,2,32.4456672668457,-85.6483383178711,91.03,2023-01-25 18:00:00,,,,,
13080487.0,2,32.694129943847656,-84.19686126708984,38.08,2023-01-23 00:00:00,2023-01-25 15:00:00,2023-01-25 15:00:00,2023-01-25 18:00:00,2023-01-25 18:00:00,2023-01-25 18:00:00
13080350.0,2,32.89800262451172,-90.6423797607422,112.31,2023-01-25 09:00:00,,,,,
13080529.0,2,32.678443908691406,-90.10418701171876,102.29,2023-01-25 09:00:00,,,,,
13080421.0,2,32.77059555053711,-84.26898956298828,49.71,2023-01-25 18:00:00,,,,,
13080463.0,2,32.719810485839844,-89.91194915771484,82.98,2023-01-25 09:00:00,,,,,
13080271.0,2,32.91741180419922,-82.04121398925781,42.66,2023-01-23 00:00:00,,,,,
13080277.0,2,32.90778732299805,-85.2221908569336,44.97,2023-01-25 15:00:00,,,,,
13080218.0,2,32.97561264038086,-85.58090209960938,61.68,2023-01-25 15:00:00,,,,,
13080043.0,2,33.12125396728516,-90.1997299194336,101.02,2023-01-25 09:00:00,,,,,
13080058.0,2,33.09507751464844,-81.63475036621094,21.69,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,,,
13079955.0,2,33.27294921875,-81.70559692382812,6.57,2023-01-23 00:00:00,,,,,
13079833.0,2,33.33340835571289,-83.0992660522461,29.3,2023-01-25 18:00:00,,,,,
13079711.0,2,33.47184371948242,-81.90731048583984,5.44,2023-01-23 00:00:00,,,,,
13079034.0,2,33.95182037353516,-80.24966430664062,25.16,2023-01-23 06:00:00,,,,,
13078938.0,2,33.99808883666992,-90.03624725341797,76.07,2023-01-25 09:00:00,,,,,
13078874.0,2,34.056678771972656,-83.15167999267578,55.98,2023-01-25 18:00:00,,,,,
13078745.0,2,34.161720275878906,-81.12265014648438,20.88,2023-01-25 21:00:00,2023-01-25 21:00:00,,,,
13078416.0,2,34.40933609008789,-82.11286163330078,47.43,2023-01-25 21:00:00,,,,,
13078174.0,2,34.512630462646484,-82.79923248291016,63.22,2023-01-25 18:00:00,,,,,
13077735.0,2,34.77687072753906,-81.42391967773438,45.77,2023-01-25 21:00:00,,,,,
13077578.0,2,34.9069938659668,-81.42607116699219,37.4,2023-01-25 21:00:00,,,,,
13067977.0,2,39.50546646118164,-75.07585144042969,35.93,2023-01-26 06:00:00,,,,,
13067728.0,2,39.6076545715332,-74.49595642089844,17.22,2023-01-26 06:00:00,,,,,
13063654.0,3,41.22115707397461,-73.81729888916016,95.19,2023-01-26 09:00:00,,,,,
13063326.0,3,41.26668548583984,-73.70487213134766,94.95,2023-01-26 06:00:00,,,,,
13063327.0,2,41.26739501953125,-73.69064331054688,44.5,2023-01-26 03:00:00,2023-01-26 06:00:00,,,,
13063304.0,2,41.30818939208984,-73.6766586303711,66.42,2023-01-26 06:00:00,,,,,
13062945.0,2,41.405364990234375,-71.75948333740234,34.64,2023-01-23 09:00:00,2023-01-26 15:00:00,2023-01-26 18:00:00,,,
13062827.0,2,41.44706344604492,-71.66539001464844,26.73,2023-01-23 09:00:00,2023-01-23 12:00:00,2023-01-23 12:00:00,2023-01-26 12:00:00,2023-01-26 12:00:00,2023-01-26 12:00:00
13062405.0,2,41.5797119140625,-72.64942169189453,53.76,2023-01-26 06:00:00,2023-01-26 09:00:00,,,,
13062851.0,2,41.48210906982422,-73.4100112915039,29.43,2023-01-26 09:00:00,2023-01-26 09:00:00,,,,
13062046.0,2,41.74029159545898,-82.72766876220703,0.35,2023-01-29 00:00:00,2023-01-29 06:00:00,2023-01-29 06:00:00,2023-02-01 18:00:00,2023-02-01 18:00:00,2023-02-02 00:00:00
13061871.0,2,41.88759231567383,-82.7550048828125,0.38,2023-01-28 21:00:00,2023-01-29 00:00:00,2023-01-29 00:00:00,2023-01-29 00:00:00,2023-02-01 18:00:00,2023-02-01 18:00:00
13062034.0,2,41.73848342895508,-71.5599365234375,10.51,2023-01-26 12:00:00,,,,,
13061833.0,3,41.817138671875,-71.11553955078125,183.65,2023-01-26 12:00:00,2023-01-26 15:00:00,,,,
13061654.0,3,41.87115478515625,-71.09835815429688,152.67,2023-01-26 12:00:00,2023-01-26 15:00:00,,,,
13061765.0,2,41.8250617980957,-71.38610076904297,81.33,2023-01-26 12:00:00,,,,,
13061676.0,2,41.863059997558594,-71.3783187866211,48.98,2023-01-26 15:00:00,,,,,
13061550.0,2,41.944705963134766,-71.44271087646484,42.15,2023-01-26 15:00:00,,,,,
13061528.0,3,41.89972686767578,-71.07469177246094,146.89,2023-01-26 12:00:00,2023-01-26 15:00:00,,,,
13061386.0,2,41.95524978637695,-70.92902374267578,104.07,2023-01-23 15:00:00,2023-01-26 12:00:00,2023-01-26 12:00:00,2023-01-26 12:00:00,,
13061541.0,2,41.91401290893555,-71.00301361083984,115.86,2023-01-26 12:00:00,2023-01-26 15:00:00,2023-01-26 15:00:00,,,
13061505.0,2,41.910911560058594,-71.05781555175781,57.28,2023-01-26 09:00:00,2023-01-26 09:00:00,2023-01-26 12:00:00,,,
13061300.0,2,41.98381805419922,-70.92034149169922,67.13,2023-01-26 09:00:00,2023-01-26 09:00:00,2023-01-26 12:00:00,2023-01-26 12:00:00,,
13061147.0,2,42.03178405761719,-71.5892562866211,26.08,2023-01-26 12:00:00,,,,,
13057493.0,2,43.19742584228516,-70.8205337524414,41.45,2023-01-26 15:00:00,,,,,
13055710.0,2,43.733516693115234,-65.51486206054688,153.13,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,,
13055542.0,2,43.85601806640625,-65.50592803955078,119.41,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,,
13055055.0,3,43.928836822509766,-65.88043212890625,220.19,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-27 03:00:00,,,
13055019.0,2,43.9166374206543,-65.80264282226562,154.85,2023-01-23 15:00:00,2023-01-23 15:00:00,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 18:00:00
13054964.0,2,43.99991607666016,-65.82672119140625,173.62,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,
13054426.0,2,44.10325622558594,-65.78041076660156,129.52,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,
13054522.0,2,44.14802932739258,-69.61197662353516,31.17,2023-01-26 15:00:00,,,,,
13054018.0,3,44.19322204589844,-65.10128784179688,347.48,2023-01-23 18:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,,,
13053948.0,2,44.28237915039063,-69.2396011352539,14.54,2023-01-26 15:00:00,,,,,
13054023.0,3,44.23078918457031,-64.7830810546875,320.2,2023-01-24 00:00:00,2023-01-27 03:00:00,2023-01-27 06:00:00,,,
13053593.0,3,44.31348037719727,-64.89213562011719,322.74,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,
13053899.0,3,44.249290466308594,-65.15821838378906,290.65,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,,
13053700.0,3,44.31946563720703,-65.19868469238281,232.7,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13053407.0,2,44.43704605102539,-65.20001983642578,100.56,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13053406.0,2,44.3814697265625,-65.25588989257812,158.43,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-26 18:00:00,2023-01-26 18:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00
13053545.0,3,44.33305358886719,-64.92774200439453,296.02,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13053439.0,2,44.38809967041016,-64.90563201904297,157.27,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00
13053438.0,2,44.373191833496094,-64.96745300292969,148.52,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13053185.0,3,44.4607048034668,-64.6144027709961,341.39,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,
13053240.0,2,44.42593002319336,-64.87039947509766,88.77,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-26 18:00:00,2023-01-26 18:00:00,2023-01-26 21:00:00,
13053323.0,2,44.45760726928711,-65.07810974121094,113.36,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,
13053326.0,2,44.3956184387207,-65.7843017578125,158.99,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,
13053020.0,2,44.526126861572266,-64.63375091552734,147.7,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,
13053019.0,2,44.5228157043457,-64.68795776367188,214.3,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13052726.0,2,44.578914642333984,-64.75834655761719,176.83,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,
13052842.0,2,44.52791595458984,-82.53958129882812,0.19,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13052841.0,2,44.52791595458984,-82.83000183105469,0.2,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13052121.0,2,44.731719970703125,-67.39099884033203,44.44,2023-01-23 00:00:00,,,,,
13051694.0,2,44.82749938964844,-67.6308364868164,15.86,2023-01-26 18:00:00,,,,,
13051984.0,2,44.81585311889648,-67.46817779541016,35.71,2023-01-23 00:00:00,,,,,
13051768.0,2,44.83740997314453,-65.29338073730469,199.41,2023-01-24 03:00:00,2023-01-27 03:00:00,2023-01-27 09:00:00,,,
13051718.0,2,44.817081451416016,-82.6312484741211,0.96,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-24 03:00:00,,,
13051589.0,2,44.85208511352539,-82.15916442871094,2.15,2023-01-23 00:00:00,2023-01-23 00:00:00,,,,
13051532.0,2,44.8996467590332,-65.13789367675781,184.07,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,,
13051766.0,2,44.81666946411133,-83.03401947021484,0.97,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 21:00:00,,,
13052732.0,2,44.69824981689453,-86.49209594726562,1.47,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-02-01 12:00:00,,,
13051269.0,2,44.95034790039063,-65.03338623046875,123.42,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,,
13051471.0,2,44.8996696472168,-67.1927261352539,39.07,2023-01-26 15:00:00,2023-01-26 21:00:00,,,,
13051193.0,2,44.97599029541016,-64.958984375,109.49,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13051556.0,2,44.90211868286133,-64.21450805664062,105.04,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00
13051043.0,2,44.99820709228516,-64.89098358154297,75.28,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,,
13051533.0,2,44.92562103271485,-63.56744766235352,178.92,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,
13051046.0,2,44.997596740722656,-64.03984832763672,147.07,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 18:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00
13050733.0,2,45.17135620117188,-82.68959045410156,0.12,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13051154.0,2,45.012001037597656,-63.44681167602539,253.82,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-24 03:00:00,
13050798.0,2,45.068634033203125,-64.59931945800781,61.26,2023-01-23 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-26 21:00:00,
13050922.0,2,45.05274200439453,-86.72225952148438,1.68,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13050041.0,2,45.364253997802734,-82.68958282470703,0.12,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13050079.0,2,45.28007888793945,-62.06432723999024,240.29,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 03:00:00,
13050828.0,2,45.06542205810547,-63.39500427246094,310.61,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,,
13050450.0,2,45.17732620239258,-66.84412384033203,184.47,2023-01-27 00:00:00,,,,,
13050286.0,2,45.214473724365234,-63.1834716796875,289.94,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00
13050726.0,2,45.11113739013672,-63.39599609375,354.8,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,
13050519.0,2,45.16120529174805,-63.30639266967773,307.43,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 03:00:00,2023-01-27 03:00:00,2023-01-27 06:00:00
13050731.0,2,45.11326217651367,-86.74703979492188,0.5,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13050518.0,3,45.1466178894043,-63.38564300537109,647.06,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 03:00:00,
13050281.0,2,45.26472473144531,-66.82950592041016,166.13,2023-01-27 00:00:00,,,,,
13050176.0,2,45.30370330810547,-82.84041595458984,0.23,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13050226.0,2,45.21775436401367,-63.08656311035156,263.99,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00
13049773.0,2,45.340579986572266,-66.85523223876953,130.06,2023-01-26 21:00:00,,,,,
13050182.0,2,45.24746322631836,-62.91914749145508,150.28,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00
13050230.0,2,45.21827697753906,-63.002540588378906,204.74,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00
13050481.0,3,45.20523071289063,-63.41070938110352,630.18,2023-01-24 00:00:00,2023-01-24 03:00:00,2023-01-27 06:00:00,,,
13049874.0,2,45.34954071044922,-62.11752700805664,150.47,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,
13049910.0,2,45.39686965942383,-66.02436828613281,283.63,2023-01-27 12:00:00,,,,,
13049993.0,2,45.28503036499024,-86.38616180419922,0.02,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13049087.0,2,45.59941864013672,-65.75194549560547,243.09,2023-01-27 03:00:00,,,,,
13049647.0,2,45.463134765625,-66.30278015136719,95.83,2023-01-26 21:00:00,2023-01-27 00:00:00,,,,
13049626.0,2,45.38578796386719,-63.19210052490234,165.7,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,
13049560.0,2,45.49745559692383,-83.03752136230469,0.55,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13048640.0,2,45.69797897338867,-83.03791809082031,0.55,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13049709.0,2,45.37567901611328,-85.4798812866211,0.01,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13049215.0,2,45.49568939208984,-84.73522186279297,5.09,2023-01-26 06:00:00,,,,,
13047678.0,2,45.9213981628418,-81.48007202148438,2.59,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,,
13048861.0,2,45.66635894775391,-83.39125061035156,0.0,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13048250.0,2,45.71712875366211,-65.55638885498047,202.01,2023-01-26 21:00:00,2023-01-27 00:00:00,,,,
13049248.0,2,45.50497817993164,-83.46717834472656,0.91,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-02-02 00:00:00,,
13050063.0,2,45.42481231689453,-85.08904266357422,4.87,2023-01-24 18:00:00,,,,,
13049611.0,2,45.47172546386719,-85.71847534179688,0.01,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13049067.0,2,45.54038238525391,-62.6616439819336,152.4,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,2023-01-27 03:00:00,
13048754.0,2,45.587520599365234,-64.22731018066406,61.81,2023-01-26 21:00:00,2023-01-26 21:00:00,,,,
13048920.0,2,45.571563720703125,-66.5833969116211,117.53,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,,,
13047959.0,2,45.79249954223633,-83.03791809082031,0.55,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00,2023-01-23 00:00:00
13048843.0,2,45.58639907836914,-62.02718353271485,155.3,2023-01-23 21:00:00,2023-01-23 21:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-24 00:00:00,2023-01-27 03:00:00
13048697.0,2,45.61744689941406,-66.56621551513672,171.86,2023-01-26 21:00:00,2023-01-26 21:00:00,2023-01-27 00:00:00,,,
13048529.0,2,45.6606674194336,-66.7939682006836,68.71,2023-01-26 21:00:00,,,,,
13048547.0,2,45.645599365234375,-66.57015228271484,184.74,2023-01-26 21:00:00,2023-01-27 00:00:00,2023-01-27 00:00:00,,,
