lat,lon,avg,std,date,value
11.620833,37.395832,298.35498,0.32499695,20070611,298.03
63.204166,-117.34583,287.2571,2.2227273,20070601,282.69998
63.204166,-117.34583,287.2571,2.2227273,20070621,289.41998
-15.895833,31.1375,296.4446,0.6947933,20070601,297.1
-15.895833,31.1375,296.4446,0.6947933,20070611,297.78
-15.895833,31.1375,296.4446,0.6947933,20070621,295.47
-9.5125,28.404167,294.3893,1.5518987,20070601,297.03
-9.5125,28.404167,294.3893,1.5518987,20070611,294.28998
-9.5125,28.404167,294.3893,1.5518987,20070621,292.5
41.170834,68.15417,298.05197,1.5218652,20070601,297.11
41.170834,68.15417,298.05197,1.5218652,20070611,296.6
41.170834,68.15417,298.05197,1.5218652,20070621,299.07
54.245834,91.42917,290.63416,2.9935117,20070601,285.28
54.245834,91.42917,290.63416,2.9935117,20070621,290.91998
43.729168,77.870834,294.8643,1.575052,20070601,292.6
43.729168,77.870834,294.8643,1.575052,20070611,293.72
58.329166,-112.07083,291.13272,2.5257564,20070601,286.77
58.329166,-112.07083,291.13272,2.5257564,20070611,289.75998
58.329166,-112.07083,291.13272,2.5257564,20070621,291.74
-19.979166,-50.854168,297.24832,0.8865618,20070611,297.13
50.570835,-70.67917,283.70334,3.042202,20070621,287.72
41.0625,68.4625,297.99167,1.1827949,20070601,296.63
41.0625,68.4625,297.99167,1.1827949,20070611,297.46
43.204166,-87.870834,285.61902,1.6916331,20070611,282.82
43.204166,-87.870834,285.61902,1.6916331,20070621,288.16998
54.420834,-107.45417,287.765,1.4149933,20070611,289.18
44.5375,-110.3125,285.61002,3.3291943,20070601,279.66
44.5375,-110.3125,285.61002,3.3291943,20070611,287.8
-25.420834,-54.545834,294.6408,0.8968567,20070611,293.66998
49.9375,-69.05417,280.74,3.4566772,20070601,277.46
-38.929165,175.7875,285.09274,0.63991946,20070601,283.94998
-38.929165,175.7875,285.09274,0.63991946,20070611,284.24
-38.929165,175.7875,285.09274,0.63991946,20070621,284.77
49.720833,-92.7875,290.1275,3.1748145,20070601,289.21
-3.7708333,37.445835,296.831,0.80324984,20070601,297.74
-3.7708333,37.445835,296.831,0.80324984,20070611,296.19998
50.604168,69.44583,293.76068,3.0284898,20070601,289.86
50.604168,69.44583,293.76068,3.0284898,20070611,293.47
50.604168,69.44583,293.76068,3.0284898,20070621,294.22
51.420834,136.50417,291.79114,3.2557356,20070601,295.52
47.5875,42.320835,296.9425,3.495703,20070601,298.03
47.5875,42.320835,296.9425,3.495703,20070611,299.85
47.5875,42.320835,296.9425,3.495703,20070621,297.78
41.570835,57.329166,298.74298,2.4501197,20070611,297.63
48.1125,83.67083,293.46353,2.53103,20070601,289.22
48.1125,83.67083,293.46353,2.53103,20070611,288.16
48.1125,83.67083,293.46353,2.53103,20070621,295.41
44.5625,-116.104164,292.27847,2.2618935,20070601,296.06
44.5625,-116.104164,292.27847,2.2618935,20070611,291.66
41.954166,-111.29583,289.57,1.872531,20070601,287.75998
41.954166,-111.29583,289.57,1.872531,20070611,290.32
41.954166,-111.29583,289.57,1.872531,20070621,291.66998
26.579166,-99.17917,301.48248,0.79678285,20070601,300.56
-41.120834,-71.34583,281.52597,1.311192,20070611,278.93
-3.5875,-64.97083,302.3678,0.6043285,20070601,303.22998
-4.4375,-63.470833,302.28,1.0584185,20070601,301.16
-4.4375,-63.470833,302.28,1.0584185,20070611,302.25
-4.070833,-63.1875,302.97375,0.80531055,20070601,302.86
-4.070833,-63.1875,302.97375,0.80531055,20070611,303.19
-21.379168,-49.645832,295.4677,0.93840986,20070611,295.11
-21.379168,-49.645832,295.4677,0.93840986,20070621,294.83
53.729168,21.720833,293.54834,2.2255816,20070611,295.78
63.179165,33.770832,283.83615,2.713514,20070601,284.41
21.204166,73.7125,302.78,0.17795072,20070601,302.88
60.0375,-162.4625,288.1475,2.328732,20070611,286.13
63.845833,-121.80417,283.8933,1.9922593,20070611,283.9
53.479168,-103.854164,290.55997,2.188943,20070621,290.93
48.904167,-57.495834,277.98798,1.6816269,20070601,275.8
48.904167,-57.495834,277.98798,1.6816269,20070611,277.94998
48.904167,-57.495834,277.98798,1.6816269,20070621,279.15
30.6375,-95.0625,302.01068,0.9737918,20070601,301.32
30.6375,-95.0625,302.01068,0.9737918,20070611,302.24
30.6375,-95.0625,302.01068,0.9737918,20070621,302.5
56.654167,43.279167,292.48,3.0433934,20070611,291.55
56.654167,43.279167,292.48,3.0433934,20070621,292.84
53.120834,48.520832,291.3318,3.0798903,20070601,288.59
53.120834,48.520832,291.3318,3.0798903,20070611,291.37
53.120834,48.520832,291.3318,3.0798903,20070621,293.18
50.2625,46.295834,295.2961,3.2450738,20070601,299.16
50.2625,46.295834,295.2961,3.2450738,20070611,298.9
50.2625,46.295834,295.2961,3.2450738,20070621,294.16998
54.079166,81.40417,292.67416,2.3633332,20070601,286.66998
54.079166,81.40417,292.67416,2.3633332,20070621,295.18
-18.504168,-47.954166,296.98615,0.3932424,20070601,297.16
-18.504168,-47.954166,296.98615,0.3932424,20070611,296.86
-18.504168,-47.954166,296.98615,0.3932424,20070621,296.85
-2.2958333,-56.6125,302.91336,0.47077525,20070621,303.57
-18.645834,-49.395832,297.256,0.3294067,20070621,297.03998
51.870834,-104.27917,290.71463,3.08312,20070601,286.87
51.870834,-104.27917,290.71463,3.08312,20070611,290.09
51.870834,-104.27917,290.71463,3.08312,20070621,290.25998
46.1375,60.804165,296.95712,2.236482,20070601,292.72
46.1375,60.804165,296.95712,2.236482,20070611,296.08
46.1375,60.804165,296.95712,2.236482,20070621,297.33
52.0625,47.779167,292.0411,2.4478462,20070611,290.25998
52.0625,47.779167,292.0411,2.4478462,20070621,294.74
-19.5875,-50.9375,296.54727,0.5644987,20070601,296.03998
-19.5875,-50.9375,296.54727,0.5644987,20070611,296.69
36.620834,42.929165,299.705,1.6803318,20070621,302.03
30.6625,47.4625,300.98547,1.5278864,20070611,299.8
56.479168,8.670834,289.63223,1.6199019,20070601,289
56.479168,8.670834,289.63223,1.6199019,20070621,292.09
35.829166,38.445835,297.0209,1.019449,20070611,297.72998
34.529167,-4.9875,299.51666,1.2044469,20070611,298.66998
