lat,lon,time
6.3026270000000295,0.06034700000003568,393742.3339349916
8.658487000000036,29.296268000000055,566104.7218899912
28.32619200000005,111.12770200000006,712091.5629129886
-5.735072999999943,29.358802000000026,941681.2579109974
-7.914582999999936,32.20208300000007,1045981.5062659909
3.3729170000000295,36.14375000000007,1246908.1261749961
-4.556249999999977,34.95208300000007,1331479.3917809874
53.02695600000004,-98.84790999999996,1367587.0883559983
21.831123000000048,73.74867600000005,1441141.1900559906
48.27480600000007,-57.38144799999998,1524780.4413849954
6.041210000000035,11.299545000000023,1628757.138060988
51.99353800000006,106.17708300000004,1697459.5326779964
-3.579646999999966,-60.01477699999998,1736650.68489399
62.76876800000008,-101.38539999999995,1815211.876189991
11.916551000000027,107.09220300000004,1861793.8624919916
49.440229000000045,-88.26540699999998,1900562.4566219922
55.30676200000005,-114.77339099999995,2071560.8840239875
56.28411200000005,101.78541300000006,2091262.1009399882
23.967280000000073,32.88645800000006,2184138.255457001
54.19465400000007,-64.76979199999994,2235552.3313719896
45.33148200000005,124.23603800000001,2288126.357541987
65.17129400000005,-71.08437499999997,2485155.216228988
-10.812139999999943,-42.72846899999996,2498272.200471998
61.787367000000074,-114.97469699999999,2502821.7059559976
51.96804400000008,100.39869600000009,2513334.441946994
