sat,lat,lon,rise_time,set_time,incidence_angle
smallsat00,0.9587941985754259,-1.798079228095272,85954.62438972783,85957.17635188556,0.4683473839285349
smallsat00,0.9581878711932831,-1.739507287395281,860.9924873839524,863.5532407402588,0.4455224198719185
smallsat00,0.9581878711932831,-1.739507287395281,85953.06237979025,85955.59175694168,0.08544342051362877
smallsat00,0.9602694555789663,-1.792654849499829,861.9887315194188,864.5214895323451,0.09482746126024583
smallsat00,0.9602694555789663,-1.792654849499829,85955.80193305474,85958.35017488833,0.4355210073370796
smallsat00,0.9615609817721499,-1.8388346907112723,863.3489859727086,865.8832403542025,0.23126086657932668
smallsat00,0.9632128486427001,-1.8763073460839033,865.6518021284305,868.2046576054415,0.4648333481335496
smallsat00,0.9637377564152366,-1.8874829510838107,866.4802564591004,869.0416297372157,0.5258726834553253
smallsat00,0.9651902019654545,-1.8361330955621096,866.5951946265466,869.129013076431,0.21020685520939258
smallsat00,0.9654618101036496,-1.8248796314242708,866.726215450026,869.2578832241729,0.13221132516300682
smallsat00,0.9652536097771791,-1.766442761755092,866.7954620922076,869.3385018497337,0.2765913193170956
smallsat00,0.9652536097771791,-1.766442761755092,85959.73638555828,85962.27258061814,0.2666881801303762
smallsat00,0.9668457165741412,-1.7796088624070219,868.054799789122,870.5920346267593,0.18825866050779216
smallsat00,0.9668457165741412,-1.7796088624070219,85961.42340759441,85963.96428584817,0.35025480052461616
smallsat00,0.9670369872068665,-1.8199349216671539,868.1181821144021,870.6493377866044,0.09652440098164816
smallsat00,0.9668790174562685,-1.7474793929130306,868.6609014019683,871.2159403942051,0.3967458809937464
smallsat00,0.9668790174562685,-1.7474793929130306,85960.97838149886,85963.50915562325,0.13624947897650158
smallsat00,0.9676278160652511,-1.8821047713536683,869.8134462123536,872.3702842553622,0.4930453115193753
smallsat00,0.9676574866625349,-1.88173423795347,869.828531325061,872.3850897957993,0.4909811863384423
smallsat00,0.9697254923866387,-1.8445584805398951,870.8162391173445,873.3525980461457,0.2631412156403486
smallsat00,0.9716040251671456,-1.8359905894286848,872.3944144153585,874.9283662184097,0.20442766332895124
smallsat00,0.9733808576121387,-1.7730987319372056,874.0582064450759,876.5987154383176,0.2330628607531086
smallsat00,0.9733808576121387,-1.7730987319372056,85967.1990095099,85969.73691422181,0.3034897854952319
smallsat00,0.9722333908954137,-1.7267692461956965,874.1170301267363,876.6898323611979,0.5138779944196927
smallsat00,0.9722333908954137,-1.7267692461956965,85965.74854086588,85968.27927581803,0.012744153824504702
smallsat00,0.9734925412309736,-1.8533034353037194,874.3756517900878,876.9155727529622,0.3166928053265477
smallsat00,0.9743516970085592,-1.7532193619438203,875.2996395054032,877.8511845482826,0.36096578736276624
smallsat00,0.9743516970085592,-1.7532193619438203,85967.79135195333,85970.32342922987,0.17085559080006835
smallsat00,0.9745433341604292,-1.8634862970250927,875.5438822546878,878.0885542579085,0.3788967961137948
smallsat00,0.9760879854550293,-1.8802079475226,877.389937377416,879.9449204269629,0.4743787304723863
smallsat00,0.9769680851836403,-1.7538646276215748,877.656970684803,880.2082758195058,0.3567419564351241
smallsat00,0.9769680851836403,-1.7538646276215748,85970.16487075713,85972.69721163169,0.17330430679587322
smallsat00,0.981471680425609,-1.8003002468348972,881.1588511600934,883.6919679373207,0.04883123945705848
smallsat00,0.981471680425609,-1.8003002468348972,85975.15931013327,85977.71177314628,0.45921140608666067
smallsat00,0.9800509649611925,-1.8885302184481771,881.2325919554701,883.7936055051109,0.5154064608532051
smallsat00,0.9810003542611064,-1.7374827752761388,881.7309824604858,884.294614186687,0.4528318853868311
smallsat00,0.9810003542611064,-1.7374827752761388,85973.70020300795,85976.23124009746,0.05801033161372222
smallsat00,0.9819730262532428,-1.7544711120833507,882.1805558953781,884.7318193899814,0.3526699115085822
smallsat00,0.9819730262532428,-1.7544711120833507,85974.69895480036,85977.23167915863,0.17400017461785364
smallsat00,0.9837141143551555,-1.7673576284424022,883.510855470465,886.0548987004349,0.2714646837808408
smallsat00,0.9837141143551555,-1.7673576284424022,85976.44225628352,85978.97849455358,0.2579351281563814
smallsat00,0.9843308962595183,-1.7784755328572395,883.9111528877046,886.4503632074493,0.19861764375758242
smallsat00,0.9843308962595183,-1.7784755328572395,85977.20000310215,85979.74033278016,0.32792439150243624
smallsat00,0.9859676834853307,-1.7461243541883678,885.9994235182204,888.5566375857267,0.4022043056559466
smallsat00,0.9859676834853307,-1.7461243541883678,85978.24110788228,85980.77287432918,0.11463466397341467
smallsat00,0.988231724591018,-1.820651117525709,887.3051584171444,889.8378256638547,0.08881538338703694
smallsat00,0.9881108779936095,-1.892323429777999,888.633565553251,891.1968335522846,0.5271276115459977
smallsat00,0.990194155348668,-1.838128984281521,889.2363803371451,891.7718533681217,0.20497181639829498
smallsat00,0.9890464791924336,-1.7287385535505992,889.2954936648913,891.8669855803323,0.49865013755808785
smallsat00,0.9890464791924336,-1.7287385535505992,85980.97163923514,85983.50357149383,0.007187146794367946
smallsat00,0.9899943849624835,-1.7385805873756432,889.8537513838386,892.4169176969954,0.4446844413098527
smallsat00,0.9899943849624835,-1.7385805873756432,85981.84607536459,85984.37777819492,0.06077748774580338
smallsat00,0.9898938539975687,-1.7279714289844703,890.0889503947179,892.6611613989555,0.5024639323788033
smallsat00,0.9898938539975687,-1.7279714289844703,85981.73935698274,85984.27148627474,0.012162234251419813
smallsat00,0.9899196848704983,-1.7283136880507866,890.1011133203039,892.673014757626,0.5006465955631797
smallsat00,0.9899196848704983,-1.7283136880507866,85981.7625357654,85984.29463291325,0.009814673588278701
smallsat00,0.9912239694205135,-1.7346319544759312,891.0845911532363,893.6510366545432,0.4662697960787592
smallsat00,0.9912239694205135,-1.7346319544759312,85982.94821400885,85985.47995337463,0.0343567177017568
smallsat00,0.9922774850636037,-1.7478301168262194,891.6772002639151,894.2335807391296,0.39123034396362083
smallsat00,0.9922774850636037,-1.7478301168262194,85983.96368101538,85986.49613997182,0.12238406864750266
smallsat00,0.992075864628412,-1.7326923700781898,891.9163428714156,894.4844614587566,0.4766115036331096
smallsat00,0.992075864628412,-1.7326923700781898,85983.71642267072,85986.24837004089,0.023455620124378893
smallsat00,0.9924059063899642,-1.7309171956959863,892.2712772649801,894.8409419478386,0.4860793017515428
smallsat00,0.9924059063899642,-1.7309171956959863,85984.01381809676,85986.5459193291,0.008069471489836798
smallsat00,0.9931048583955111,-1.8827205409670644,892.8263180568986,895.3821562654581,0.47162804625970445
smallsat00,0.9960804702372367,-1.8029796588492666,894.3839907594157,896.9179995765195,0.03644506868126107
smallsat00,0.9960804702372367,-1.8029796588492666,85988.42595621302,85990.97954705663,0.4598400858322604
smallsat00,0.9949556578942027,-1.7236445832358511,894.8248716641061,897.4012073725115,0.5234017115168936
smallsat00,0.9949556578942027,-1.7236445832358511,41647.001102038994,41649.55782383876,0.5262869589430476
smallsat00,0.9949556578942027,-1.7236445832358511,85986.3309348152,85988.86397250327,0.04435134575710437
smallsat00,1.0029798091302466,-1.8627480227515,901.2212397671356,903.7655244050634,0.3489422101237346
smallsat00,1.004401379805996,-1.8561131536000435,902.3697712076763,904.9112033959685,0.30776119443840283
smallsat00,1.0057388256117992,-1.854597684210537,903.5503835480465,906.0912618236632,0.2973586063174218
smallsat00,1.0067657773436727,-1.8544446188351371,904.4759554811321,907.0169259093896,0.29557567525933465
smallsat00,1.0071640440256866,-1.8553213326249987,904.8524742104929,907.3936500552642,0.3005277257980673
smallsat00,1.011668110506553,-1.7360753766739152,909.5783941345289,912.1444516316287,0.45308397332344913
smallsat00,1.011668110506553,-1.7360753766739152,86001.4638516975,86003.99716896465,0.032654758915025325
smallsat00,1.016617445386188,-1.8229521072516612,913.0162513056814,915.5509697303955,0.08800080987649223
smallsat00,1.0198900075468473,-1.779544599383963,916.1276330539728,918.669333046937,0.1965377060932591
smallsat00,1.0198900075468473,-1.779544599383963,86009.36452098736,86011.90586447917,0.30376875048894963
smallsat00,1.0208795917794362,-1.8357188067575638,916.974970837553,919.5114649921485,0.16846567242418506
smallsat00,1.021806588505048,-1.769878128228378,918.0010986396426,920.5468693071005,0.25653333278055723
smallsat00,1.021806588505048,-1.769878128228378,86010.9320904725,86013.47019980133,0.24360413948968365
smallsat00,1.0243214159709542,-1.8125789697352357,919.9605391698365,922.4958088632342,0.01643710792498071
smallsat00,1.0243214159709542,-1.8125789697352357,86014.21283640129,86016.77131683526,0.4823851856960813
smallsat00,1.0264624288176676,-1.7934576835024536,921.9545805960626,924.4927839813981,0.10864485465922477
smallsat00,1.0264624288176676,-1.7934576835024536,86015.6075553815,86018.15477136282,0.3781776160870189
smallsat00,1.0286628177655348,-1.8882866752043537,925.0947538640166,927.6523061805649,0.46575634312357567
smallsat00,1.0307234582001945,-1.8081020605775302,925.7604707532222,928.2965568234143,0.015726194950951504
smallsat00,1.0307234582001945,-1.8081020605775302,86019.85316354732,86022.4082659132,0.45296602334157793
smallsat00,1.0292600345289824,-1.7265389849074804,925.8305242222102,928.4047972535952,0.4968174761891445
smallsat00,1.0292600345289824,-1.7265389849074804,41617.10995151715,41618.383853091735,0.527995574279782
smallsat00,1.0292600345289824,-1.7265389849074804,86017.40125921679,86019.93656556768,0.03789819895182885
smallsat00,1.0314313986513877,-1.861407330633288,926.9118095655369,929.455790380844,0.31579838991752707
smallsat00,1.0323668776771646,-1.8420037024874103,927.4430932471419,929.9812036632608,0.19872740629534008
smallsat00,1.0336422770280598,-1.8126913514857717,928.4046587865801,930.9406153997913,0.01319901533976992
smallsat00,1.0336422770280598,-1.8126913514857717,86022.628329603,86025.18667334318,0.4735159277090902
smallsat00,1.0335759545164829,-1.8369080741098736,928.4795015147628,931.0167276483926,0.16626985378645087
smallsat00,1.0335783979774356,-1.8368989983977633,928.4816195023155,931.0188442984196,0.1662119776681349
smallsat00,1.0338171590191083,-1.8310741365521572,928.6442567103923,931.1807087497531,0.12957733039855018
smallsat00,1.0348915837066361,-1.864993737900041,930.1145251744169,932.6598076806307,0.3333667350156535
smallsat00,1.0357234076281365,-1.8757854577309727,931.1190738756478,933.6692684232779,0.3927081593855897
smallsat00,1.0357984567859724,-1.8844679471608687,931.4230965288717,933.9780630930035,0.43884362208615796
smallsat00,1.0361506642290248,-1.8813003491014242,931.6515231423089,934.204741405137,0.4218499725969335
smallsat00,1.040848305177231,-1.760951292703202,935.4270197994629,937.9784096697097,0.308357570873446
smallsat00,1.040848305177231,-1.760951292703202,86028.04605731586,86030.58294670517,0.1745732692627836
smallsat00,1.0414571632867897,-1.7479689228616302,936.2681062841509,938.8269726920494,0.38108072726228154
smallsat00,1.0414571632867897,-1.7479689228616302,86028.4886846661,86031.0241327596,0.09352899365027972
smallsat00,1.0425234023801253,-1.7334937380042426,937.6354211155315,940.2043611532166,0.4570588748177385
smallsat00,1.0425234023801253,-1.7334937380042426,86029.41135263552,86031.94706660145,0.004727422580127834
smallsat00,1.044823467081573,-1.857046573137302,938.9403063579339,941.4828847840683,0.27900987650526116
smallsat00,1.0454011885172756,-1.8180331236477179,939.066841818899,941.6035218927682,0.04140165484052106
smallsat00,1.0454011885172756,-1.8180331236477179,86033.41301825464,86035.97347352117,0.4879884701598648
smallsat00,1.0496629509380884,-1.7297201965350908,944.2274601291758,946.7994146276071,0.47339290546605783
smallsat00,1.0496629509380884,-1.7297201965350908,86035.88353225231,86038.42001812808,0.02476621742200535
smallsat00,1.0516929433910829,-1.8291685162616595,944.8177037684181,947.3551146468137,0.10686250162135962
smallsat00,1.0541745572413233,-1.7997956721481456,947.0375603737732,949.5766680598261,0.07599872510252265
smallsat00,1.0541745572413233,-1.7997956721481456,86040.80418941568,86043.35396268198,0.38635199657269287
smallsat00,1.0552924231739331,-1.8142515711172988,948.0227091116291,950.5601566078197,0.015948555889023937
smallsat00,1.0552924231739331,-1.8142515711172988,86042.21970071718,86044.77720568108,0.4592391497336637
smallsat00,1.0563058835106887,-1.7485653891334993,949.7199403484816,952.2791184672235,0.3742703073011708
smallsat00,1.0563058835106887,-1.7485653891334993,86041.94053033843,86044.47704542665,0.08899945822408255
smallsat00,1.0572424620938945,-1.7827764953730512,949.9558713585461,952.499341442837,0.1801537770922261
smallsat00,1.0572424620938945,-1.7827764953730512,86043.20315633237,86045.74607223822,0.29043650463691606
smallsat00,1.0614217577075493,-1.8234741177776397,953.5996145436342,956.1373143532626,0.06653410333668129
smallsat00,1.0614217577075493,-1.8234741177776397,86048.04990031735,86050.61263828048,0.49726957475724415
smallsat00,1.0616737308916604,-1.81285403362535,953.8050076368338,956.3430043752994,0.0019590059952854432
smallsat00,1.0616737308916604,-1.81285403362535,86047.93825967549,86050.49454535484,0.4457870219186432
smallsat00,1.0616282476113532,-1.7272701556910186,955.156656648665,957.7306061396938,0.4805460819651377
smallsat00,1.0616282476113532,-1.7272701556910186,41586.47721853458,41589.038998262215,0.517313628614488
smallsat00,1.0616282476113532,-1.7272701556910186,86046.73309980555,86049.27085111522,0.045712876256721546
smallsat00,1.0662203659529828,-1.7346949783152203,959.0887608160866,961.6572864353019,0.4425407587692307
smallsat00,1.0662203659529828,-1.7346949783152203,86050.88465530038,86053.42237535171,0.0021706953361318717
smallsat00,1.0675168314279488,-1.7717449673028953,959.4226709115703,961.9708559148535,0.24431487230402885
smallsat00,1.0675168314279488,-1.7717449673028953,86052.31882626648,86054.85898570958,0.2192048397161804
smallsat00,1.068387576191769,-1.7411050665123116,960.8710659130863,963.4353157458219,0.40964066835381097
smallsat00,1.068387576191769,-1.7411050665123116,86052.85666277257,86055.39376218674,0.037414219354364175
smallsat00,1.069720414328347,-1.7875625896077476,961.2210687030652,963.7640206100107,0.15270788918914882
smallsat00,1.069720414328347,-1.7875625896077476,86054.58032117868,86057.12510665564,0.3061639584743069
smallsat00,1.0705937421794605,-1.8224060809951743,961.9057561818697,964.44414917905,0.055578463525151084
smallsat00,1.0705937421794605,-1.8224060809951743,86056.28966848868,86058.85105807536,0.4825181970876569
smallsat00,1.07349271661373,-1.7955861997917237,964.5762399901021,967.1176069159908,0.1062575836149459
smallsat00,1.07349271661373,-1.7955861997917237,86058.1620633787,86060.70971599728,0.345767258044006
smallsat00,1.075377113700524,-1.837589712449239,966.3348028960556,968.874283855514,0.142557260744088
smallsat00,1.076691084827888,-1.8011616017273413,967.4448181157213,969.9853370248037,0.07394047933365501
smallsat00,1.076691084827888,-1.8011616017273413,86061.1847871673,86063.73473134778,0.3717735827803576
smallsat00,1.0790829538479911,-1.7900875574366082,969.6883587516353,972.2313938268431,0.13915284201870037
smallsat00,1.0790829538479911,-1.7900875574366082,86063.09821597359,86065.64316559676,0.31163982646433863
smallsat00,1.0785003803969675,-1.8833193459801303,969.9633385787113,972.516183700917,0.3906093898916073
smallsat00,1.0804653942419107,-1.8340884772499835,970.9144987815866,973.4539017334107,0.11914310274863447
smallsat00,1.0804653942419107,-1.8340884772499835,86065.60036707131,86068.16831056982,0.5248676318302753
smallsat00,1.0828519400077947,-1.7820294769999052,973.1902691535944,975.7357683080455,0.18565535342862638
smallsat00,1.0828519400077947,-1.7820294769999052,86066.35630291779,86068.89949863001,0.2646010553334047
smallsat00,1.0837059819706727,-1.7958529035547202,973.8360969890632,976.3780739746446,0.10633275058362664
smallsat00,1.0837059819706727,-1.7958529035547202,86067.40124063216,86069.94892709293,0.33766050698371336
smallsat00,1.0858497000777279,-1.781290644220951,975.9182501382244,978.4641831689466,0.18994252671481227
smallsat00,1.0858497000777279,-1.781290644220951,86069.05614853243,86071.5992504997,0.2580610260964064
smallsat00,1.0873449411012037,-1.8107694996332304,977.0758663199615,979.615949120014,0.020876856417310862
smallsat00,1.0873449411012037,-1.8107694996332304,86071.06115359104,86073.61517510162,0.40933876402009106
smallsat00,1.0872884098867315,-1.7962165079977888,977.0824001925544,979.6246380003921,0.10488422739189697
smallsat00,1.0872884098867315,-1.7962165079977888,86070.64820023808,86073.19600206187,0.3361759538055536
smallsat00,1.0868542068754203,-1.7382601972848541,977.6983329643506,980.2648249385817,0.4172074462853598
smallsat00,1.0868542068754203,-1.7382601972848541,86069.58809423223,86072.12663853381,0.012461399533106387
smallsat00,1.0877324391017313,-1.8793196272932131,978.2066047976906,980.7574446305903,0.36135934462892016
smallsat00,1.0886299746695693,-1.8498765162240136,978.4721031271023,981.0140839308681,0.20340764620495858
smallsat00,1.0883889446998694,-1.7591328865154274,978.583005515009,981.1378989783229,0.3107636305449262
smallsat00,1.0883889446998694,-1.7591328865154274,86071.075759353,86073.61479575466,0.13236209624503295
smallsat00,1.0883603038468441,-1.7542675019728124,978.6607948357554,981.2181067620229,0.3362052387144188
smallsat00,1.0883603038468441,-1.7542675019728124,86071.01296287609,86073.55159850331,0.10462697222817753
smallsat00,1.0899704049883934,-1.8048677560340742,979.4705017897255,982.0114517228685,0.05577465964390765
smallsat00,1.0899704049883934,-1.8048677560340742,86073.27749089603,86075.82873859917,0.3775958299567997
smallsat00,1.0908839452254724,-1.8002824095699421,980.319018324645,982.8606680094371,0.082593076325689
smallsat00,1.0908839452254724,-1.8002824095699421,86073.99140618346,86076.54082780934,0.35359309353403723
smallsat00,1.0910908365550043,-1.777290995347203,980.7242117028518,983.2718028062211,0.21233822521355786
smallsat00,1.0910908365550043,-1.777290995347203,86073.73577025512,86076.27791196952,0.23206239031579912
smallsat00,1.091249975676201,-1.8641025378773877,981.0663587480548,983.6118597865639,0.27918845064964065
smallsat00,1.0953168546327352,-1.791744101789553,984.397641161829,986.941407816211,0.13169660989709517
smallsat00,1.0953168546327352,-1.791744101789553,86077.8135699977,86080.35980092299,0.3055835688974035
smallsat00,1.0974783750981603,-1.820707456753964,986.266657601777,988.8067281285336,0.033318928521074445
smallsat00,1.0974783750981603,-1.820707456753964,86080.50037987951,86083.05889651857,0.4460175710812696
smallsat00,1.097608332314264,-1.8930403761281336,987.4896074808257,990.0463698480911,0.41882502910847713
smallsat00,1.100673392280154,-1.838450473929738,989.2560489761372,991.7970028987874,0.13143934612909816
smallsat00,1.100673392280154,-1.838450473929738,86083.97926454416,86086.5478489556,0.5211896351231146
smallsat00,1.1033945874768156,-1.8515579838786784,991.862087630317,994.4050260725717,0.20169608281086127
