sat,lat,lon,rise_time,set_time,incidence_angle
smallsat00,0.3188989512888664,-1.7783565363088383,283.5140030350282,285.9983647518339,0.17228278821251675
smallsat00,0.34888403945068636,-1.764055186244949,310.445347922311,312.9288806123274,0.019991543644814938
smallsat00,0.35453984870494387,-1.7940893879719209,315.64075606704694,318.13475765074116,0.3177763511918663
smallsat00,0.41816165524948495,-1.7220536981693657,373.1277789562284,375.6514846573102,0.5038507611755537
smallsat00,0.41816165524948495,-1.7220536981693657,42168.080978455306,42170.56746060249,0.4811140543238012
smallsat00,0.41816165524948495,-1.7220536981693657,85465.88317971476,85468.3811777951,0.3297541376225622
smallsat00,0.4188790204786391,-1.7234264170793518,373.75338390559875,376.2752352916875,0.4920188325594782
smallsat00,0.4188790204786391,-1.7234264170793518,42167.41284215016,42169.90153164374,0.4936398609465926
smallsat00,0.4188790204786391,-1.7234264170793518,85466.5417370312,85469.04095354147,0.3431353693741774
smallsat00,0.4635835872332496,-1.73080301625632,413.94217711609724,416.46023926812785,0.44348150105507533
smallsat00,0.4635835872332496,-1.73080301625632,85506.83449283907,85509.33975681114,0.3800776514860607
smallsat00,0.51404212055925,-1.7636926115461393,459.0882346133503,461.58554534754563,0.1390239857032435
smallsat00,0.7193302255463606,-1.7745352426313514,644.1948822348456,646.7092968937457,0.14542141893063162
smallsat00,0.7686392501204119,-1.7357063093502876,689.4019544311585,691.9511789233942,0.47837131804648936
smallsat00,0.7686392501204119,-1.7357063093502876,85781.7333362542,85784.24949301014,0.18298496928690897
smallsat00,0.7759090875070367,-1.7522751388184912,695.6143009176814,698.1484094990523,0.35521212887617304
smallsat00,0.7759090875070367,-1.7522751388184912,85788.50427780193,85791.02779800947,0.3163696699814522
smallsat00,0.8291383833804545,-1.7703274632443036,743.4908382534908,746.0188698041123,0.22404906964962862
smallsat00,0.8291383833804545,-1.7703274632443036,85836.88316574428,85839.41852565264,0.4084094384381892
smallsat00,0.8295056006550734,-1.7755819165837732,743.7663966780175,746.2920498852843,0.18159418681671316
smallsat00,0.8295056006550734,-1.7755819165837732,85837.33985778662,85839.87917351561,0.4447777854978302
smallsat00,0.8297345878529351,-1.7802337426391137,743.9336083427138,746.4574884935623,0.14329738017464314
smallsat00,0.8297345878529351,-1.7802337426391137,85837.66757502587,85840.2107431994,0.47607525763278286
smallsat00,0.8299586881288912,-1.7699818531458242,744.2371218949758,746.7653887324293,0.22709019755794338
smallsat00,0.8299586881288912,-1.7699818531458242,85837.61549751957,85840.15060602584,0.4051991454781694
smallsat00,0.8308549146997902,-1.767271356817477,745.0824550183678,747.6122579554109,0.2490374797895812
smallsat00,0.8308549146997902,-1.767271356817477,85838.36463690558,85840.89805757269,0.3849525899255183
smallsat00,0.831048122647986,-1.7848674172702335,745.0912495952641,747.6137577256396,0.10522787641031008
smallsat00,0.831048122647986,-1.7848674172702335,85838.98230274154,85841.52960513317,0.5052422630480239
smallsat00,0.8343282944441841,-1.7857023827843876,748.0529408985822,750.5755548823788,0.09969798728954056
smallsat00,0.8343282944441841,-1.7857023827843876,85841.96483756232,85844.51272442784,0.5076896871959977
smallsat00,0.8368091054429689,-1.8579028142150387,751.0668786342875,753.6105229272221,0.4668742214070957
smallsat00,0.8368091054429689,-1.8579097955320465,751.067064633186,753.6107147874841,0.4669207787575721
smallsat00,0.8377772046724663,-1.857284845486785,751.9240078129808,754.4669328688615,0.4619793983885809
smallsat00,0.8743008721709105,-1.8491399872796725,784.6901624905759,787.2268179037791,0.37423678404403127
smallsat00,0.8853521573681985,-1.8301049901251094,794.3457797448925,796.8739929609649,0.2271278461557541
smallsat00,0.8948083338022107,-1.8651386874944182,803.5938876326614,806.141374610212,0.46168117397766134
smallsat00,0.8977628446132795,-1.7445111289074562,806.0993227618125,808.651674905319,0.4207111695785634
smallsat00,0.8977628446132795,-1.7445111289074562,85898.44795922472,85900.97404813972,0.161375838606291
smallsat00,0.9052804663938094,-1.8220146560038295,812.2717372417543,814.7990354606806,0.15155782516707744
smallsat00,0.9050927736860506,-1.7375068433665235,812.9270618570902,815.4862113557912,0.4646820173945636
smallsat00,0.9050927736860506,-1.7375068433665235,85905.02291139419,85907.54741555,0.10315922110432074
smallsat00,0.9061503035864187,-1.8182710992912268,813.0291496503295,815.5559369838019,0.12268231321374226
smallsat00,0.9055772072732343,-1.7392877075220885,813.3165190765269,815.8740609590243,0.4535511142998719
smallsat00,0.9055772072732343,-1.7392877075220885,85905.47200567125,85907.99767736331,0.11630121088966774
smallsat00,0.9175581246433039,-1.7506925091593672,823.8869061094312,826.4359232222267,0.3797172512936041
smallsat00,0.9175581246433039,-1.7506925091593672,85916.40496581039,85918.93356558222,0.19337856922765068
smallsat00,0.9187808499573739,-1.7584042988191815,824.8328792639783,827.376614109327,0.32809206974441824
smallsat00,0.9187808499573739,-1.7584042988191815,85917.60864485695,85920.13942478328,0.2482613758683044
smallsat00,0.923024897286278,-1.7660477762920734,828.5420935008445,831.0816335098166,0.2755914315581282
smallsat00,0.923024897286278,-1.7660477762920734,85921.5655623543,85924.09952830205,0.2984390914999713
smallsat00,0.9278182346373708,-1.7329365765471283,833.6566926195976,836.2216091122777,0.48915346751369126
smallsat00,0.9278182346373708,-1.7329365765471283,85925.55729293913,85928.08420018842,0.054726508061305607
smallsat00,0.9365326286859926,-1.8047087216326323,840.4663017265207,842.9951088420358,0.00460213935807499
smallsat00,0.9365326286859926,-1.8047087216326323,85934.74692413934,85937.30543593998,0.5268191607589203
smallsat00,0.9372152095031551,-1.7501654720851427,841.7108774515342,844.2618464201985,0.38249547140794554
smallsat00,0.9372152095031551,-1.7501654720851427,85934.17202230627,85936.70153393883,0.17586564192729714
smallsat00,0.9384116327053974,-1.8354136882977308,842.3720177932241,844.9042703061924,0.22531659316835131
smallsat00,0.9417458922551147,-1.7868868504812527,845.2515436770096,847.7840862892132,0.13041049119547762
smallsat00,0.9417458922551147,-1.7868868504812527,85938.92487551288,85941.47002193623,0.41798220238696554
smallsat00,0.941269679168708,-1.7328167073341014,845.8529375898937,848.4186982251058,0.4874579815949621
smallsat00,0.941269679168708,-1.7328167073341014,85937.72762875735,85940.25557588098,0.04636260993421112
smallsat00,0.9435588530156241,-1.7739199442568532,847.0275762275675,849.5650809830836,0.22336002826227733
smallsat00,0.9435588530156241,-1.7739199442568532,85940.26600182506,85942.80378963173,0.33409267133808307
smallsat00,0.9439686039641151,-1.851248920974735,847.6554438128653,850.1938665428137,0.32857404164687054
smallsat00,0.9437266315166184,-1.8696294196598005,847.8712373730609,850.4202140313907,0.444224162458797
smallsat00,0.9451073963944563,-1.7612393069363663,848.6314309315345,851.1756585726707,0.31013905336531383
smallsat00,0.9451073963944563,-1.7612393069363663,85941.44517851222,85943.97806789355,0.247549714442883
smallsat00,0.9451163150269343,-1.7421476563942837,849.0717558623109,851.6295211617157,0.43168716741350965
smallsat00,0.9451163150269343,-1.7421476563942837,85941.2509576398,85943.77975040888,0.11225614772034116
smallsat00,0.9457382805591742,-1.7549862460120762,849.3275393280451,851.8757917038517,0.3512359118452607
smallsat00,0.9457382805591742,-1.7549862460120762,85941.93248690007,85944.46346217088,0.20352486532461325
smallsat00,0.9491393862192437,-1.7916260651722409,851.9152571413703,854.4472699347789,0.09845639573757416
smallsat00,0.9491393862192437,-1.7916260651722409,85945.72563354409,85948.27352616879,0.43979796418428035
smallsat00,0.9494223739041618,-1.7746517957188,852.3297626686877,854.8674562136476,0.21955951257271025
smallsat00,0.9494223739041618,-1.7746517957188,85945.57829980634,85948.11650425645,0.3337749391532624
smallsat00,0.9497453470822436,-1.7832727797458559,852.5266556822882,855.0610588358063,0.15863628887402986
smallsat00,0.9497453470822436,-1.7832727797458559,85946.05925570431,85948.60207287653,0.3883853315452369
smallsat00,0.9518987343133529,-1.7844221837780496,854.4666148470629,857.000874942097,0.15123384634639378
smallsat00,0.9518987343133529,-1.7844221837780496,85948.0317139932,85950.5750489185,0.39357128571242966
smallsat00,0.9520057229965002,-1.7777274498332498,854.6321831132055,857.1688268158192,0.19823139683952892
smallsat00,0.9520057229965002,-1.7777274498332498,85947.97603501042,85950.51575769323,0.35135860302791516
smallsat00,0.9519884442369054,-1.7739289152492093,854.6639220468319,857.2021623772176,0.22461718953729934
smallsat00,0.9519884442369054,-1.7739289152492093,85947.88240756492,85950.42030879406,0.3268669814272363
smallsat00,0.9519335187253458,-1.8430299909941683,854.7071865802815,857.2424292714288,0.2672155829031905
smallsat00,0.9522114624087266,-1.7708728786355517,854.9085505299347,857.4482191138925,0.24571158788908137
smallsat00,0.9522114624087266,-1.7708728786355517,85948.02559377778,85950.56215401102,0.3066740837724984
smallsat00,0.9541454093929833,-1.7651746753337632,856.7508998280093,859.2936807642081,0.284346402815359
smallsat00,0.9541454093929833,-1.7651746753337632,85949.67549673881,85952.20989825517,0.26715080836810084
smallsat00,0.953947052723494,-1.7500197545458935,856.8780558794003,859.4303728376034,0.3823626110766335
smallsat00,0.953947052723494,-1.7500197545458935,85949.30246232577,85951.8328721176,0.16267418325965272
smallsat00,0.9547997158762633,-1.8777379226585933,858.1011481816254,860.6554407670133,0.4809600615003922
smallsat00,0.9555838748558924,-1.8638843717208877,858.4280735432642,860.973165052498,0.39852658800439905
smallsat00,0.9571326102209418,-1.8000567559509522,859.1189758698829,861.6501259104024,0.04077328643215396
smallsat00,0.9571326102209418,-1.8000567559509522,85953.18420445279,85955.73768576207,0.4811476019295443
smallsat00,0.9586820088111072,-1.8157060237961564,860.5361393136324,863.0664735535905,0.07127766693130057
smallsat00,0.9587941985754259,-1.798079228095272,860.629059699195,863.1605712737521,0.05560902667917837
