lat [deg],lon [deg],start time [s],duration [s],severity
42.286673000000064,-72.34087699999998,0,1000,0.9381831777666916,2
60.28555000000006,-114.83081599999997,0,1000,4.075081986514325,2
30.393211000000065,-97.90571299999999,0,1000,5.334397883922069,2
46.20913800000005,-77.75670899999994,0,1000,4.659335039016322,2
50.92836200000005,-95.66760399999998,0,1000,0.18884047617158228,2
-16.306082999999944,-55.91456199999993,10,1000,2.0794470831147214,2
64.15350000000007,28.303622000000075,10,1000,5.331753120974094,2
24.099571000000026,68.79983500000003,10,1000,5.861947660652039,2
42.48541700000004,77.42708300000004,20,1000,2.6892311037985728,2
60.115185000000054,-76.19802399999998,20,1000,9.024302385934044,2
50.78532900000005,-76.43645799999996,20,1000,8.992771903299756,2
50.96765700000003,-76.58961199999999,20,1000,1.655808265480444,2
29.920584000000076,-95.13277799999997,20,1000,7.755729591615,2
52.42417100000006,67.50254900000004,40,1000,9.078560685239978,2
44.98794700000008,38.474909000000025,40,1000,3.9310372243056477,2
54.81916000000007,-124.96452499999998,50,1000,7.432124370377315,2
62.00936000000007,-123.22187499999995,50,1000,0.9559515591924039,2
27.475281000000052,116.72235200000011,50,1000,4.529942091003364,2
46.115447000000074,-93.65481199999994,70,1000,6.994411170259332,2
32.67279000000008,46.05312500000008,70,1000,5.030544294174239,2
51.614321000000075,-94.71281899999997,70,1000,9.236407519194627,2
59.919062000000054,-98.64672299999995,70,1000,9.599771047247902,2
40.76860400000004,73.06485000000004,70,1000,0.38503212283349075,2
61.46865200000008,24.077371000000028,80,1000,2.199227391346137,2
54.57554900000008,78.79895800000008,80,1000,6.286866530028274,2
29.327083000000073,-107.82708299999996,90,1000,9.734055214964258,2
62.53658600000006,-106.56562499999995,90,1000,7.2457791935094775,2
58.26514400000008,67.82670600000006,90,1000,9.357452407677053,2
68.26286600000003,36.27857700000004,90,1000,2.69404002256461,2
61.46433900000005,-105.16874199999995,100,1000,2.5927861228836404,2
61.23876400000006,-104.72448899999995,100,1000,3.2543590367969335,2
70.54812000000004,-152.90216599999997,110,1000,8.440047761032034,2
40.78224700000004,108.69783900000004,110,1000,6.606957453366985,2
64.09979600000008,28.98703800000004,110,1000,8.774544135204277,2
32.68428400000005,73.51113000000004,110,1000,3.800494955491401,2
47.08958300000006,57.80208300000004,120,1000,9.566961536280253,2
32.561788000000035,119.46140400000002,130,1000,5.29761202096804,2
-33.71041699999995,-61.43541699999997,130,1000,5.227500779775416,2
42.768751000000066,141.40119600000003,130,1000,9.040084412444417,2
-2.896934999999928,-79.82590499999998,130,1000,9.550211640719628,2
42.05629400000004,61.05168200000003,130,1000,5.815097142573677,2
50.147917000000064,-90.30729199999996,140,1000,2.2744247033169374,2
47.57303100000007,-68.64378899999997,140,1000,3.1009055751405192,2
67.30039500000004,-105.73785699999996,140,1000,8.398667742857969,2
44.48853200000008,-78.22702499999997,140,1000,1.1810016344933516,2
9.84367700000007,76.96880400000003,140,1000,6.146387839740985,2
55.00260300000008,-106.31410399999999,150,1000,4.8927710089689675,2
56.94501000000008,-101.01461099999995,160,1000,2.0728172034074688,2
66.77164600000003,14.140625000000057,160,1000,5.229252867525024,2
22.915761000000032,-106.06834499999997,170,1000,2.0384914092864834,2
33.87708300000003,87.03958300000005,170,1000,9.548743781777333,2
64.98137400000007,-111.92715999999996,170,1000,4.531110842080074,2
66.28368100000006,29.003125000000068,180,1000,1.0976697252394108,2
64.65997100000004,-121.48580199999998,180,1000,0.5200831058890354,2
-51.11350199999998,-73.10624999999999,180,1000,1.4092223198344256,2
-48.36610499999995,-72.95809299999996,190,1000,1.7007375641430755,2
50.657279000000074,-70.52877599999994,190,1000,0.7100279498768503,2
52.11259800000005,136.68299500000012,190,1000,2.535414354742971,2
33.82294600000006,-96.57348699999994,190,1000,7.58475615761933,2
59.73219100000006,-99.32187499999998,190,1000,9.31971134304019,2
-26.82708299999996,137.45208300000002,190,1000,3.3297046905422425,2
45.891129000000035,-91.07187499999998,190,1000,3.8578758895665066,2
65.85741700000005,13.794422000000054,200,1000,9.033181688610984,2
26.561383000000035,-99.16770799999995,200,1000,3.0169394966608576,2
47.49791700000003,20.519179000000065,200,1000,3.9458033719073082,2
25.92453000000006,75.45868600000006,200,1000,0.24199478116127326,2
56.98153000000008,13.985568000000058,210,1000,6.761099301121516,2
53.043750000000045,79.13125000000008,210,1000,0.5923806622940953,2
37.70625000000007,45.37291700000003,220,1000,2.4107553210214894,2
38.91041700000005,-5.4104169999999385,220,1000,8.76748450861578,2
34.29867000000007,-114.13872499999997,220,1000,2.8327048869486617,2
60.01958300000007,-75.58020799999997,230,1000,3.8385985621301733,2
56.626134000000036,-68.37571499999996,230,1000,7.758593475249761,2
39.83029600000003,79.00883800000008,230,1000,2.1097257499345967,2
63.58837900000003,119.007292,230,1000,4.735206603598464,2
62.36313700000005,-94.82291699999996,250,1000,9.13411827747773,2
35.62394500000005,-84.78020799999996,250,1000,0.4347770831855424,2
30.525861000000077,84.00923000000006,250,1000,2.6548782333563246,2
18.075560000000053,-92.23145399999999,250,1000,9.878456161102905,2
-7.260441999999955,110.83539200000007,250,1000,0.4642224608695811,2
33.74561500000004,79.02808800000008,260,1000,7.079366664120457,2
38.55185600000004,21.448304000000064,270,1000,2.1692065552121873,2
45.49091800000008,53.55782100000005,270,1000,3.771780395457011,2
-26.233590999999933,-57.443479999999965,280,1000,2.6655939861879983,2
34.85617300000007,-92.48969399999999,280,1000,0.1571282867352064,2
57.29543000000007,14.311862000000076,280,1000,4.122190053453468,2
53.556250000000034,-60.206249999999955,290,1000,3.155822422414131,2
52.52708300000006,-104.97291699999994,290,1000,2.361273097201586,2
66.57708300000007,-161.21874999999997,300,1000,4.088071889237707,2
-0.881294999999966,37.58534700000007,300,1000,7.5357173195950065,2
40.80294900000007,-122.76068699999996,300,1000,3.3220737879318096,2
35.51484500000004,-76.06944899999996,310,1000,0.5577256800538288,2
46.66597400000006,-80.67220899999995,310,1000,5.563499666023329,2
66.21458300000006,-49.850889999999936,310,1000,6.439124843376124,2
60.829424000000074,-103.86888499999998,320,1000,0.5031651170460016,2
-38.67708299999998,-64.17291699999998,320,1000,4.3190517796974035,2
44.90625000000006,59.71458300000006,330,1000,1.5940922890691323,2
61.82689900000008,-102.56446199999999,330,1000,8.678971829507026,2
60.85747500000008,-101.98660299999995,340,1000,1.9483076712615521,2
58.94310900000005,-100.36979199999996,340,1000,2.5416289806461725,2
54.980878000000075,-102.38928799999996,340,1000,1.8591176662342124,2
-21.59791699999994,145.8604170000001,350,1000,2.77655956716079,2
67.52446300000008,-70.88229199999995,350,1000,7.957835219786352,2
66.94984400000004,88.28543000000008,360,1000,8.400222541559298,2
66.88430200000005,34.87395800000007,360,1000,1.5357939167890589,2
63.106250000000045,-98.41562499999998,360,1000,5.7697058429289,2
60.331800000000044,-70.13710899999995,370,1000,0.9491833534290994,2
67.95654300000007,-125.78229199999998,380,1000,9.818849976142044,2
58.67462800000004,-109.18669799999998,380,1000,4.509814174976396,2
