lat [deg],lon [deg],start time [s],duration [s],severity
54.79738700000007,-65.27297899999996,50,6000,3.518164330856509,0
55.60570100000007,27.106250000000045,90,6000,5.403587539591736,0
40.92998800000004,-113.307527,110,6000,5.8216391442899695,0
-3.6422549999999774,-62.661613999999986,110,6000,8.462337977360718,0
45.99275700000004,-86.29016699999994,160,6000,9.666246511652597,0
68.46090400000003,153.33115800000007,210,6000,6.889217402456948,0
-30.158855999999957,122.53974700000003,230,6000,0.4184723618073305,0
46.18818700000003,33.76458300000007,230,6000,4.662246102151121,0
29.45244400000007,-101.05214299999994,250,6000,1.037039359098929,0
28.97001800000004,90.57947600000006,260,6000,2.914553095856547,0
36.80149200000005,-107.60948099999996,340,6000,8.60738124596294,0
-8.757416999999975,26.069792000000064,390,6000,5.442951652935479,0
63.90008800000004,65.91562500000003,400,6000,9.940564538462969,0
30.952083000000073,87.53541700000005,400,6000,7.7515571050885645,0
63.697438000000034,-112.02304099999998,400,6000,7.580611787832411,0
47.287149000000056,-79.46197499999994,410,6000,4.834016271434559,0
63.23140900000004,27.219727000000034,410,6000,2.591161601051346,0
9.019717000000071,-74.76963399999994,430,6000,4.58725337963286,0
69.13958300000007,70.06041700000003,430,6000,4.5361728150626766,0
51.19906000000003,-93.79544499999997,470,6000,3.0797808169197216,0
16.99791700000003,-89.83124999999995,510,6000,8.88828854785307,0
59.96479300000004,9.99808100000007,520,6000,1.4973895583727204,0
62.69780500000007,65.33123500000005,520,6000,9.719022773454151,0
59.599259000000075,-133.81360999999998,610,6000,4.664667148232048,0
65.25335300000006,-114.43811099999999,650,6000,8.389906514698762,0
42.768751000000066,141.40119600000003,660,6000,3.4897999974378626,0
61.16420900000003,-101.51350899999994,680,6000,7.570599176755395,0
16.573078000000066,79.30953500000004,710,6000,5.900892028912207,0
56.67610700000006,14.130440000000021,710,6000,2.5653941833924874,0
58.64100700000006,-111.38540199999994,730,6000,7.490936570570272,0
71.41997800000007,-113.95937499999997,730,6000,6.998180713659926,0
33.74561500000004,79.02808800000008,810,6000,8.297293074304179,0
14.488236000000029,79.30464200000006,820,6000,1.819834548461876,0
64.13735200000008,29.46922100000006,820,6000,2.3033183689762007,0
68.63891000000007,-111.38124999999997,830,6000,7.074187325424781,0
37.68958300000003,-93.76874999999995,840,6000,5.066707846287964,0
59.773236000000054,-98.87700499999994,860,6000,5.740849443324257,0
-36.01650999999998,-70.55731399999996,870,6000,2.345002547604378,0
50.985592000000054,72.11892000000006,870,6000,3.2507128577082356,0
73.84427100000005,103.86875000000003,870,6000,7.207862305723535,0
56.54862500000007,14.764601000000027,900,6000,5.422295686214169,0
31.114473000000032,118.84384100000011,910,6000,8.223986405583375,0
33.24086700000004,-79.99902299999997,930,6000,4.16376058845273,0
54.79738700000007,-65.27297899999996,930,6000,6.872569795089837,0
66.73726800000003,-86.98437499999994,940,6000,3.8060413884312707,0
50.93375100000003,-90.25451399999997,940,6000,8.089149032950854,0
38.26411200000007,57.87715900000006,940,6000,2.0219572106121495,0
33.43541700000003,89.87291700000009,990,6000,4.601743048924186,0
-34.04374299999995,141.27709700000003,1000,6000,9.627416394719221,0
65.96449400000006,-99.34367699999996,1030,6000,8.559279329019056,0
69.24067600000006,70.73645800000008,1030,6000,8.242426936537706,0
66.63954500000006,-112.23656499999998,1050,6000,5.577924028616252,0
50.44005700000008,-80.15277299999997,1060,6000,6.648949334174405,0
61.06478800000008,-162.70229799999998,1100,6000,1.4376455655221632,0
55.14558200000005,-98.44986099999994,1170,6000,6.180904053052936,0
62.34767800000003,-119.57593499999996,1200,6000,9.970487603097052,0
64.25920400000007,66.03663500000005,1220,6000,7.742835280645174,0
49.87703800000003,136.57939700000009,1230,6000,9.744514283831226,0
48.69798100000003,85.53548000000006,1250,6000,0.8856087050676842,0
41.90517200000005,15.678547000000037,1250,6000,3.6771249207560466,0
48.562861000000055,88.70898200000005,1250,6000,8.170673344937697,0
67.52390400000007,18.169458000000077,1280,6000,1.8612289026128992,0
65.68731700000006,122.09571400000004,1300,6000,2.1056033705734247,0
69.75952800000005,-108.664583,1330,6000,0.7626193511402768,0
-14.768211999999949,35.27650700000004,1340,6000,0.12095461378909711,0
48.90925400000003,-91.54125599999998,1340,6000,0.3449243198683083,0
62.970687000000055,-117.88541699999996,1360,6000,7.998656100267219,0
53.51536500000003,-88.08573299999995,1490,6000,0.11340292923409545,0
24.19034800000003,81.28843400000005,1540,6000,4.426378495435489,0
49.51962100000003,-93.91727599999996,1540,6000,7.533923794889244,0
38.06458200000003,-102.93958499999997,1590,6000,4.107615974433614,0
53.23464300000006,-126.11567999999994,1600,6000,0.1744285142197488,0
48.44066900000007,-91.31760499999996,1600,6000,0.7336064993718605,0
63.70156100000008,-98.19717099999997,1610,6000,4.354134074659669,0
30.43555200000003,117.13885300000004,1660,6000,7.9074900138155355,0
62.64516200000003,25.51129100000003,1670,6000,8.855095140412896,0
68.34508500000004,155.12390900000003,1730,6000,6.065528574462817,0
35.52708300000006,93.41041700000005,1750,6000,3.1028560363484035,0
36.58504100000005,128.7749100000001,1820,6000,9.298120944218873,0
30.910052000000064,89.77871000000005,1840,6000,3.5974602994481018,0
55.861654000000044,34.88368600000007,1840,6000,4.089808308171627,0
45.00981000000007,-79.61297799999994,1870,6000,2.7992947118235167,0
65.13245600000005,-117.81354199999998,1890,6000,4.000191419312547,0
46.577135000000055,81.22945100000004,1900,6000,9.662569011741445,0
55.26768800000008,113.09633800000006,1920,6000,8.5008171731274,0
65.53314600000004,-112.57708299999996,1940,6000,6.125185607954871,0
54.613793000000044,61.60206000000005,1940,6000,3.157278504833323,0
69.35213200000004,160.11463000000003,1950,6000,3.4395105273933266,0
69.03443200000004,151.69270800000004,1950,6000,1.7208398516254009,0
53.50640800000008,12.64950200000004,2010,6000,7.385037000974731,0
59.76068400000008,-102.41436299999998,2060,6000,0.580465506957426,0
-4.811954999999955,103.91989500000005,2110,6000,3.0761753272326633,0
59.53900500000003,-159.69328199999998,2170,6000,5.458041422506392,0
53.89489400000008,-91.19412799999998,2230,6000,0.3447571563792129,0
71.93229200000007,149.34270800000002,2260,6000,8.825580279165353,0
53.66083400000008,-70.04374999999999,2280,6000,0.08852813690274242,0
64.58529400000003,-113.03387999999995,2310,6000,8.048958538891682,0
64.89142200000003,28.896875000000023,2390,6000,5.035291912949321,0
1.149231000000043,111.87812500000007,2400,6000,2.9307871519592874,0
54.92843300000004,-104.03229199999998,2410,6000,5.668371094875148,0
60.87384600000007,-164.08947999999998,2410,6000,8.411825311662959,0
