lat,lon,time
31.972897,75.949034,4680.876922100015
63.034291,112.477083,5355.1018398
66.438377,130.144971,5547.0234664000145
65.299923,130.246875,5553.609881400007
69.966403,158.074717,5746.120524100024
69.898902,157.692708,5753.140467599997
69.884209,158.305185,5760.777923400019
69.874906,158.577083,5768.2187730999885
69.827083,157.45625,5776.099531499995
69.709452,157.048958,5783.250941000006
69.707245,158.688542,5789.3879965
69.679965,158.226308,5795.126105300005
69.677001,158.885397,5801.622528200005
69.675951,157.030449,5807.906266600003
69.61038,156.947929,5816.830344100026
69.349129,158.68587,5829.244654700005
69.285407,159.010423,5846.44584319999
69.23036,158.973958,5852.369237399989
69.195722,159.014583,5861.010198400027
69.191752,159.115625,5871.821041700014
69.178074,158.788542,5877.5329027000225
69.162995,159.220488,5883.61476529999
69.151639,158.894026,5890.237554500027
69.13344,158.835417,5902.309613199986
69.080169,158.669985,5919.827838599986
68.98125,159.30625,5938.664666500017
68.846282,156.291319,5966.671948400017
68.633227,155.902083,5978.187000900016
68.619962,156.990625,5984.766431700018
68.556101,156.219792,5992.8741487000025
68.531952,156.495256,5999.507290600013
68.345085,155.123909,6042.56264149999
68.32586,155.393861,6050.022942300029
68.321955,155.134375,6058.090058100015
68.250166,156.303125,6082.41034370003
68.19879,155.596875,6097.0266817000265
68.121782,155.832292,6123.931802600009
68.114583,154.99375,6138.739389400007
68.081154,155.156257,6154.492530200014
67.999113,156.767447,6182.29900639999
67.97537,155.107738,6189.822719699987
67.970664,154.986459,6199.914372400008
67.965679,154.790625,6214.71639360002
67.932292,155.410417,6223.0251899999985
67.919735,154.655208,6231.384868099985
67.918195,154.389572,6239.8042368999995
67.916346,155.120221,6250.840269399987
67.866562,154.942708,6265.01565399999
67.781392,155.518831,6301.694023100026
67.755901,155.276518,6318.36556950002
67.723741,154.175602,6327.584086900015
67.708011,154.808953,6340.673850800022
67.694121,154.877618,6349.869669999998
65.810603,151.235366,6367.269307000015
71.011534,179.561616,6410.586837500023
67.504004,179.777005,6426.469967599996
67.448645,168.511931,6436.136579899994
67.328186,168.190786,6445.213166400026
67.298821,169.267708,6458.258234499999
-30.622355,25.507035,9715.271176400029
-7.914583,32.202083,10092.2286944
35.002083,50.952083,10943.352334600013
41.197917,56.064583,11062.387886800025
44.90625,59.714583,11152.364702600016
46.169322,61.639631,11170.898898099995
45.847917,57.685417,11180.47538220003
45.510417,56.697917,11197.636930299996
61.275296,79.412847,11491.174355900012
67.412752,103.657799,11733.400218399993
66.024747,111.236719,11743.10772050003
65.531231,105.077074,11753.320682000003
-1.385495,9.101042,16457.231648900008
-1.898009,9.302383,16466.23852480002
38.619668,31.227083,17238.03342780002
38.514583,31.41875,17248.862213300024
37.844133,30.868814,17260.18002280002
37.74375,30.189583,17287.721946700003
47.61046,42.110453,17427.33586260001
68.055208,71.169792,17832.58017000003
67.93125,71.385417,17844.154053500006
69.835409,71.185412,17885.381948300026
69.673958,71.203125,17922.457889499994
69.51538,70.800752,17933.934259600028
69.374067,71.569792,17945.674722700005
69.240676,70.736458,17962.423427800015
69.23466,70.249257,17972.20663090002
69.218593,72.308436,17982.783235900024
68.934539,72.225109,17992.79932290001
