-112.30359999999996,69.92861500000004,[31927.22040957],[20242.98210976]
-73.3296,44.51466,[18925.29568337],[7822.55967782]
88.32758,68.28186,[25049.84858927],[18057.6379776]
-49.096386999999936,-18.407775999999956,[21111.87353674],[18141.27433505]
-64.97354199999995,51.898442000000045,[36173.64054762],[18577.5422855]
31.306479999999997,68.60744,[21899.58712576],[13386.88609242]
102.38205,0.88688,[22043.34452054],[8567.10682102]
123.25356999999998,67.27734,[28153.82992458],[16258.1862587]
-94.86575399999998,54.36458300000004,[32924.63696852],[15884.48740388]
-98.04773,53.87617,[30706.12997499],[17056.97039646]
-164.08947999999998,60.87384600000007,[26206.08029908],[14743.74529298]
-52.62222,-1.56545,[20621.77984713],[0.]
-94.82823,29.408679999999997,[21558.17130713],[17287.11216426]
-100.45207,55.82624,[32162.43527669],[21109.3695847]
-97.02045499999997,64.78576400000003,[27928.92315128],[15434.84905925]
-105.08552899999995,61.90610700000008,[36129.91101479],[21181.85792794]
-106.30208199999998,57.70624900000008,[32381.09469819],[17894.42797271]
37.86458300000004,6.297917000000041,[23750.07622563],[7303.52570888]
-98.54879999999997,51.113856000000055,[24954.18406862],[20557.11336621]
18.17777900000004,-2.7154319999999643,[28445.08029007],[13618.03066599]
-93.56654699999996,31.17468200000007,[24059.62637487],[16617.93357434]
-93.33922899999999,69.38521800000007,[31376.32064408],[15821.5212421]
92.21998,22.99944,[32426.15903183],[16802.67103555]
17.70575,-0.56428,[21060.9520859],[9129.71672398]
-64.95325099999997,52.66361800000004,[29670.35699762],[16956.92185931]
-67.74895799999996,54.824554000000035,[28576.56802221],[16743.27782066]
-95.00076,49.07895,[28097.42481918],[15122.60599422]
-49.50562,-4.39333,[16311.08392235],[4224.60725512]
16.33629,-2.04521,[21261.09452885],[12279.77210682]
-115.31354199999998,48.41143200000005,[33759.88299122],[23735.08348283]
38.52884999999999,59.67085,[27687.74113259],[20219.65225659]
-118.21132,63.41316,[30222.34942223],[19056.34869397]
-52.958684999999946,-22.471581999999955,[22977.69073357],[16430.64115016]
-98.74506,24.0,[19295.70463393],[14659.69558685]
31.92603,22.59803,[14690.23645972],[2748.41152503]
94.66237,27.28377,[24780.13871032],[6746.82859556]
-72.97918,46.13831,[23462.98520747],[12762.55297504]
-67.31878899999998,-20.577417999999966,[59437.08336071],[14667.96872462]
95.40395,23.49607,[24562.0781039],[19096.51612618]
-87.99905999999999,50.75512000000003,[36136.39606694],[18118.7494199]
-51.23889,-1.77764,[35059.88461906],[12213.32708482]
-54.27773,-2.40447,[18895.10139376],[5605.63497584]
-105.35746699999999,55.093386000000066,[25383.03570987],[14906.1618734]
-97.28564,61.32026,[35585.27144472],[21305.35800309]
-54.88128,4.86391,[27362.847438],[8367.33845269]
-96.26611399999996,18.000207000000046,[30848.97798402],[19051.11855677]
-103.02235099999996,54.93486100000007,[26666.56757546],[18690.18338236]
113.68202,73.34971,[20091.17653708],[10758.69002092]
-99.39070099999998,61.089927000000046,[35031.59642796],[21202.15396243]
-68.98124999999999,-24.58541699999995,[29478.11402093],[7150.7413443]
-104.17925999999994,51.91858800000005,[26949.45411274],[17066.61003156]
-93.22538,54.78352,[29392.7702116],[16081.92102232]
-54.96609999999999,-2.16292,[18804.42608246],[8077.93059167]
-13.02423,8.58065,[29483.08734864],[18735.28894276]
-69.76979199999994,49.35481200000004,[38132.35969543],[16856.40937838]
123.42128,67.05766,[25360.30931574],[16361.06493693]
-82.94305199999997,42.347969000000035,[26342.365707],[16220.18227034]
-75.22482599999995,51.483475000000055,[26639.14427018],[23546.46837743]
-77.66995299999996,50.33408700000007,[28319.16642892],[13926.49648717]
0.1815,7.782870000000001,[16125.81842045],[1863.30986188]
-57.942884999999926,-31.27149799999995,[24684.63487915],[15135.82676572]
78.00023,71.16094,[24177.73291551],[13747.81716457]
-69.18128099999996,56.56811900000008,[26086.98242129],[15154.84322648]
-70.06494,51.79258,[38288.0641363],[18522.56850367]
83.01637,70.93958,[20564.82701412],[13167.96561169]
-71.46072199999998,43.55298200000004,[26598.15939121],[18451.60461425]
-93.90522,31.8701,[27016.35651445],[24392.9915813]
121.35122,31.56902,[28282.79847068],[18113.92640234]
-79.20216699999997,70.81453000000005,[28338.40648198],[15280.54054872]
-92.47569399999998,47.95902600000005,[27402.25952665],[17852.90096988]
104.90646,-2.3700199999999993,[33348.18753403],[21029.80397014]
-75.79818099999994,61.01068500000008,[27401.38984227],[18030.25858688]
-93.74042,31.50524,[22701.5482748],[18135.8204412]
69.75557999999998,66.78514,[29038.3297543],[16838.60139547]
-105.68118099999998,69.19402700000006,[24454.64222392],[12415.87555639]
8.28259,4.828599999999999,[30648.65020518],[12088.39680364]
-94.85093,49.4022,[29009.98000676],[15679.08967004]
-111.48522799999995,36.93963500000007,[21131.30935531],[17328.98382871]
31.032851000000047,59.952780000000075,[23884.16501518],[15770.32661773]
-51.35148,-0.48502,[36121.29217578],[18498.47916799]
90.4268,30.642619999999997,[22581.9000499],[13211.43236939]
-56.77957999999995,48.16599300000007,[37983.92022353],[16898.35944639]
-102.89479199999994,62.09177900000003,[33932.5042279],[15126.5321962]
