POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 1.0
Mission Duration [Days] is 1.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,-59.94,83.337
1,0,-59.878,83.325
2,0,-59.816,83.312
3,0,-59.755,83.299
4,0,-59.693,83.287
5,0,-59.632,83.274
6,0,-59.57,83.261
7,0,-59.508,83.249
8,0,-59.447,83.236
9,0,-59.385,83.224
10,0,-59.324,83.211
11,0,-59.262,83.199
12,0,-59.2,83.186
13,0,-59.139,83.174
14,0,-59.077,83.162
15,0,-59.016,83.149
16,0,-58.954,83.137
17,0,-58.892,83.125
18,0,-58.831,83.113
19,0,-58.769,83.1
20,0,-58.708,83.088
21,0,-58.646,83.076
22,0,-58.584,83.064
23,0,-58.523,83.052
24,0,-58.461,83.04
25,0,-58.4,83.028
26,0,-58.338,83.016
27,0,-58.276,83.004
28,0,-58.215,82.992
29,0,-58.153,82.98
30,0,-58.091,82.968
31,0,-58.03,82.956
32,0,-57.968,82.944
33,0,-57.907,82.932
34,0,-57.845,82.921
35,0,-57.783,82.909
36,0,-57.722,82.897
37,0,-57.66,82.885
38,0,-57.599,82.874
39,0,-57.537,82.862
40,0,-57.475,82.85
41,0,-57.414,82.839
42,0,-57.352,82.827
43,0,-57.29,82.816
44,0,-57.229,82.804
45,0,-57.167,82.793
46,0,-57.106,82.781
47,0,-57.044,82.77
48,0,-56.982,82.758
49,0,-56.921,82.747
50,0,-56.859,82.735
51,0,-56.798,82.724
52,0,-56.736,82.713
53,0,-56.674,82.701
54,0,-56.613,82.69
55,0,-56.551,82.679
56,0,-56.489,82.667
57,0,-56.428,82.656
58,0,-56.366,82.645
59,0,-56.304,82.634
60,0,-56.243,82.623
61,0,-56.181,82.612
62,0,-56.12,82.6
63,0,-56.058,82.589
64,0,-55.996,82.578
65,0,-55.935,82.567
66,0,-55.873,82.556
67,0,-55.811,82.545
68,0,-55.75,82.534
69,0,-55.688,82.523
70,0,-55.627,82.512
71,0,-55.565,82.501
72,0,-55.503,82.49
73,0,-55.442,82.479
74,0,-55.38,82.469
75,0,-55.318,82.458
76,0,-55.257,82.447
77,0,-55.195,82.436
78,0,-55.133,82.425
79,0,-55.072,82.415
80,0,-55.01,82.404
81,0,-54.949,82.393
82,0,-54.887,82.382
83,0,-54.825,82.372
84,0,-54.764,82.361
85,0,-54.702,82.35
86,0,-54.64,82.34
87,0,-54.579,82.329
88,0,-54.517,82.319
89,0,-54.455,82.308
90,0,-54.394,82.298
91,0,-54.332,82.287
92,0,-54.271,82.277
93,0,-54.209,82.266
94,0,-54.147,82.256
95,0,-54.086,82.245
96,0,-54.024,82.235
97,0,-53.962,82.224
98,0,-53.901,82.214
99,0,-53.839,82.204
100,0,-53.777,82.193
101,0,-53.716,82.183
102,0,-53.654,82.173
103,0,-53.592,82.162
104,0,-53.531,82.152
105,0,-53.469,82.142
106,0,-53.407,82.131
107,0,-53.346,82.121
108,0,-53.284,82.111
109,0,-53.222,82.101
110,0,-53.161,82.091
111,0,-53.099,82.08
112,0,-53.038,82.07
