lat,lon,time
21.39416667,-157.749361,12475.834438299898
22.21072222,-159.4759444,12488.249212399933
21.4973611,-157.9807222,12500.733917599973
29.9511111,-92.1563611,44568.23165049991
29.51745517,-95.178544,44580.970796399924
32.52096964,-87.8800143,44656.66852909999
40.1257222,-85.9675556,44728.460511699996
39.75366128,-89.5656507,44741.19027839988
39.2811561,-86.762228,44754.10038549999
41.88836638,-87.6075518,44766.66443760005
38.3097222,-88.9883333,44779.443612199975
44.9305688,-84.69225229,44840.73387249991
47.8686089,-98.3578795,50609.99407500003
65.00930348,-147.2007725,67996.92725099994
41.12875,-76.3034722,74571.15933999994
42.34944444,-75.9991667,74584.15591089998
42.29805556,-75.90888889,74597.4050105
39.96586667,-75.2964972,74610.5154642999
42.3433333,-77.34388889,74623.63322789987
48.0333506,-106.0005722,80049.77369449989
47.5069021,-111.3141412,80062.5581233
34.40701667,-96.5399306,80350.34577249989
36.13059444,-94.5609806,80362.73394090004
29.43025,-91.3338889,80442.78808759991
29.68083333,-91.4705556,80455.74504100005
29.4742722,-90.0066056,80468.95362239993
42.42888889,-124.4122222,85866.75972409995
44.1305472,-122.2435889,85879.80449449987
21.5523611,-158.0655833,97664.22443079992
22.17583333,-159.5984722,97677.0060195
33.98555556,-88.5511111,129851.11777009988
34.88064458,-86.48054629,129864.79873190001
38.01645276,-85.30773099,129922.47011620001
38.26590376,-85.7688518,129935.21440749991
38.5364381,-89.3817481,129948.23599699994
38.65870475,-85.144789,129962.77291819989
37.73805556,-88.50138889,129977.15380419994
37.48560237,-87.1363854,129991.17084110003
37.82284205,-85.7477377,130004.26907149995
41.96388889,-87.98388889,130017.02024980004
38.1886111,-89.8888889,130031.25404229996
43.09294444,-77.6808333,130045.53303819994
43.11502778,-76.4386111,159701.83331159988
42.64791667,-73.846,159714.71474720002
40.04591376,-78.5289068,159765.43974409997
42.06438889,-78.1629444,159778.1747407
41.2748611,-76.3778611,159790.98928469993
42.03630556,-78.3423611,159803.71572989988
40.02623889,-75.227925,159816.25381859994
39.2185833,-96.7100278,165478.52989639997
39.18474167,-96.6108417,165491.75201479992
36.3575,-92.1125,165548.89195279992
36.03175654,-94.9107885,165562.09543389996
44.722,-122.251,171056.9261376999
38.0922222,-88.1561111,215114.74821659995
38.37194444,-88.2330556,215128.74152999994
41.31055556,-71.8583333,244994.0565154
42.77277778,-71.0830556,245006.72688189987
42.81564687,-70.87283057,245019.2000842999
41.39482097,-71.96062898,245031.51458629983
42.0497222,-70.1822222,245044.32826999982
42.7048333,-71.15313889,245057.38978929986
41.6001611,-70.4661167,245069.8659335001
35.93916667,-92.1141667,250739.83842259986
35.2675,-91.6397222,250752.9048411001
34.0475,-94.4127778,250765.59793419985
47.3534111,-122.2084556,256247.88752749993
47.3788611,-122.2688056,256260.33315189998
42.1781813,-123.0030974,256333.28613019985
40.58283738,-82.9887969,300351.3883315998
40.38555556,-78.6758333,300363.8566341
40.6203379,-82.3243284,300376.373078
38.84396959,-82.139589,300389.4685501
40.89444444,-79.47638889,300402.46072709997
40.64728794,-80.3886754,300415.7623145998
40.4881361,-79.9173333,300429.46300479997
40.61293889,-79.71951389,300442.4364670998
40.4875,-79.915,300455.9097496
40.2575,-80.1866667,300469.627429
39.2206139,-84.4468864,300482.7241905001
41.1254972,-78.7638861,300495.59005160007
41.52444444,-81.5141667,300508.6305962999
40.3839627,-78.7194644,300521.86370669986
41.80716667,-80.0632778,300534.4614907
39.68777778,-84.2308333,300547.2915778999
42.0817221,-79.8503286,300560.2468756999
39.5250703,-82.0709775,300573.0901268998
41.38916667,-81.8355556,300586.3831699
39.58339358,-84.030211,300599.98817919986
40.97888889,-81.78,300612.78804600006
40.63589367,-82.2393259,300625.3948018999
39.82638889,-79.9208333,300637.9176596998
39.50090375,-82.0851448,300651.1813349
39.9974111,-79.9589417,300664.65175669984
39.2161111,-84.7027778,300677.7481243
41.9625,-78.63638889,300691.32236910006
39.4825605,-84.0643779,300704.0452876001
40.81780278,-79.53051389,300717.24882950005
40.14805556,-79.8922222,300730.61646399985
40.53609167,-79.8171,300743.70888199995
39.98840049,-82.0804166,300756.4915709998
40.06618445,-79.9111593,300770.1006899999
41.42533907,-78.72697208,300782.9522234999
40.43944444,-80.0108333,300795.69267719996
39.02395294,-84.1499346,300808.53427190013
40.9548861,-79.5471806,300821.3576479
38.41341549,-82.500434,300834.25955819985
38.11769287,-83.5318816,300847.4798649
39.94506415,-82.9410138,300860.6092039001
39.6206174,-83.2129682,300873.3324518998
39.0435753,-84.4197764,300886.3669997998
39.951449,-83.7540936,300899.4312980998
38.72913196,-82.9968686,300912.54414479993
40.8939083,-79.478625,300925.4689382
40.7378353,-82.36321869,300938.9242109999
39.7284397,-79.9109193,300951.9020030999
39.2681306,-81.5637358,300965.2074622998
41.0497845,-78.8178092,300978.19393799984
39.27339134,-84.4110524,300991.26188619994
39.2845023,-84.4327198,301004.5374636
