lat,lon,time
-3.318749999999966,37.697917000000075,853171.4999930118
33.335417000000064,-115.83541699999995,1142821.4394960087
35.957242000000065,51.09092400000003,1297981.3131280243
49.177786000000026,37.47359600000004,1391870.1455480186
-50.23035199999998,-71.97799699999996,1451631.7552430264
-30.26719399999996,-62.72207599999996,1561171.3255010254
40.30658100000005,50.01565400000004,1611050.0416290015
62.61416100000008,111.06067800000005,1893051.2172600138
-32.32002699999998,18.36192200000005,1998682.2413180198
9.866081000000065,4.612749000000065,2016444.1977630195
32.321458000000064,65.12016400000005,2102621.935875999
38.80684700000006,38.760894000000064,2140402.438438003
-45.66288399999996,-68.69546899999995,2179194.4244980114
56.39615700000007,9.365625000000023,2208424.826622999
54.796688000000074,90.86562500000008,2270651.8882560194
-40.191175999999984,-69.98928699999993,2319932.9419160206
60.79504200000008,-163.48424799999998,2336731.062425999
63.44375000000008,-97.12291699999997,2490211.491880007
46.162153000000046,-100.64101799999997,2511622.2003459986
-33.49195899999995,-53.07478999999995,2539220.6996120224
