lat,lon,time
42.42888889,-124.4122222,27629.790781000338
48.905,-116.4019444,53647.97001500119
30.17647778,-97.5869167,118983.32761799975
29.92105823,-95.840229,119398.90261999972
21.39416667,-157.749361,221282.82644499996
21.5523611,-158.0655833,221617.51814500167
21.4973611,-157.9807222,221965.84264300327
38.01645276,-85.30773099,435721.5864259997
41.88836638,-87.6075518,436065.51901700004
44.19563889,-89.4174722,611409.2788240013
44.8875,-88.4722222,611789.9610280001
41.12875,-76.3034722,617520.4542030043
47.8686089,-98.3578795,735208.903054001
35.41007829,-86.0697088,793475.2204690012
41.31055556,-71.8583333,1024946.3678329994
45.2073611,-118.0205,1212342.8355450016
33.2531111,-81.16125,1280391.2005520032
33.24428056,-79.9913028,1280806.3750500004
