POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 1.0
Mission Duration [Days] is 1.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,52.342,224.803
1,0,52.298,224.862
2,0,52.254,224.921
3,0,52.211,224.98
4,0,52.167,225.038
5,0,52.123,225.097
6,0,52.079,225.155
7,0,52.036,225.214
8,0,51.992,225.272
9,0,51.948,225.33
10,0,51.904,225.388
11,0,51.86,225.446
12,0,51.816,225.503
13,0,51.772,225.561
14,0,51.728,225.618
15,0,51.684,225.676
16,0,51.64,225.733
17,0,51.596,225.79
18,0,51.551,225.847
19,0,51.507,225.904
20,0,51.463,225.961
21,0,51.419,226.017
22,0,51.374,226.074
23,0,51.33,226.13
24,0,51.286,226.186
25,0,51.241,226.242
26,0,51.197,226.298
27,0,51.152,226.354
28,0,51.108,226.41
29,0,51.063,226.466
30,0,51.019,226.521
31,0,50.974,226.577
32,0,50.929,226.632
33,0,50.885,226.687
34,0,50.84,226.743
35,0,50.795,226.798
36,0,50.751,226.852
37,0,50.706,226.907
38,0,50.661,226.962
39,0,50.616,227.016
40,0,50.571,227.071
41,0,50.527,227.125
42,0,50.482,227.179
43,0,50.437,227.233
44,0,50.392,227.287
45,0,50.347,227.341
46,0,50.302,227.395
47,0,50.257,227.449
48,0,50.212,227.502
49,0,50.166,227.556
50,0,50.121,227.609
51,0,50.076,227.662
52,0,50.031,227.715
53,0,49.986,227.768
54,0,49.94,227.821
55,0,49.895,227.874
56,0,49.85,227.927
57,0,49.804,227.979
58,0,49.759,228.032
59,0,49.714,228.084
60,0,49.668,228.136
61,0,49.623,228.189
62,0,49.577,228.241
63,0,49.532,228.293
64,0,49.486,228.344
65,0,49.441,228.396
66,0,49.395,228.448
67,0,49.35,228.499
68,0,49.304,228.551
69,0,49.258,228.602
70,0,49.213,228.653
71,0,49.167,228.704
72,0,49.121,228.755
73,0,49.075,228.806
74,0,49.029,228.857
75,0,48.984,228.908
76,0,48.938,228.958
77,0,48.892,229.009
78,0,48.846,229.059
79,0,48.8,229.11
80,0,48.754,229.16
81,0,48.708,229.21
82,0,48.662,229.26
83,0,48.616,229.31
84,0,48.57,229.36
85,0,48.524,229.409
86,0,48.478,229.459
87,0,48.432,229.509
88,0,48.386,229.558
89,0,48.339,229.607
90,0,48.293,229.657
91,0,48.247,229.706
92,0,48.201,229.755
93,0,48.154,229.804
94,0,48.108,229.852
95,0,48.062,229.901
96,0,48.015,229.95
97,0,47.969,229.998
98,0,47.923,230.047
99,0,47.876,230.095
100,0,47.83,230.143
101,0,47.783,230.192
102,0,47.737,230.24
103,0,47.69,230.288
104,0,47.644,230.336
105,0,47.597,230.383
106,0,47.551,230.431
107,0,47.504,230.479
108,0,47.457,230.526
109,0,47.411,230.574
110,0,47.364,230.621
111,0,47.317,230.668
112,0,47.271,230.715
113,0,47.224,230.763
114,0,47.177,230.81
115,0,47.13,230.856
116,0,47.083,230.903
117,0,47.037,230.95
118,0,46.99,230.997
119,0,46.943,231.043
120,0,46.896,231.09
121,0,46.849,231.136
122,0,46.802,231.182
123,0,46.755,231.228
124,0,46.708,231.274
125,0,46.661,231.32
126,0,46.614,231.366
127,0,46.567,231.412
128,0,46.52,231.458
129,0,46.473,231.504
