lat,lon,mean,sd,pop,floodpercent
47.61046,42.110453,26087.41145,13678.74057,6813.06,0.661803098744713
46.78125,33.372917,30682.47061,18015.81476,27537.801,0.949932350893505
46.335417,60.952083,27268.36296,4800.180229,22101.801,0.08382119203452
46.152083,81.672917,27377.23511,19312.35846,572.888,0.072990683489479
46.147371,34.80493,27235.30948,13887.05664,960.144,0.565016860957257
45.400347,54.024442,30507.39807,11620.89767,15.977,0.728691447409801
45.053456,132.842228,25589.68271,14363.63362,238.52,0.747718378086574
43.92173,77.103595,32401.72083,19904.83587,4732.02,0.33362499543
42.485417,77.427083,25717.5385,13421.82432,275.468,0.194077568943612
41.889583,57.452083,25587.79655,18167.22125,1682.32,0.030948294675909
40.868651,67.796971,24305.94446,16805.83157,761.671,0.407435920205899
40.552472,44.990916,29837.35951,17221.00828,192.012,0.347215988556854
38.710417,33.427083,22622.68761,14111.22607,757.734,0.373406423605047
38.64375,42.947917,19082.70408,10044.43163,932.937,0.294180502765812
37.70625,45.372917,28473.98826,17276.22957,5250.79,0.863552910159342
36.922917,100.197917,32184.89183,20231.4131,91.523,0.735933655058034
33.689627,43.460376,36164.97169,19322.60316,1202.7,0.173486421001144
33.08953,118.726991,24785.14047,15339.72875,94338.602,0.083847281872295
32.697244,43.892708,25177.59951,17133.50649,649.777,0.508081854670309
31.777083,89.047917,21233.78477,14193.99893,22.385,0.003911836654879
31.110144,120.543741,25330.57686,15528.46164,14938.2,0.768270031432621
30.714583,90.65625,33195.04595,17880.80662,11.668,0.032471138401888
29.847917,62.20625,26804.66445,19013.31868,158.874,0.425511118141003
29.751804,116.221063,29008.11506,13988.0078,41489.398,0.074516785913147
23.96728,32.886458,31581.60651,19327.77012,150160,0.078381744329818
12.533721,104.397128,19671.59498,13204.75815,3943.82,0.713115510181524
11.573725,37.407008,29662.7425,16182.65006,2741.61,0.673723080544733
9.866081,4.612749,30887.85081,16831.55903,49125.898,0.509039473137818
6.302627,0.060347,37274.60527,19182.56387,23320.4,0.362889782176353
6.297917,37.864583,28351.67579,17239.23251,5567.29,0.295722827431746
3.372917,36.14375,19715.57,14084.52453,11985.4,0.802360919420607
2.761442,31.410473,19735.74911,13946.67708,70337.797,0.028742236667313
2.433957,99.147011,34142.22142,9606.377113,235.531,0.113263474428095
1.613382,32.349026,24277.59069,19889.44012,56473.199,0.674464323208667
-0.140928,29.602017,32308.9255,17674.81486,4786.27,0.594115917920135
-2.48862,28.892849,32128.25753,16468.13896,2772.15,0.647218131809495
-2.715432,18.177779,26542.9846,16663.85655,522.312,0.707536177593283
-3.59375,35.114583,29531.49524,17400.61862,3000.34,0.042936924728565
-7.914583,32.202083,25168.23199,15437.84176,2594.48,0.595912999357097
-8.491502,28.878979,24739.69979,16861.60034,5086.93,0.054259108495899
-8.944101,29.444653,32353.76253,18711.73316,150.026,0.049485169467516
-11.430955,29.8145,32888.43063,18970.47776,293.181,0.204193583340384
-15.297917,35.714583,23871.30197,14001.72777,1420.29,0.012654876685701
-15.586301,32.704318,33872.59536,19555.62782,18582.801,0.455607405747287
-16.522917,28.760417,29653.99499,8416.744621,6548.45,0.469379802583717
-20.938467,25.633917,27394.26553,17665.3921,1653.31,0.825742925866507
-20.939583,25.952083,22371.48905,15530.1419,1949.05,0.954161674366333
-28.427083,137.20625,33806.22194,19153.81401,16.219,0.706751241232269
-30.747917,139.727083,29567.76554,19593.52972,0.353,0.019242099137046
-31.252083,137.860417,34779.08841,20879.28572,4.293,0.395611860672943
-31.685417,136.08125,32279.24268,20843.35974,0.123,0.890431324369274
74.541049,106.983011,40657.81837,24517.40905,0.03,0.667038131621666
74.179261,106.480208,26260.61815,13993.92551,0.015,0.819966247188859
72.990448,100.881354,33252.07239,19067.61076,0.016,0.567137283622287
72.770748,84.051043,25269.35486,19262.52818,0.098,0.127785188262351
72.543179,141.607813,30548.07804,18987.79614,0.056,0.137166236410849
72.278997,99.178125,16175.02463,8787.940859,0.019,0.228623722563498
72.011712,149.355728,25251.05647,15045.31937,0.008,0.679296001442708
71.6439,143.364497,27943.994,17148.30364,0.011,0.850602510035969
71.318889,79.085344,30202.18272,17426.86218,0.337,0.462627083878033
71.149074,79.496875,29817.80518,18003.01636,0.557,0.268106539850123
70.968908,147.172851,26995.71446,16469.64808,0.051,0.298328667297028
70.473958,159.105208,20030.11717,12060.04373,0.065,0.60901006788481
70.158713,70.361979,23637.90059,14786.68956,0.561,0.734466514200904
70.137597,70.297917,30824.78977,18122.28724,0.789,0.656061638263054
70.070488,158.983938,21182.81114,15278.58295,0.039,0.27060120634269
70.055412,88.031173,21710.3251,9239.205201,163.328,0.52139689552132
69.990547,146.842536,24276.9107,18168.77145,0.034,0.91392059403006
69.513687,69.271875,19196.80529,12889.81219,0.144,0.653974100598134
69.425291,89.370486,36002.58307,21253.9646,0.274,0.729337884229608
69.419629,160.177439,19470.86666,10101.40562,0.004,0.777443168335594
69.360298,159.981262,27150.49437,16553.5164,0.046,0.511880441452377
69.307451,89.572917,25198.84447,19144.27651,0.17,0.402383246342652
69.20821,146.735243,27782.7197,16488.96622,0.017,0.436795302550308
69.114583,154.302083,15584.16699,7307.881996,1.886,0.710850814939477
69.068236,90.90245,30469.92015,14617.11219,0.095,0.003726834082045
68.82156,35.569444,21335.91742,17076.73331,2.163,0.073258922784589
68.810417,89.56875,28502.06169,15931.05861,0.111,0.742201609653421
68.69375,52.91875,27938.06832,16113.0711,0.047,0.372094503720291
68.685376,153.935377,23021.25795,17369.40648,1.539,0.833200959605165
68.607334,31.742708,27681.10707,17002.85915,34.598,0.047176951193251
68.460904,153.331158,21761.28508,13581.85123,1.338,0.103139142855071
68.433557,19.850636,28614.56015,19005.85571,1.77,0.261497752857395
68.413625,151.615625,23967.51514,13287.80938,0.163,0.402583429007791
68.355892,89.30677,29767.18592,18304.33323,0.483,0.257699925103225
68.329043,102.427257,22053.62754,12863.55984,0.026,0.922463947325014
68.235332,155.064564,23228.44042,16892.34964,0.09,0.262163860606961
68.203759,19.988298,33192.89404,18110.02244,9.731,0.107535918126814
68.112253,26.688237,21086.91173,16012.10292,0.685,0.264016802771948
68.055208,71.169792,29039.24787,18197.37667,0.923,0.731732874293812
67.986335,35.19254,28509.62418,20116.65514,0.306,0.881163750658743
67.950124,52.95573,30412.95301,17910.72158,0.098,0.399255480035208
67.93125,71.385417,18982.47498,10869.71959,0.254,0.596125129726715
67.823355,27.735396,22321.10464,12437.42149,3.142,0.826185881975107
67.778235,91.86875,22477.59612,11007.59801,0.683,0.600482265581377
67.54897,34.309375,31396.61401,21078.4431,7.444,0.850845235981979
67.523904,18.169458,26460.92017,13453.05354,3.881,0.195005097077228
67.445757,172.171875,21421.46296,15508.11201,0.006,0.357573818531819
67.417005,16.5192,24814.67139,17037.2755,0.693,0.292851507780142
67.215569,92.790625,31849.46938,19494.99962,0.042,0.490970561862923
67.080212,33.189583,20366.62682,13086.89499,24.367,0.148923611850478
66.958163,19.806813,31381.07614,17255.15225,6.18,0.141864618402906
66.949844,88.28543,36884.65042,19084.21592,1.875,0.874195763492025
66.833702,85.496427,27331.80511,18273.01708,0.01,0.79810522578191
66.782405,32.328125,29215.54812,20467.83331,23.767,0.602098027593456
66.739589,19.197651,29174.26004,18027.11683,1.416,0.963563796482049
66.644858,31.346651,25793.73166,18914.56418,14.569,0.223929416271858
66.603924,95.132919,22973.91576,15662.00991,0.085,0.172418328118511
66.455731,94.153619,17000.30542,12289.94516,0.071,0.584859518450685
66.423236,27.344334,24136.64372,18900.23583,32.177,0.522602222277783
66.325985,32.015625,33961.46076,18116.43181,0.709,0.067756980541162
66.283681,29.003125,24278.53925,15890.35658,2.248,0.149017742951401
66.073353,17.856397,31750.02725,13075.19928,0.811,0.108106480562128
65.977054,27.164583,29152.52479,17978.26255,0.47,0.189871534355916
65.927944,65.297917,26600.93848,14591.54956,1.271,0.293329060194083
65.894918,31.396615,50028.64048,16119.00281,11.891,0.343660573358648
65.877132,17.993707,21744.96369,14903.00917,1.2,0.710747343138792
65.874373,29.940452,34736.32146,16853.71663,2.212,0.397759727318771
65.857417,13.794422,29978.17963,14529.09692,1.624,0.231056461692788
65.836368,32.926042,24663.40782,15178.34628,0.748,0.924096493166871
65.766562,33.921875,30039.19907,18816.11384,2.159,0.854116156348027
65.750487,65.982962,20685.75524,11094.68515,1.757,0.329358464456163
65.655361,64.623958,31608.98625,19556.11668,325.124,0.425837559509091
65.59066,18.163188,24489.17666,19046.21674,1.569,0.141166841960512
65.384319,32.738542,32227.43644,19868.04133,18.008,0.898747949744575
65.111875,17.029769,16571.93294,9897.838631,5.325,0.522421522182412
65.092828,31.063542,25428.26727,16127.79074,18.951,0.132391138584353
64.974353,65.712058,28268.59506,17068.64961,10.64,0.73804463504348
64.891422,28.896875,32252.97895,21638.28176,5.242,0.645526280277409
64.862403,31.960417,32210.47218,20920.93822,22.793,0.228416677680798
64.661838,16.538267,24568.60304,14914.13577,3.597,0.112559988046996
64.660542,65.727092,27049.08358,15491.17615,1.098,0.395946817356162
64.601053,174.728125,31261.07773,18167.05807,0.309,0.159606838249601
64.539583,26.823958,24830.65521,17568.65071,69.824,0.352243866189383
64.45625,32.05625,32026.69796,15710.60051,6.968,0.745872180326842
64.377155,66.12707,28572.81545,16833.01674,3.597,0.051968005369417
64.137716,15.905113,23065.99788,12749.55369,0.849,0.396499600377865
64.099796,28.987038,29321.99248,17793.85722,11.686,0.749126903829165
64.082765,11.631329,24596.42557,16245.62338,4.519,0.141920210444368
63.900088,65.915625,26208.28009,15304.63744,23241.199,0.820775291998871
63.896801,33.313583,28479.84729,16749.65206,2.714,0.436099135666154
63.837923,15.596837,27131.07168,16220.26341,4.59,0.740729448036291
63.772282,13.066937,28558.50275,19316.06509,1.202,0.654699360369705
63.64324,25.953595,31881.44277,16118.41852,0.884,0.359334757202305
63.614639,31.147902,25834.36926,13137.87024,2.036,0.779556061257608
63.552173,125.443755,30998.79033,17322.67106,0.22,0.990645585930906
63.405399,13.367863,32855.48948,19668.27009,2.013,0.267811649595387
63.380108,33.955307,27793.85272,11913.79753,7.105,0.970491063897498
63.304385,14.466914,29577.74501,18332.41605,58.639,0.714365012827329
63.263175,23.622441,22268.68216,12100.81189,12.639,0.06871122692246
63.231409,27.219727,31533.05293,19476.58787,49.957,0.033476898330264
63.173518,25.994792,25775.83474,22562.17828,4.922,0.653454458690248
63.171821,38.051042,23152.39405,18884.84153,2.496,0.614124669809826
62.978611,25.255768,29772.5543,14856.40488,5.019,0.162224537343718
62.977586,26.685454,30688.70079,18876.32984,11.721,0.681036370922811
62.825155,29.48232,17912.81499,12470.75056,4.491,0.019890866125934
62.807968,30.52929,20074.10712,15011.06459,4.884,0.5914228054462
62.803703,30.1773,22040.84097,11500.39356,41.797,0.380589905777015
62.757872,26.548958,18063.23609,11891.90772,34.72,0.909762872732244
62.697805,65.331235,30008.3566,18295.74446,2.706,0.497693005367182
62.652963,29.244792,22155.89501,12807.38406,11.688,0.549962003831752
62.615682,26.357036,28816.96657,17112.93299,92.607,0.965892362757586
62.60029,33.850521,30778.89272,17356.48867,14.831,0.908681786502712
62.539468,28.797997,29620.25283,17180.76366,11.066,0.044142242171802
62.305376,65.792708,24945.67296,13130.29337,11.027,0.45088789507281
62.22821,36.76875,30448.92434,20957.73447,1.842,0.279974671662785
62.211541,34.277083,22716.11018,13417.0676,2.149,0.905386341619305
62.055299,150.409359,25764.21052,18076.92773,10.2,0.652648778515868
62.041091,24.612782,28825.30036,18840.65658,7.611,0.196580971474759
62.021181,29.899706,29618.97794,12081.65359,8.684,0.381504678050987
61.959176,24.107945,17218.86958,5855.013659,46.849,0.302399888751097
61.933077,11.878742,21900.50832,14299.035,3.982,0.212049849447794
61.916255,26.949513,28354.93613,15114.71088,19.697,0.520121551235206
61.894617,30.953527,32208.2971,18475.49833,44.123,0.234157299506478
61.852192,33.193758,33763.12219,17254.49305,3.496,0.02681084361393
61.735416,73.414583,20758.50693,14042.28705,0.478,0.573769708280452
61.721546,26.552083,24372.00648,15423.14573,7.077,0.903741063899361
61.673706,26.689583,27577.90462,12761.47715,12.854,0.82761751615908
61.659068,67.221537,21148.6639,12155.69867,13.018,0.135712927323766
61.511393,23.690654,15156.31198,8107.050764,209.829,0.727956129121594
61.463482,38.928358,23872.48451,11596.36462,30.04,0.93995146418456
61.460263,23.527042,27960.77583,17672.74691,234.446,0.256945276982151
61.43033,26.696477,24688.1705,14355.6365,43.235,0.053698017843999
61.42014,24.144544,24853.73653,16383.60591,24.095,0.139098037383519
61.328138,23.752221,27462.59084,17943.05161,211.446,0.066019767778926
61.277911,24.036458,25037.90198,14185.54424,84.96,0.427114735706709
61.275296,79.412847,25182.49179,18287.18303,0.248,0.96770096977707
61.252184,74.785489,31774.50867,19445.2551,125.33,0.073940263944678
61.175405,25.518304,31063.38776,18257.72612,25.23,0.239009367884137
61.086147,26.177338,29758.35142,17177.87523,355.791,0.179591643041931
61.047823,22.156567,19660.75531,11151.20729,1.959,0.777325153700076
60.946677,72.653262,32556.70324,19015.04889,14.85,0.850774687365629
60.770968,69.492062,14378.48611,6515.05914,6.823,0.834861363400705
60.764501,38.931325,29118.93166,19942.45042,18.132,0.92375744797755
60.72866,14.997056,32315.35367,19958.94035,37.129,0.645564369740896
60.629874,69.569733,26501.26964,16575.20942,206.581,0.363170206663199
60.398879,11.228125,29235.7855,15249.82632,184.775,0.459836851223372
60.235567,10.372895,24527.67803,15811.10746,35.634,0.069044653442688
60.033235,63.269792,34195.81581,18870.47365,12.899,0.730522536556236
59.964793,9.998081,35746.92937,13928.79724,91.932,0.639243472949602
59.516493,39.795991,22527.14459,12374.84065,57.716,0.528109688428231
59.513625,66.242657,26453.34365,16327.67322,85.489,0.311877480125986
59.351505,28.189583,31547.97229,5159.814757,872.445,0.117089942214079
59.319236,11.901149,30364.76714,18678.81975,24.749,0.659802645561285
59.271633,16.292324,19043.49418,10764.36248,192.338,0.53537656867411
59.236494,38.489583,25745.09431,19404.03757,60.592,0.168989563244395
58.976343,14.115699,24144.54348,17640.969,67.541,0.641879043192603
58.455806,31.281179,28391.38923,15925.49163,745.26,0.13870563020464
58.377082,26.135416,30595.52753,16735.66836,60.713,0.163684821105562
58.113587,15.04375,28521.48246,18811.82406,31.146,0.195745129487477
57.567845,70.676806,25423.32488,11091.83579,0.414,0.370787528925575
57.525812,38.29682,24333.31398,13232.86744,1818.58,0.469075217028149
57.128368,33.173958,21968.25249,12295.42809,14.423,0.896033711847849
56.794314,54.085518,21963.16278,14549.89218,3283.17,0.018455342273228
56.765575,13.65625,26439.94812,17098.2073,19.974,0.73922318930272
56.733899,37.121562,31759.56989,18335.10285,1002.45,0.156860645976849
56.204578,71.971875,28649.97705,16568.30618,46.09,0.044268450583331
56.086141,65.929397,28807.65114,17390.85423,1780.28,0.991691030678339
56.003417,8.131737,23651.04043,16577.25446,134.299,0.427815939649008
55.703992,52.279041,26759.63437,16383.01265,9802.94,0.477113152039237
55.509317,79.966368,23073.18275,15407.90691,2.231,0.443926710286178
55.377083,60.489583,24774.28991,19619.34939,178.051,0.307778430520557
55.267688,113.096338,28583.6273,18760.55643,1.921,0.996374305919744
54.972917,78.564583,23839.56162,12167.35565,13.052,0.476653116871603
54.750646,-6.46875,24616.77774,14804.4568,467.514,0.141195675707422
54.717303,160.359592,26066.41903,17593.7678,3.291,0.194739490863867
54.601277,77.780208,28084.60489,18052.60063,76.443,0.677742305560969
53.885417,72.135417,20483.62102,14668.62158,21.82,0.088300944888033
53.860417,70.63125,32359.83264,19152.34156,14.432,0.362872867262922
53.827083,72.960417,23795.55977,12753.18787,11.05,0.814861585968174
53.685712,21.773049,30164.79615,10181.51048,89.446,0.574899593251757
53.506408,12.649502,29993.11371,17541.36782,39.475,0.854840783518739
53.434713,-7.956872,29112.01728,15955.23249,124.814,0.742547054425813
53.422917,73.785417,24280.89695,18386.98632,5.742,0.279303440242074
53.389996,139.965352,32070.79767,19229.42034,0.897,0.624816290452145
53.342263,139.838677,23036.26818,14594.34159,10.185,0.287501006969251
53.314583,73.339583,21157.00552,12403.73989,189.086,0.871383984689601
53.311489,-9.076042,23681.60042,16650.99327,94.538,0.823754321201704
53.280651,77.923982,33004.94982,20480.5635,110.493,0.251845351769589
52.997917,79.535417,25121.1563,17489.85365,107.514,0.267396033392288
52.920941,64.971062,30004.36235,17616.89236,36.913,0.760799975250848
52.864583,74.110417,24743.45621,19082.57781,131.865,0.421066250069998
52.825779,91.367186,30708.38755,11701.65996,334.965,0.183227505418472
52.762213,-8.477214,37601.33196,13278.4726,336.474,0.931322550750338
52.697917,79.789583,29073.08634,8220.400019,17.155,0.250774172716774
52.643599,111.572322,27475.61226,14899.36101,0.482,0.516565045458265
52.500474,81.295245,21041.42505,12969.95747,25.177,0.198960283887573
52.183943,140.113542,32969.29212,16020.76778,5.822,0.242213942925446
52.112598,136.682995,25521.14212,16286.77915,0.132,0.05723103589844
51.788155,87.2533,32549.32144,19192.78648,13.436,0.898541949572973
51.700915,4.139583,40925.51931,11072.06666,7.493,0.20848883211147
51.685578,140.219147,29273.45368,17503.25083,2.478,0.64081424952019
51.67374,58.623958,20205.46882,9701.467299,817.961,0.314457911881618
51.63044,3.901042,18424.17342,9479.809511,7.132,0.845899069565348
51.372619,136.522543,30871.23429,15090.61288,6.005,0.014155699755065
51.106972,106.33117,33668.32717,17486.68662,5.184,0.817975065554492
50.74375,60.89375,23680.71421,17699.62842,9.704,0.035059609566815
50.586833,30.523958,26246.37382,15800.41501,12166.3,0.079849972040393
50.490379,51.615766,27934.37741,13078.42645,7.218,0.306850783876143
50.400315,81.070488,33782.20655,11930.35866,1206.26,0.530955835129134
50.332201,64.135494,21479.43128,14358.23789,1.541,0.263527244911529
50.325391,137.116004,30276.39713,12271.56275,1.656,0.831147231976502
50.147917,91.022917,24677.42708,15255.92434,2.807,0.562138936133124
50.027083,115.535417,21115.15533,12902.93006,17.209,0.559533959603868
49.877038,136.579397,29910.60478,20749.43713,41.975,0.815899597131647
49.83125,75.272917,24409.09776,20807.27088,9.405,0.733417533454485
49.812149,49.93505,30937.85488,18006.33109,58.131,0.887425168300979
49.770453,31.475568,21713.50233,13715.02196,18375.9,0.019112453679554
49.41505,90.646875,26039.26445,8148.064083,10.496,0.926172809791751
49.202083,99.085417,22616.98023,15678.17278,1.55,0.493320053792559
49.1679,48.129572,18027.43691,9748.437193,0.58,0.059814218780957
49.147917,46.685417,26325.13518,16815.35789,44.025,0.426203366951086
49.08973,117.795151,21544.80469,11012.56418,3.979,0.627250162768178
49.014046,48.796493,29129.66089,17802.54652,15.302,0.303252487559803
48.925328,93.35625,25788.56711,16955.8766,182.649,0.647228369140066
48.814583,97.285417,29206.16473,18431.58049,2.01,0.979729968006723
48.697981,85.53548,30478.57201,18039.9645,1.074,0.036845864378847
48.55625,34.542612,22731.58621,12469.14853,23059.5,0.937021137098782
48.460417,51.922917,28667.76813,10245.27608,0.732,0.835451602586545
48.397917,47.572917,26594.73854,20307.21538,30.982,0.932018183288164
48.21335,93.408849,30042.17408,18844.5807,137.976,0.088837048155256
48.197917,46.897917,33885.11546,20519.93216,10.303,0.376302203047089
48.147917,63.297917,24009.52687,8814.447855,142.477,0.784825691138394
47.971534,93.264308,21385.50783,13934.31997,2.478,0.117996948421933
47.955557,117.809359,27490.46837,10736.15592,2.9,0.622436324018054
47.869966,35.089583,30758.8804,19121.33638,25966,0.214889636612497
47.671437,16.801183,26426.99382,19046.75274,129.906,0.252830887562595
47.656955,8.862084,31463.38127,18481.26589,1655.72,0.641189568093978
47.497917,20.519179,29492.14329,17018.21814,5964.58,0.610508412006311
47.277083,87.285417,19546.85628,12592.11723,160.532,0.5246135200141
47.141573,53.101042,25380.03864,17207.17926,54.1,0.477405769168399
47.110417,40.777173,23505.88255,14239.15258,1383.8,0.668189906864427
47.052589,8.311357,24911.78042,16497.06837,204.69,0.808617063681595
47.002083,7.01875,23554.85113,14708.25111,351.089,0.158126759226434
46.997266,87.365871,23546.78894,15504.41021,19.518,0.250708318897523
46.911659,18.044567,31843.73955,18722.32897,375.386,0.075439775711857
46.735428,124.285426,20928.5098,13845.04494,41.038,0.989900976535864
46.657123,31.177007,23562.04961,16247.95578,169.01,0.944866748177446
46.577135,81.229451,30206.82568,14688.91847,50.701,0.870120147359557
46.552367,41.853125,28876.60033,17496.21257,620.827,0.917634483310394
46.547842,30.681172,28846.71521,11853.08245,83.417,0.120510721695609
46.524197,124.259864,25103.10884,18700.66639,3145.94,0.097189492662437
46.460404,81.338743,39131.89679,21051.88172,55.847,0.804063664167188
46.443997,35.435162,21821.84164,13529.77773,283.346,0.278286127257161
46.259469,38.288569,19479.43283,11922.09924,651.7,0.754273179802112
46.205924,6.149862,28062.96769,14971.265,1137.97,0.783577808993869
46.169322,61.639631,18234.66972,14599.29195,0.416,0.786488112877123
46.135417,68.635417,30595.03847,15509.7023,7.569,0.321759514627047
46.116364,34.037776,35271.44611,17967.86157,40.566,0.610708842403255
46.077673,30.467847,28030.85573,15678.6187,7186.81,0.712730291648768
46.014673,34.40203,29045.22254,22453.70515,188.77,0.929323034943081
45.981242,34.556249,34271.46018,20002.87838,204.486,0.251159882056527
45.913915,38.143899,26638.0055,17546.2847,251.827,0.883635404170491
45.885417,56.210417,16082.03793,9405.231275,1.599,0.824521170579828
45.864583,66.322917,27096.70743,14711.01584,19.675,0.81428880232852
45.847917,57.685417,28530.38369,17614.88699,2.695,0.965440702275373
45.820366,30.13391,24061.43507,15696.09115,86.63,0.251739533967338
45.810417,85.96875,28194.97819,16729.86734,4659.71,0.212862160173245
45.791443,9.429321,31453.41959,9910.391957,559.382,0.980682349647395
45.673459,8.682202,25418.5649,13165.04261,855.09,0.107834048685618
45.64375,57.102083,30748.72902,18115.19998,60.797,0.080806014942937
45.59375,55.397917,28188.20989,15216.35469,52.885,0.130330184591003
45.589583,99.139583,25418.61848,17071.11391,17.564,0.800524022080936
45.58672,29.714583,24162.21462,15825.46934,247.401,0.865039154072292
45.510417,56.697917,18086.9122,13976.57017,1.909,0.642053429153748
45.460472,44.656182,21001.73387,14248.78401,34.952,0.587725546094589
45.448058,10.693437,26418.54505,10674.0839,206.41,0.459174316958524
45.446924,117.294442,22857.45858,19268.37644,59.043,0.702702034614049
45.335383,28.70618,21477.43111,11908.46401,290.241,0.663744651363231
45.320431,132.56598,20255.11668,13795.32594,21.775,0.136800910695456
45.287761,124.409375,28431.17878,20127.04313,1945.04,0.949646466295235
45.074557,37.00728,21323.38585,17530.85952,45.401,0.73856777662877
45.05625,100.727083,29657.25278,18342.61086,38.646,0.006971554947086
44.985344,39.116201,17253.99127,12172.15652,2246.66,0.429571471759118
44.91875,82.889583,20012.54698,7493.259787,1028.9,0.719929348793812
44.76875,55.564583,29004.8935,11146.07849,21.292,0.098114472464658
44.691064,28.996597,26262.34965,10623.80404,82.008,0.193685231381096
44.673332,22.530866,20368.72701,11806.26682,58459.301,0.218992307200097
44.616498,28.929547,20150.12545,14353.03146,13.389,0.010550949140452
44.602083,81.160417,23983.82874,8864.927746,2.582,0.466777928755619
44.578647,12.234736,33738.82555,7607.025877,1145.22,0.020264547201805
43.717337,126.686668,26998.20199,15405.6378,3550.6,0.340018854360096
43.405181,5.057652,30467.10776,13166.42358,521.008,0.351334275095724
43.385417,51.839583,22524.76052,18372.32386,46.396,0.646567445830442
43.335417,116.660417,29867.60505,17686.59773,27.983,0.918624366051517
43.086891,12.09467,22440.47662,17145.86735,23.555,0.062661411124282
42.536337,11.932292,28643.30702,17588.87315,20.813,0.118747439119034
42.052998,19.491171,27210.41273,16788.36269,302.48,0.2895040147705
41.831353,86.74801,24102.45048,17304.28967,350.397,0.995976562029682
41.788143,75.325827,22548.88352,14258.12122,5.721,0.695044543012045
41.681934,72.653097,26645.97889,14566.17138,422.614,0.471785996924154
41.243404,67.960442,29415.88932,17742.9692,19908,0.557893569697626
41.219166,61.403125,22069.48205,13294.25245,23162.801,0.375403206213377
41.197917,56.064583,21097.79846,14270.22399,19.865,0.771939847501926
41.171944,20.676729,21597.49147,16999.51553,104.952,0.396302583976649
40.969932,43.285161,25380.11776,13318.56652,5.299,0.932135682669468
40.877083,21.052083,28067.82601,17241.00235,26.791,0.884052685578354
40.794322,47.026823,31273.13109,20829.31584,4385.95,0.667964662308805
40.782247,108.697839,21517.67943,16897.38707,1364.93,0.006385141401552
40.652083,75.33125,25897.63785,16162.69413,2.59,0.349839960807003
