POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 16.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,-59.94,83.337
1,0,-59.324,83.211
2,0,-58.708,83.088
3,0,-58.091,82.968
4,0,-57.475,82.85
5,0,-56.859,82.735
6,0,-56.243,82.623
7,0,-55.627,82.512
8,0,-55.01,82.404
9,0,-54.394,82.298
10,0,-53.777,82.193
11,0,-53.161,82.091
12,0,-52.544,81.99
13,0,-51.928,81.891
14,0,-51.311,81.793
15,0,-50.694,81.697
16,0,-50.078,81.602
17,0,-49.461,81.508
18,0,-48.844,81.416
19,0,-48.228,81.325
20,0,-47.611,81.236
21,0,-46.994,81.147
22,0,-46.377,81.059
23,0,-45.76,80.973
24,0,-45.143,80.887
25,0,-44.526,80.803
26,0,-43.909,80.719
27,0,-43.292,80.636
28,0,-42.675,80.554
29,0,-42.058,80.473
30,0,-41.441,80.392
31,0,-40.824,80.313
32,0,-40.207,80.234
33,0,-39.59,80.155
34,0,-38.973,80.077
35,0,-38.355,80.0
36,0,-37.738,79.924
37,0,-37.121,79.848
38,0,-36.504,79.773
39,0,-35.887,79.698
40,0,-35.269,79.623
41,0,-34.652,79.549
42,0,-34.035,79.476
43,0,-33.417,79.403
44,0,-32.8,79.331
45,0,-32.183,79.259
46,0,-31.565,79.187
47,0,-30.948,79.116
48,0,-30.331,79.045
49,0,-29.713,78.974
50,0,-29.096,78.904
51,0,-28.478,78.834
52,0,-27.861,78.765
53,0,-27.244,78.696
54,0,-26.626,78.627
55,0,-26.009,78.558
56,0,-25.391,78.49
57,0,-24.774,78.422
58,0,-24.156,78.354
59,0,-23.539,78.286
60,0,-22.921,78.219
61,0,-22.304,78.152
62,0,-21.686,78.085
63,0,-21.069,78.019
64,0,-20.451,77.952
65,0,-19.834,77.886
66,0,-19.216,77.82
67,0,-18.598,77.754
68,0,-17.981,77.688
69,0,-17.363,77.623
70,0,-16.746,77.558
71,0,-16.128,77.492
72,0,-15.51,77.427
73,0,-14.893,77.362
74,0,-14.275,77.298
75,0,-13.658,77.233
76,0,-13.04,77.168
77,0,-12.422,77.104
78,0,-11.805,77.04
79,0,-11.187,76.975
80,0,-10.569,76.911
81,0,-9.952,76.847
82,0,-9.334,76.783
83,0,-8.716,76.72
84,0,-8.099,76.656
85,0,-7.481,76.592
86,0,-6.863,76.528
87,0,-6.246,76.465
88,0,-5.628,76.401
89,0,-5.01,76.338
90,0,-4.393,76.274
91,0,-3.775,76.211
92,0,-3.157,76.147
93,0,-2.54,76.084
94,0,-1.922,76.021
95,0,-1.304,75.957
96,0,-0.687,75.894
97,0,-0.069,75.831
98,0,0.549,75.767
99,0,1.166,75.704
100,0,1.784,75.641
101,0,2.402,75.577
102,0,3.019,75.514
103,0,3.637,75.451
104,0,4.255,75.387
105,0,4.872,75.324
106,0,5.49,75.26
107,0,6.108,75.197
108,0,6.726,75.133
109,0,7.343,75.069
110,0,7.961,75.006
111,0,8.579,74.942
112,0,9.196,74.878
113,0,9.814,74.814
114,0,10.431,74.75
115,0,11.049,74.686
116,0,11.667,74.622
117,0,12.284,74.558
118,0,12.902,74.493
119,0,13.52,74.429
120,0,14.137,74.364
121,0,14.755,74.299
122,0,15.373,74.234
123,0,15.99,74.169
124,0,16.608,74.104
125,0,17.225,74.039
126,0,17.843,73.973
127,0,18.46,73.908
128,0,19.078,73.842
129,0,19.696,73.776
130,0,20.313,73.71
131,0,20.931,73.643
132,0,21.548,73.577
133,0,22.166,73.51
134,0,22.783,73.443
135,0,23.401,73.376
136,0,24.018,73.308
137,0,24.636,73.241
138,0,25.253,73.173
139,0,25.871,73.104
140,0,26.488,73.036
141,0,27.106,72.967
142,0,27.723,72.898
143,0,28.341,72.828
144,0,28.958,72.759
145,0,29.575,72.689
146,0,30.193,72.618
147,0,30.81,72.547
148,0,31.428,72.476
