POINTING OPTIONS COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 1.0
Mission Duration [Days] is 1.0
time index,pnt-opt index,lat [deg],lon [deg]
0,0,-52.342,294.953
1,0,-52.382,295.007
2,0,-52.421,295.061
3,0,-52.461,295.115
4,0,-52.501,295.169
5,0,-52.541,295.223
6,0,-52.581,295.278
7,0,-52.62,295.332
8,0,-52.66,295.386
9,0,-52.7,295.441
10,0,-52.739,295.496
11,0,-52.779,295.55
12,0,-52.818,295.605
13,0,-52.858,295.66
14,0,-52.897,295.716
15,0,-52.937,295.771
16,0,-52.976,295.826
17,0,-53.016,295.882
18,0,-53.055,295.937
19,0,-53.094,295.993
20,0,-53.134,296.049
21,0,-53.173,296.105
22,0,-53.212,296.161
23,0,-53.251,296.217
24,0,-53.291,296.273
25,0,-53.33,296.329
26,0,-53.369,296.386
27,0,-53.408,296.442
28,0,-53.447,296.499
29,0,-53.486,296.556
30,0,-53.525,296.613
31,0,-53.564,296.67
32,0,-53.603,296.727
33,0,-53.642,296.784
34,0,-53.681,296.841
35,0,-53.72,296.899
36,0,-53.758,296.956
37,0,-53.797,297.014
38,0,-53.836,297.072
39,0,-53.875,297.13
40,0,-53.913,297.188
41,0,-53.952,297.246
42,0,-53.991,297.304
43,0,-54.029,297.363
44,0,-54.068,297.421
45,0,-54.106,297.48
46,0,-54.145,297.538
47,0,-54.183,297.597
48,0,-54.222,297.656
49,0,-54.26,297.715
50,0,-54.298,297.774
51,0,-54.337,297.834
52,0,-54.375,297.893
53,0,-54.413,297.953
54,0,-54.452,298.012
55,0,-54.49,298.072
56,0,-54.528,298.132
57,0,-54.566,298.192
58,0,-54.604,298.252
59,0,-54.642,298.313
60,0,-54.68,298.373
61,0,-54.718,298.434
62,0,-54.756,298.494
63,0,-54.794,298.555
64,0,-54.832,298.616
65,0,-54.87,298.677
66,0,-54.908,298.738
67,0,-54.945,298.799
68,0,-54.983,298.861
69,0,-55.021,298.922
70,0,-55.059,298.984
71,0,-55.096,299.045
72,0,-55.134,299.107
73,0,-55.171,299.169
74,0,-55.209,299.231
75,0,-55.246,299.294
76,0,-55.284,299.356
77,0,-55.321,299.419
78,0,-55.359,299.481
79,0,-55.396,299.544
80,0,-55.433,299.607
81,0,-55.471,299.67
82,0,-55.508,299.733
83,0,-55.545,299.796
84,0,-55.582,299.86
85,0,-55.619,299.923
86,0,-55.657,299.987
87,0,-55.694,300.05
88,0,-55.731,300.114
89,0,-55.768,300.178
90,0,-55.805,300.243
91,0,-55.841,300.307
92,0,-55.878,300.371
93,0,-55.915,300.436
94,0,-55.952,300.501
95,0,-55.989,300.565
96,0,-56.025,300.63
97,0,-56.062,300.695
98,0,-56.099,300.761
99,0,-56.135,300.826
100,0,-56.172,300.891
101,0,-56.208,300.957
102,0,-56.245,301.023
103,0,-56.281,301.089
104,0,-56.318,301.155
105,0,-56.354,301.221
106,0,-56.39,301.287
107,0,-56.427,301.353
108,0,-56.463,301.42
109,0,-56.499,301.487
110,0,-56.535,301.553
111,0,-56.571,301.62
112,0,-56.607,301.687
113,0,-56.644,301.755
114,0,-56.68,301.822
115,0,-56.715,301.89
116,0,-56.751,301.957
117,0,-56.787,302.025
118,0,-56.823,302.093
119,0,-56.859,302.161
120,0,-56.895,302.229
121,0,-56.93,302.297
122,0,-56.966,302.366
123,0,-57.002,302.434
124,0,-57.037,302.503
125,0,-57.073,302.572
126,0,-57.108,302.641
127,0,-57.144,302.71
128,0,-57.179,302.78
129,0,-57.214,302.849
130,0,-57.25,302.919
131,0,-57.285,302.988
132,0,-57.32,303.058
133,0,-57.356,303.128
134,0,-57.391,303.198
135,0,-57.426,303.269
136,0,-57.461,303.339
137,0,-57.496,303.41
138,0,-57.531,303.48
139,0,-57.566,303.551
140,0,-57.601,303.622
141,0,-57.635,303.693
142,0,-57.67,303.765
143,0,-57.705,303.836
144,0,-57.74,303.908
145,0,-57.774,303.979
146,0,-57.809,304.051
147,0,-57.844,304.123
148,0,-57.878,304.196
149,0,-57.913,304.268
150,0,-57.947,304.34
151,0,-57.981,304.413
152,0,-58.016,304.486
153,0,-58.05,304.559
154,0,-58.084,304.632
155,0,-58.118,304.705
156,0,-58.153,304.778
157,0,-58.187,304.852
158,0,-58.221,304.925
159,0,-58.255,304.999
160,0,-58.289,305.073
161,0,-58.323,305.147
162,0,-58.357,305.222
163,0,-58.39,305.296
164,0,-58.424,305.371
165,0,-58.458,305.445
166,0,-58.492,305.52
167,0,-58.525,305.595
168,0,-58.559,305.67
169,0,-58.592,305.746
170,0,-58.626,305.821
171,0,-58.659,305.897
172,0,-58.693,305.973
173,0,-58.726,306.048
174,0,-58.759,306.125
175,0,-58.792,306.201
176,0,-58.826,306.277
177,0,-58.859,306.354
178,0,-58.892,306.43
179,0,-58.925,306.507
180,0,-58.958,306.584
181,0,-58.991,306.661
182,0,-59.024,306.739
183,0,-59.056,306.816
184,0,-59.089,306.894
185,0,-59.122,306.972
186,0,-59.155,307.05
187,0,-59.187,307.128
188,0,-59.22,307.206
189,0,-59.252,307.284
190,0,-59.285,307.363
191,0,-59.317,307.442
192,0,-59.35,307.521
193,0,-59.382,307.6
194,0,-59.414,307.679
195,0,-59.446,307.758
196,0,-59.478,307.838
197,0,-59.511,307.917
198,0,-59.543,307.997
199,0,-59.575,308.077
200,0,-59.607,308.158
201,0,-59.638,308.238
202,0,-59.67,308.318
203,0,-59.702,308.399
204,0,-59.734,308.48
205,0,-59.765,308.561
206,0,-59.797,308.642
207,0,-59.829,308.723
208,0,-59.86,308.805
209,0,-59.891,308.886
210,0,-59.923,308.968
211,0,-59.954,309.05
212,0,-59.985,309.132
213,0,-60.017,309.214
214,0,-60.048,309.297
215,0,-60.079,309.379
216,0,-60.11,309.462
217,0,-60.141,309.545
218,0,-60.172,309.628
219,0,-60.203,309.711
220,0,-60.234,309.795
221,0,-60.264,309.879
222,0,-60.295,309.962
223,0,-60.326,310.046
224,0,-60.356,310.13
225,0,-60.387,310.215
226,0,-60.417,310.299
227,0,-60.448,310.384
228,0,-60.478,310.468
229,0,-60.508,310.553
230,0,-60.538,310.638
231,0,-60.569,310.724
232,0,-60.599,310.809
233,0,-60.629,310.895
234,0,-60.659,310.98
235,0,-60.689,311.066
236,0,-60.718,311.152
237,0,-60.748,311.239
238,0,-60.778,311.325
239,0,-60.808,311.412
240,0,-60.837,311.498
241,0,-60.867,311.585
242,0,-60.896,311.672
243,0,-60.926,311.76
244,0,-60.955,311.847
245,0,-60.985,311.935
246,0,-61.014,312.022
247,0,-61.043,312.11
248,0,-61.072,312.198
249,0,-61.101,312.287
250,0,-61.13,312.375
251,0,-61.159,312.464
252,0,-61.188,312.553
253,0,-61.217,312.642
254,0,-61.245,312.731
255,0,-61.274,312.82
256,0,-61.303,312.909
257,0,-61.331,312.999
258,0,-61.36,313.089
259,0,-61.388,313.179
260,0,-61.417,313.269
261,0,-61.445,313.359
262,0,-61.473,313.45
263,0,-61.501,313.541
264,0,-61.529,313.631
265,0,-61.557,313.722
266,0,-61.585,313.814
267,0,-61.613,313.905
268,0,-61.641,313.997
269,0,-61.669,314.088
270,0,-61.696,314.18
271,0,-61.724,314.272
272,0,-61.752,314.364
273,0,-61.779,314.457
274,0,-61.807,314.549
275,0,-61.834,314.642
276,0,-61.861,314.735
277,0,-61.888,314.828
278,0,-61.916,314.921
279,0,-61.943,315.015
280,0,-61.97,315.108
281,0,-61.997,315.202
282,0,-62.023,315.296
283,0,-62.05,315.39
284,0,-62.077,315.485
285,0,-62.104,315.579
286,0,-62.13,315.674
287,0,-62.157,315.769
288,0,-62.183,315.864
289,0,-62.21,315.959
290,0,-62.236,316.054
291,0,-62.262,316.15
292,0,-62.288,316.245
293,0,-62.314,316.341
294,0,-62.34,316.437
295,0,-62.366,316.533
296,0,-62.392,316.63
297,0,-62.418,316.726
298,0,-62.444,316.823
299,0,-62.469,316.92
300,0,-62.495,317.017
301,0,-62.521,317.114
302,0,-62.546,317.212
303,0,-62.571,317.309
304,0,-62.597,317.407
305,0,-62.622,317.505
306,0,-62.647,317.603
307,0,-62.672,317.702
308,0,-62.697,317.8
309,0,-62.722,317.899
310,0,-62.747,317.998
311,0,-62.772,318.097
312,0,-62.796,318.196
313,0,-62.821,318.295
314,0,-62.845,318.395
315,0,-62.87,318.494
316,0,-62.894,318.594
317,0,-62.919,318.694
318,0,-62.943,318.794
319,0,-62.967,318.895
320,0,-62.991,318.995
321,0,-63.015,319.096
322,0,-63.039,319.197
323,0,-63.063,319.298
324,0,-63.087,319.399
