lat,lon,time,water_level,flood_level
42.0817221,-79.8503286,0,5.75,4.798638845553822
41.9625,-78.63638889,0,1.11,0.9970218687872763
29.34527778,-99.7488889,0,4.24,4.02103155068248
39.94506415,-82.9410138,0,3.31,2.737294117647059
44.64416667,-72.8361111,0,442.93,442.24145907473314
41.81694444,-87.75388889,0,-2.07,-2.326912404224477
41.80716667,-80.0632778,0,4.22,3.4665321955003883
42.3622222,-71.0786111,0,107.54,107.48262482731398
43.61030556,-75.1099444,0,4.47,3.6520084033613447
29.59305556,-98.5991667,0,2.36,1.7415874439461885
43.11502778,-76.4386111,0,2.94,1.9809329951948744
29.0491611,-95.4775222,0,12.65,11.954728682170543
42.3433333,-77.34388889,0,3.76,3.4738823529411764
41.1254972,-78.7638861,0,2.45,2.361928953399542
29.25361389,-95.5085917,0,17.15,17.04270676691729
31.27405465,-100.6309318,0,2.88,2.8605561440677962
40.9583333,-79.5472222,0,11.05,10.90316054715623
39.96586667,-75.2964972,0,1.96,1.5927661016949153
41.88836638,-87.6075518,0,0.81,-0.0025880425880426923
39.0390618,-122.9133292,0,4.52,3.9131573458479987
41.88836638,-87.6075518,0,-1.96,-2.1463254203758657
42.76527778,-88.2133333,0,1.73,1.6791422482685137
42.1781813,-123.0030974,0,-0.09,-0.12268074735987003
29.30452778,-89.597,0,6.39,5.486418685121108
40.8939083,-79.478625,0,12.47,12.205714285714286
29.43025,-91.3338889,0,5.53,5.234419109663409
29.7230092,-95.7671718,0,91.92,54.929734675205864
40.04591376,-78.5289068,0,6.21,6.0789914945321994
43.10013889,-76.4981667,0,10.09,9.13431054461182
42.42888889,-124.4122222,0,7.54,4.015995145631068
30.17647778,-97.5869167,0,11.83,10.461380597014925
31.33016396,-100.6403767,0,4.01,3.5480713533438655
42.7605833,-74.25477778,0,3.28,2.914520426287744
40.61293889,-79.71951389,0,12.99,12.824913071474565
29.92105823,-95.840229,0,160.68,102.77966608788567
29.8357824,-95.6257783,0,93.68,91.36182549097138
42.66544444,-74.326,0,6.64,6.00782062780269
40.72339156,-82.1548767,0,7.55,5.709811010682005
31.83013918,-100.9937215,0,3.41,2.800597330514074
43.15794167,-124.1817944,0,10.94,8.674925373134329
40.53609167,-79.8171,0,13.38,12.96807879114949
40.5497222,-80.2069444,0,14.78,14.6175639019301
38.26590376,-85.7688518,0,13.8,13.466071970518101
40.7378353,-82.36321869,0,4.29,3.0491598023064252
30.38349444,-97.6020611,0,6.89,5.849368575624083
43.915375,-122.7536028,0,692.86,692.7656713579308
27.81023889,-82.7203611,0,4.33,4.189167533818939
40.6203379,-82.3243284,0,1.9,1.6660442733397498
44.1305472,-122.2435889,0,1252.86,1252.841682384006
42.7048333,-71.15313889,0,14.38,11.914100573742829
29.63583333,-92.6041667,0,1.91,1.7423967809657104
30.51290556,-97.6864361,0,4.8,3.824297853309482
45.2073611,-118.0205,0,27.48,27.139782608695654
44.4492944,-122.5496667,0,698.69,696.0866149773071
44.722,-122.251,0,1202.53,1200.5159849056606
30.46938889,-97.4634722,0,8.41,6.044876957494407
41.6331643,-70.5047501,0,28.32,28.260357142857142
29.87633426,-95.0938189,0,2.65,1.7226409144659045
40.63589367,-82.2393259,0,5.74,4.740883116883117
40.50525,-80.0898333,0,16.62,16.014423229912488
40.4875,-79.915,0,12.2,11.858797896318558
38.0347932,-85.9141301,0,22.58,19.290706841866786
45.6992835,-121.8684125,0,75.53,75.37048044692737
41.20758197,-76.7521806,0,9.08,8.613300970873787
40.50388889,-80.0855556,0,16.35,16.1523754789272
36.42138889,-76.3425,0,6.65,6.12075875150888
39.951449,-83.7540936,0,0.99,0.881
41.12875,-76.3034722,0,2.42,1.862694063926941
29.4742722,-90.0066056,0,7.07,6.809751243781095
41.2748611,-76.3778611,0,3.01,2.619220779220779
42.77277778,-71.0830556,0,6.02,4.02796895703199
