lat,lon,time,water_level,flood_level
42.0817221,-79.8503286,0,5.75,5.38
39.94506415,-82.9410138,0,3.31,3.12
44.64416667,-72.8361111,0,442.93,442.61
41.81694444,-87.75388889,0,-2.07,-2.15
29.59305556,-98.5991667,0,2.36,1.69
43.11502778,-76.4386111,0,2.94,2.49
29.0491611,-95.4775222,0,12.65,12.38
39.96586667,-75.2964972,0,1.96,1.64
41.88836638,-87.6075518,0,0.81,1.22
29.30452778,-89.597,0,6.39,5.78
29.43025,-91.3338889,0,5.53,5.52
29.7230092,-95.7671718,0,91.92,90.11
42.42888889,-124.4122222,0,7.54,4.25
30.17647778,-97.5869167,0,11.83,10.65
29.92105823,-95.840229,0,160.68,153.42
29.8357824,-95.6257783,0,93.68,92.9
40.72339156,-82.1548767,0,7.55,7.0
43.15794167,-124.1817944,0,10.94,9.21
38.26590376,-85.7688518,0,13.8,12.95
40.7378353,-82.36321869,0,4.29,3.64
30.38349444,-97.6020611,0,6.89,5.95
27.81023889,-82.7203611,0,4.33,4.22
42.7048333,-71.15313889,0,14.38,13.635000000000002
30.51290556,-97.6864361,0,4.8,3.99
45.2073611,-118.0205,0,27.48,27.15
44.4492944,-122.5496667,0,698.69,696.93
44.722,-122.251,0,1202.53,1201.27
30.46938889,-97.4634722,0,8.41,6.26
41.6331643,-70.5047501,0,28.32,28.32
29.87633426,-95.0938189,0,2.65,2.12
40.63589367,-82.2393259,0,5.74,5.58
36.42138889,-76.3425,0,6.65,6.62
41.12875,-76.3034722,0,2.42,1.9649999999999999
41.2748611,-76.3778611,0,3.01,2.9375
42.77277778,-71.0830556,0,6.02,4.89
36.01938889,-78.8947778,0,0.75,0.48
47.9127333,-122.1064583,0,16.44,13.89
42.81564687,-70.87283057,0,3.97,0.81
28.68878333,-81.3961583,0,26.67,26.56
42.0497222,-70.1822222,0,4.5,0.31
44.9305688,-84.69225229,0,3.57,3.34
30.35852615,-91.1081603,0,10.08,6.4
36.20916667,-77.38388889,0,21.26,16.49
30.85935514,-95.39883,0,132.81,131.3875
39.7284397,-79.9109193,0,10.01,9.774999999999999
40.14951635,-79.901437,0,13.95,13.83
41.39482097,-71.96062898,0,1.98,1.67
41.31055556,-71.8583333,0,0.65,0.09
41.6001611,-70.4661167,0,0.65,0.3
33.88841667,-84.1828056,0,4.35,3.91
30.07,-92.8788611,0,11.94,9.09
35.9475,-77.2025,0,14.58,12.9175
35.8597222,-77.04027778,0,9.83,9.34
29.9511111,-92.1563611,0,5.96,5.37
29.68083333,-91.4705556,0,2.78,2.75
47.26010078,-122.238453,0,73.02,72.92
41.67891099,-88.000967,0,25.66,25.1825
30.14186928,-92.0756783,0,6.36,3.57
38.8650952,-80.6762077,0,5.1,4.8
30.72666667,-93.095,0,7.25,6.36
38.9217307,-81.0947567,0,11.5,10.4825
38.59232159,-80.8845474,0,4.42,4.17
29.70437513,-91.3739966,0,2.94,2.81
29.70409736,-91.3728854,0,2.99,2.79
31.39629597,-94.1510289,0,12.92,4.88
30.07075759,-91.8290058,0,8.97,4.66
30.2174229,-91.9928975,0,10.88,6.67
31.86017169,-94.8232697,0,16.05,9.442499999999999
33.4256647,-86.9527705,0,4.09,1.82
31.30316389,-93.8443472,0,191.66,180.665
38.41341549,-82.500434,0,29.06,28.7975
30.219367,-91.955952,0,8.86,4.89
27.0389222,-81.0714972,0,18.84,18.81
30.36825387,-91.9876184,0,16.05,7.64
35.9823333,-78.8245,0,2.26,1.64
36.05941667,-78.9780833,0,3.34,2.75
35.8211111,-78.6341667,0,4.57,3.6875
30.07607343,-81.86371139,0,12.79,12.58
30.33888889,-91.7325,0,14.39,14.34
27.0964472,-81.0091722,0,19.84,19.66
35.75788889,-78.6238333,0,2.98,2.53
35.75688889,-78.6406111,0,1.7,1.24
31.8604403,-93.2062789,0,21.85,15.39
48.2112101,-122.337374,0,9.29,7.54
35.91538889,-78.8935278,0,2.21,1.01
35.0497222,-78.85638889,0,16.6,14.33
35.5125,-78.3494444,0,9.2,8.35
30.56602634,-91.8315047,0,17.44,14.93
30.1707532,-90.9187092,0,1.8,1.66
31.60416667,-92.7863889,0,4.28,3.32
30.41746058,-81.69648758,0,1.58,0.29
32.51681896,-93.9724054,0,10.38,4.65
30.2274186,-90.8995425,0,1.66,1.37
33.5928611,-82.1232222,0,18.2,15.18
31.99878889,-93.2132667,0,46.33,45.27
30.32138889,-91.0209444,0,9.16,4.33
35.9419972,-79.0490333,0,4.55,4.03
30.32125,-91.0207222,0,6.73,5.39
31.87333333,-92.9663889,0,11.56,9.9525
30.323527,-91.0181576,0,5.69,4.29
48.7184462,-122.2143253,0,9.34,10.32
32.5125,-93.7983333,0,172.94,170.98
30.38241445,-91.0942712,0,9.54,7.1825
30.26944444,-90.9169444,0,1.73,1.58
30.4049139,-91.1034382,0,10.2,8.84
32.26444444,-93.4311111,0,22.2,12.41
32.43904276,-93.627121,0,18.13,9.355
32.3626553,-93.5029523,0,27.64,20.62
30.44446855,-91.1431618,0,32.44,32.0
32.6459805,-93.8779585,0,25.16,15.88
32.32833333,-93.4311111,0,13.12,11.41
30.23741844,-90.8700972,0,1.77,1.51
