lat,lon,time,water_level,flood_level
29.51745517,-95.178544,21600,2.0,1.99
41.31055556,-71.8583333,21600,2.73,0.34
32.7804544,-79.923699,21600,22.39,18.83
35.41007829,-86.0697088,21600,10.71,11.63
34.0103752,-85.9977494,21600,22.21,21.87
41.81694444,-87.75388889,25200,-1.76,-2.03
39.96586667,-75.2964972,25200,1.82,1.71
40.38555556,-78.6758333,25200,2.27,2.25
39.7284397,-79.9109193,25200,9.89,9.84
41.67891099,-88.000967,25200,25.69,25.288999999999998
30.41746058,-81.69648758,25200,2.06,0.73
28.71499294,-81.8842464,25200,84.05,84.55
32.10014534,-87.39777319,25200,54.2,51.733
21.4973611,-157.9807222,25200,17.23,17.23
44.7514861,-122.2833778,28800,1113.03,1112.96
29.70437513,-91.3739966,28800,3.09,2.97
33.0285,-79.8541111,28800,8.81,8.36
33.24428056,-79.9913028,28800,8.71,8.26
33.47366667,-81.2089167,28800,4.61,4.677
30.45494167,-81.59688889,28800,2.21,0.9
32.10070089,-87.3991621,28800,80.48,80.35
32.40569225,-87.0186007,28800,31.24,26.130000000000003
32.32513829,-86.7847045,28800,125.45,125.39
21.39416667,-157.749361,28800,6.03,5.23
42.42888889,-124.4122222,32400,8.54,4.98
43.15794167,-124.1817944,32400,13.12,13.03
45.2073611,-118.0205,32400,27.19,27.17
41.12875,-76.3034722,32400,2.25,2.1840000000000006
39.7284397,-79.9109193,32400,10.09,9.84
39.2811561,-86.762228,32400,12.59,11.07
36.13059444,-94.5609806,32400,910.4,910.484
30.63935956,-88.3930674,32400,11.07,11.125
33.9875,-81.0275,32400,1.3,1.2660000000000036
32.40569225,-87.0186007,32400,31.32,26.130000000000003
21.5523611,-158.0655833,32400,25.91,24.22
41.88836638,-87.6075518,36000,2.05,2.2460000000000035
30.17647778,-97.5869167,36000,11.03,10.8
41.12875,-76.3034722,36000,2.25,2.1840000000000006
39.7284397,-79.9109193,36000,10.06,9.84
48.0333506,-106.0005722,36000,47.53,45.55
40.11119444,-88.22988889,36000,11.65,11.61
33.20850056,-79.382558,36000,7.14,6.56
33.1840565,-79.4058929,36000,11.01,9.97
44.19563889,-89.4174722,36000,99.27,98.47
33.24042765,-81.40816269,36000,7.24,6.944999999999999
22.17583333,-159.5984722,36000,2.0,1.93
41.88836638,-87.6075518,39600,1.95,2.2460000000000035
42.42888889,-124.4122222,39600,7.66,4.98
43.15794167,-124.1817944,39600,13.77,13.03
47.8686089,-98.3578795,39600,47.15,52.49
33.2531111,-81.16125,39600,6.5,5.886
33.24042765,-81.40816269,39600,7.23,6.944999999999999
32.7773528,-87.841402,39600,86.83,83.65200000000002
34.62925,-84.9171944,39600,7.67,5.3969999999999985
65.00930348,-147.2007725,39600,24.92,25.05
32.44902654,-85.897458,39600,14.05,13.33
32.91819444,-85.1878611,39600,565.01,562.2280000000001
21.39416667,-157.749361,39600,6.31,5.23
21.4973611,-157.9807222,39600,17.23,17.23
41.88836638,-87.6075518,43200,1.88,2.2460000000000035
44.4492944,-122.5496667,43200,701.97,701.5169999999999
32.66191944,-99.9761861,43200,6.39,6.26
44.9305688,-84.69225229,43200,3.58,3.7
48.65913889,-121.2890278,43200,29.39,28.218999999999998
30.45494167,-81.59688889,43200,1.25,0.9
32.10014534,-87.39777319,43200,54.93,51.733
29.0811111,-81.8808333,43200,58.95,58.81
38.3097222,-88.9883333,43200,3.93,3.826999999999998
31.6251111,-85.0641944,43200,110.16,109.49
32.91819444,-85.1878611,43200,565.0,562.2280000000001
39.96586667,-75.2964972,46800,1.96,1.71
42.77277778,-71.0830556,46800,6.97,6.2
42.81564687,-70.87283057,46800,1.67,1.109000000000001
36.37444444,-75.8344444,46800,1.03,0.96
41.67891099,-88.000967,46800,25.56,25.288999999999998
33.24428056,-79.9913028,46800,9.84,8.26
44.19563889,-89.4174722,46800,99.27,98.47
33.24042765,-81.40816269,46800,7.2,6.944999999999999
34.0103752,-85.9977494,46800,22.17,21.87
21.4973611,-157.9807222,46800,17.23,17.23
39.96586667,-75.2964972,50400,1.99,1.71
41.88836638,-87.6075518,50400,2.25,2.2460000000000035
45.2073611,-118.0205,50400,27.18,27.17
40.2575,-80.1866667,50400,3.07,2.58
41.67891099,-88.000967,50400,25.55,25.288999999999998
39.2206139,-84.4468864,50400,11.09,6.3610000000000015
38.01645276,-85.30773099,50400,49.59,49.708
44.8875,-88.4722222,50400,93.97,95.79
48.2112101,-122.337374,50400,9.74,9.08
39.2811561,-86.762228,50400,12.14,11.07
47.8686089,-98.3578795,50400,47.13,52.49
32.7773528,-87.841402,50400,86.68,83.65200000000002
32.44902654,-85.897458,50400,14.16,13.33
21.39416667,-157.749361,50400,6.84,5.23
41.52444444,-81.5141667,54000,0.96,0.94
29.43025,-91.3338889,54000,6.53,5.79
30.17647778,-97.5869167,54000,11.03,10.8
39.2161111,-84.7027778,54000,8.43,8.241999999999999
36.37444444,-75.8344444,54000,1.1,0.96
38.01645276,-85.30773099,54000,50.18,49.708
43.98244444,-89.5480556,54000,14.44,14.38
28.59249809,-81.8225775,54000,95.05,95.39
37.73805556,-88.50138889,54000,25.3,19.38
29.43025,-91.3338889,57600,6.5,5.79
40.3839627,-78.7194644,57600,2.29,1.94
41.12875,-76.3034722,57600,2.25,2.1840000000000006
39.68777778,-84.2308333,57600,11.8,10.77
48.0333506,-106.0005722,57600,47.42,45.55
41.67891099,-88.000967,57600,25.53,25.288999999999998
38.01645276,-85.30773099,57600,50.64,49.708
44.8875,-88.4722222,57600,93.97,95.79
30.63935956,-88.3930674,57600,11.08,11.125
33.60702778,-81.1356111,57600,9.68,9.53
33.24042765,-81.40816269,57600,7.16,6.944999999999999
38.1875,-88.9272222,57600,12.36,12.06
39.96586667,-75.2964972,61200,1.86,1.71
30.17647778,-97.5869167,61200,11.03,10.8
40.97888889,-81.78,61200,2.92,2.81
45.2073611,-118.0205,61200,27.18,27.17
39.68777778,-84.2308333,61200,12.02,10.77
29.68083333,-91.4705556,61200,3.4,3.26
38.59232159,-80.8845474,61200,6.4,5.851000000000009
39.27339134,-84.4110524,61200,4.65,2.36
35.1183333,-80.8066667,61200,2.92,2.87
33.24428056,-79.9913028,61200,8.83,8.26
44.19563889,-89.4174722,61200,99.27,98.47
43.98244444,-89.5480556,61200,14.43,14.38
32.7804544,-79.923699,61200,20.92,18.83
35.41007829,-86.0697088,61200,10.77,11.63
29.30452778,-89.597,64800,6.91,6.03
29.92105823,-95.840229,64800,152.84,154.33
41.31055556,-71.8583333,64800,1.51,0.34
39.2206139,-84.4468864,64800,11.08,6.3610000000000015
40.1257222,-85.9675556,64800,7.67,7.345999999999999
48.65913889,-121.2890278,64800,29.41,28.218999999999998
33.20850056,-79.382558,64800,6.83,6.56
33.60702778,-81.1356111,64800,9.68,9.53
30.45494167,-81.59688889,64800,1.03,0.9
28.59249809,-81.8225775,64800,95.05,95.39
32.10014534,-87.39777319,64800,55.64,51.733
34.1615833,-84.0761111,64800,916.74,915.07
29.50858114,-81.80480679,64800,20.27,19.94
21.39416667,-157.749361,64800,7.28,5.23
29.30452778,-89.597,68400,6.97,6.03
40.7378353,-82.36321869,68400,4.67,4.4270000000000005
41.12875,-76.3034722,68400,2.27,2.1840000000000006
42.81564687,-70.87283057,68400,2.23,1.109000000000001
39.68777778,-84.2308333,68400,12.29,10.77
30.47466944,-87.8026444,68400,2.8,1.9759999999999995
30.45494167,-81.59688889,68400,1.49,0.9
32.40569225,-87.0186007,68400,31.58,26.130000000000003
38.1875,-88.9272222,68400,12.45,12.06
29.50858114,-81.80480679,68400,20.27,19.94
34.0103752,-85.9977494,68400,22.13,21.87
21.5523611,-158.0655833,68400,27.27,24.22
45.2073611,-118.0205,72000,27.18,27.17
40.3839627,-78.7194644,72000,3.05,1.94
29.4742722,-90.0066056,72000,7.85,7.41
48.0333506,-106.0005722,72000,47.39,45.55
48.65913889,-121.2890278,72000,29.32,28.218999999999998
30.51825089,-87.4627577,72000,10.0,9.64
32.7804544,-79.923699,72000,20.35,18.83
30.45494167,-81.59688889,72000,1.74,0.9
34.62925,-84.9171944,72000,5.72,5.3969999999999985
34.01398655,-85.9702488,72000,22.54,22.1
41.0497845,-78.8178092,75600,2.54,2.5
40.9647222,-78.8794444,75600,2.94,2.83
29.30452778,-89.597,75600,6.93,6.03
29.43025,-91.3338889,75600,6.15,5.79
40.64728794,-80.3886754,75600,17.67,17.215
44.722,-122.251,75600,1202.69,1202.131
41.6001611,-70.4661167,75600,1.11,0.53
39.5250703,-82.0709775,75600,12.87,11.04
39.2845023,-84.4327198,75600,8.04,4.47
28.71499294,-81.8842464,75600,84.04,84.55
37.73805556,-88.50138889,75600,26.49,19.38
40.04591376,-78.5289068,79200,7.81,7.188000000000001
30.17647778,-97.5869167,79200,11.02,10.8
40.72339156,-82.1548767,79200,8.32,8.76
45.2073611,-118.0205,79200,27.18,27.17
44.7514861,-122.2833778,79200,1113.05,1112.96
40.3839627,-78.7194644,79200,3.53,1.94
42.81564687,-70.87283057,79200,5.33,1.109000000000001
44.9305688,-84.69225229,79200,3.58,3.7
39.58339358,-84.030211,79200,9.5,5.73
29.9511111,-92.1563611,79200,6.37,5.88
38.59232159,-80.8845474,79200,8.53,5.851000000000009
39.2845023,-84.4327198,79200,7.72,4.47
48.65913889,-121.2890278,79200,28.97,28.218999999999998
40.11119444,-88.22988889,79200,11.63,11.61
33.24428056,-79.9913028,79200,9.51,8.26
44.19563889,-89.4174722,79200,99.27,98.47
21.4973611,-157.9807222,79200,17.23,17.23
21.5523611,-158.0655833,79200,27.23,24.22
39.58589537,-83.122687,82800,7.97,7.07
40.72339156,-82.1548767,82800,8.42,8.76
29.4742722,-90.0066056,82800,7.9,7.41
48.0333506,-106.0005722,82800,47.41,45.55
40.1257222,-85.9675556,82800,8.42,7.345999999999999
38.65870475,-85.144789,82800,20.66,20.340000000000003
44.19563889,-89.4174722,82800,99.27,98.47
33.2531111,-81.16125,82800,6.28,5.886
32.40569225,-87.0186007,82800,31.72,26.130000000000003
35.41007829,-86.0697088,82800,10.97,11.63
34.62925,-84.9171944,82800,5.49,5.3969999999999985
21.4973611,-157.9807222,82800,17.23,17.23
42.3433333,-77.34388889,86400,4.87,4.741000000000001
41.1254972,-78.7638861,86400,3.37,3.223000000000002
41.88836638,-87.6075518,86400,2.15,2.2460000000000035
41.38916667,-81.8355556,86400,2.53,2.33
40.97888889,-81.78,86400,3.08,2.81
48.905,-116.4019444,86400,49.81,50.875
29.4742722,-90.0066056,86400,7.8,7.41
39.58339358,-84.030211,86400,9.59,5.73
39.2681306,-81.5637358,86400,25.78,24.67
38.9217307,-81.0947567,86400,23.42,13.86
39.2206139,-84.4468864,86400,8.37,6.3610000000000015
38.01645276,-85.30773099,86400,53.28,49.708
30.47466944,-87.8026444,86400,2.94,1.9759999999999995
47.8686089,-98.3578795,86400,47.13,52.49
28.59249809,-81.8225775,86400,95.05,95.39
37.73805556,-88.50138889,86400,26.68,19.38
42.06438889,-78.1629444,90000,0.64,0.54
41.88836638,-87.6075518,90000,2.14,2.2460000000000035
42.42888889,-124.4122222,90000,5.57,4.98
48.905,-116.4019444,90000,49.8,50.875
40.63589367,-82.2393259,90000,7.92,7.34
40.38555556,-78.6758333,90000,2.54,2.25
40.2575,-80.1866667,90000,4.29,2.58
41.39482097,-71.96062898,90000,1.43,1.94
39.82638889,-79.9208333,90000,16.61,12.812000000000003
44.8875,-88.4722222,90000,93.97,95.79
38.65870475,-85.144789,90000,21.41,20.340000000000003
39.2811561,-86.762228,90000,11.76,11.07
47.8686089,-98.3578795,90000,47.12,52.49
29.8897222,-85.2547222,90000,1.76,2.074
32.40569225,-87.0186007,90000,31.77,26.130000000000003
38.50694444,-89.2733333,90000,11.98,9.98
41.1254972,-78.7638861,93600,3.46,3.223000000000002
40.64728794,-80.3886754,93600,18.16,17.215
45.2073611,-118.0205,93600,27.18,27.17
40.38555556,-78.6758333,93600,2.52,2.25
29.4742722,-90.0066056,93600,7.44,7.41
44.9305688,-84.69225229,93600,3.58,3.7
39.82638889,-79.9208333,93600,17.78,12.812000000000003
38.59232159,-80.8845474,93600,8.58,5.851000000000009
44.8875,-88.4722222,93600,93.96,95.79
30.63935956,-88.3930674,93600,11.07,11.125
28.59249809,-81.8225775,93600,95.05,95.39
34.62925,-84.9171944,93600,5.41,5.3969999999999985
40.64728794,-80.3886754,97200,18.35,17.215
39.50090375,-82.0851448,97200,11.56,7.18
47.8686089,-98.3578795,97200,47.12,52.49
36.3575,-92.1125,97200,8.4,8.23
33.2531111,-81.16125,97200,6.24,5.886
34.78613889,-83.4155833,97200,0.93,0.8740000000000003
29.0811111,-81.8808333,97200,58.94,58.81
34.88064458,-86.48054629,97200,9.33,3.84
39.96586667,-75.2964972,100800,1.92,1.71
41.88836638,-87.6075518,100800,2.07,2.2460000000000035
40.04591376,-78.5289068,100800,8.43,7.188000000000001
40.64728794,-80.3886754,100800,18.41,17.215
40.63589367,-82.2393259,100800,8.08,7.34
40.3839627,-78.7194644,100800,3.11,1.94
41.12875,-76.3034722,100800,2.55,2.1840000000000006
44.9305688,-84.69225229,100800,3.57,3.7
41.39482097,-71.96062898,100800,1.45,1.94
39.9974111,-79.9589417,100800,18.34,12.9
39.2845023,-84.4327198,100800,6.58,4.47
47.8686089,-98.3578795,100800,47.13,52.49
34.8561111,-82.2683333,100800,839.71,839.64
29.0811111,-81.8808333,100800,58.94,58.81
32.44902654,-85.897458,100800,13.52,13.33
39.96586667,-75.2964972,104400,1.95,1.71
40.58283738,-82.9887969,104400,7.53,5.27
44.722,-122.251,104400,1202.97,1202.131
40.38555556,-78.6758333,104400,2.44,2.25
39.58339358,-84.030211,104400,9.87,5.73
48.0333506,-106.0005722,104400,47.44,45.55
34.88064458,-86.48054629,104400,9.57,3.84
29.0491611,-95.4775222,108000,12.2,12.712000000000002
39.96586667,-75.2964972,108000,1.94,1.71
40.9647222,-78.8794444,108000,2.99,2.83
29.92105823,-95.840229,108000,152.83,154.33
44.9305688,-84.69225229,108000,3.58,3.7
35.1183333,-80.8066667,108000,2.99,2.87
32.7804544,-79.923699,108000,22.1,18.83
34.78613889,-83.4155833,108000,1.54,0.8740000000000003
32.7773528,-87.841402,108000,85.68,83.65200000000002
35.41007829,-86.0697088,108000,11.1,11.63
34.88064458,-86.48054629,108000,9.64,3.84
41.9625,-78.63638889,111600,1.71,1.655999999999999
40.04591376,-78.5289068,111600,8.29,7.188000000000001
40.63589367,-82.2393259,111600,8.11,7.34
41.12875,-76.3034722,111600,2.58,2.1840000000000006
39.2161111,-84.7027778,111600,13.14,8.241999999999999
40.14951635,-79.901437,111600,22.09,15.86
48.0333506,-106.0005722,111600,47.43,45.55
41.31055556,-71.8583333,111600,3.04,0.34
44.8875,-88.4722222,111600,93.96,95.79
35.25388889,-80.6480556,111600,2.09,1.96
35.2108333,-80.8008333,111600,2.26,1.43
35.2061111,-80.8058333,111600,3.93,1.46
33.9875,-81.0275,111600,1.48,1.2660000000000036
32.10070089,-87.3991621,111600,80.53,80.35
37.73805556,-88.50138889,111600,26.3,19.38
21.39416667,-157.749361,111600,6.75,5.23
42.3433333,-77.34388889,115200,5.25,4.741000000000001
41.88836638,-87.6075518,115200,1.73,2.2460000000000035
41.38916667,-81.8355556,115200,2.73,2.33
40.97888889,-81.78,115200,2.89,2.81
48.905,-116.4019444,115200,49.8,50.875
44.722,-122.251,115200,1203.36,1202.131
40.63589367,-82.2393259,115200,8.09,7.34
40.2575,-80.1866667,115200,3.37,2.58
39.68777778,-84.2308333,115200,13.19,10.77
42.0497222,-70.1822222,115200,6.61,0.59
41.31055556,-71.8583333,115200,3.04,0.34
33.88841667,-84.1828056,115200,4.29,4.013
37.82284205,-85.7477377,115200,39.13,27.369000000000007
48.65913889,-121.2890278,115200,29.39,28.218999999999998
44.19563889,-89.4174722,115200,99.27,98.47
30.45494167,-81.59688889,115200,1.9,0.9
34.78613889,-83.4155833,115200,1.43,0.8740000000000003
38.3097222,-88.9883333,115200,9.25,3.826999999999998
32.44902654,-85.897458,115200,13.86,13.33
40.9647222,-78.8794444,118800,2.97,2.83
40.72339156,-82.1548767,118800,8.78,8.76
45.2073611,-118.0205,118800,27.18,27.17
40.50525,-80.0898333,118800,21.02,18.784000000000006
40.43944444,-80.0108333,118800,17.99,17.04
36.01938889,-78.8947778,118800,0.89,0.64
39.68777778,-84.2308333,118800,13.25,10.77
38.59232159,-80.8845474,118800,7.33,5.851000000000009
35.75788889,-78.6238333,118800,4.14,3.25
35.75688889,-78.6406111,118800,1.74,1.71
36.03175654,-94.9107885,118800,6.96,6.74
33.60702778,-81.1356111,118800,9.68,9.53
35.15776944,-83.4243694,118800,2.27,2.114
38.50694444,-89.2733333,118800,12.35,9.98
29.0491611,-95.4775222,122400,12.21,12.712000000000002
48.905,-116.4019444,122400,49.79,50.875
40.64728794,-80.3886754,122400,19.01,17.215
44.4492944,-122.5496667,122400,701.9,701.5169999999999
40.63589367,-82.2393259,122400,8.06,7.34
41.12875,-76.3034722,122400,2.6,2.1840000000000006
39.7284397,-79.9109193,122400,9.85,9.84
39.58339358,-84.030211,122400,9.79,5.73
35.91538889,-78.8935278,122400,1.8,1.49
43.98244444,-89.5480556,122400,14.43,14.38
34.99613889,-82.8278333,122400,2.8,2.36
34.78613889,-83.4155833,122400,1.29,0.8740000000000003
38.50694444,-89.2733333,122400,12.37,9.98
29.0491611,-95.4775222,126000,12.21,12.712000000000002
30.17647778,-97.5869167,126000,11.01,10.8
29.92105823,-95.840229,126000,152.83,154.33
42.0497222,-70.1822222,126000,7.43,0.59
44.9305688,-84.69225229,126000,3.57,3.7
39.4825605,-84.0643779,126000,9.56,9.42
38.59232159,-80.8845474,126000,6.95,5.851000000000009
39.2845023,-84.4327198,126000,5.86,4.47
38.41341549,-82.500434,126000,36.71,32.581999999999994
35.25388889,-80.6480556,126000,2.22,1.96
35.1397222,-80.9111111,126000,2.34,1.76
33.1840565,-79.4058929,126000,10.74,9.97
33.24428056,-79.9913028,126000,12.17,8.26
32.10014534,-87.39777319,126000,57.73,51.733
38.3097222,-88.9883333,126000,9.07,3.826999999999998
65.00930348,-147.2007725,126000,24.9,25.05
33.86188889,-84.0973611,126000,1.63,1.176
32.44902654,-85.897458,126000,14.08,13.33
31.6251111,-85.0641944,126000,110.09,109.49
42.0817221,-79.8503286,129600,7.13,6.897000000000003
41.88836638,-87.6075518,129600,1.66,2.2460000000000035
29.92105823,-95.840229,129600,152.83,154.33
40.72339156,-82.1548767,129600,8.8,8.76
40.63589367,-82.2393259,129600,7.95,7.34
41.12875,-76.3034722,129600,2.6,2.1840000000000006
41.6001611,-70.4661167,129600,3.21,0.53
38.84396959,-82.139589,129600,31.4,27.674000000000007
39.27339134,-84.4110524,129600,2.57,2.36
39.2811561,-86.762228,129600,12.47,11.07
35.25388889,-80.6480556,129600,2.15,1.96
33.1840565,-79.4058929,129600,10.03,9.97
44.19563889,-89.4174722,129600,99.27,98.47
47.8686089,-98.3578795,129600,47.13,52.49
29.0811111,-81.8808333,129600,58.96,58.81
31.6251111,-85.0641944,129600,111.45,109.49
32.91819444,-85.1878611,129600,565.03,562.2280000000001
29.0491611,-95.4775222,133200,12.23,12.712000000000002
40.97888889,-81.78,133200,2.82,2.81
40.5497222,-80.2069444,133200,20.28,17.32
40.63589367,-82.2393259,133200,7.89,7.34
40.38555556,-78.6758333,133200,2.34,2.25
42.77277778,-71.0830556,133200,8.55,6.2
42.0497222,-70.1822222,133200,3.14,0.59
40.14805556,-79.8922222,133200,10.78,10.29
38.65870475,-85.144789,133200,24.73,20.340000000000003
36.13059444,-94.5609806,133200,911.67,910.484
35.2108333,-80.8008333,133200,1.46,1.43
34.8561111,-82.2683333,133200,839.9,839.64
28.71499294,-81.8842464,133200,84.05,84.55
37.73805556,-88.50138889,133200,25.81,19.38
32.40569225,-87.0186007,133200,31.64,26.130000000000003
38.1761111,-89.0063889,133200,12.33,11.97
34.88064458,-86.48054629,133200,7.7,3.84
21.4973611,-157.9807222,133200,17.23,17.23
42.3433333,-77.34388889,136800,5.04,4.741000000000001
40.04591376,-78.5289068,136800,8.7,7.188000000000001
29.92105823,-95.840229,136800,152.83,154.33
40.64728794,-80.3886754,136800,20.26,17.215
40.4881361,-79.9173333,136800,20.59,20.237000000000002
42.81564687,-70.87283057,136800,1.79,1.109000000000001
48.0333506,-106.0005722,136800,47.48,45.55
39.9974111,-79.9589417,136800,22.39,12.9
39.5250703,-82.0709775,136800,13.5,11.04
39.2845023,-84.4327198,136800,5.46,4.47
40.1257222,-85.9675556,136800,10.26,7.345999999999999
39.2811561,-86.762228,136800,12.59,11.07
35.1825,-80.82,136800,1.77,1.73
43.98244444,-89.5480556,136800,14.43,14.38
28.59249809,-81.8225775,136800,95.05,95.39
34.20169444,-82.0462778,136800,5.25,4.824
41.80716667,-80.0632778,140400,6.17,5.516000000000001
30.17647778,-97.5869167,140400,11.02,10.8
48.905,-116.4019444,140400,49.79,50.875
39.68777778,-84.2308333,140400,13.24,10.77
40.14805556,-79.8922222,140400,11.07,10.29
38.8650952,-80.6762077,140400,9.67,6.07
38.84396959,-82.139589,140400,32.22,27.674000000000007
37.82284205,-85.7477377,140400,40.84,27.369000000000007
38.41341549,-82.500434,140400,37.69,32.581999999999994
43.98244444,-89.5480556,140400,14.43,14.38
34.99613889,-82.8278333,140400,2.63,2.36
33.24042765,-81.40816269,140400,6.93,6.944999999999999
29.0811111,-81.8808333,140400,58.96,58.81
34.62925,-84.9171944,140400,9.82,5.3969999999999985
38.1761111,-89.0063889,140400,12.34,11.97
41.1254972,-78.7638861,144000,3.24,3.223000000000002
39.96586667,-75.2964972,144000,1.8,1.71
40.5497222,-80.2069444,144000,20.62,17.32
39.98840049,-82.0804166,144000,10.29,8.92
40.2575,-80.1866667,144000,2.77,2.58
39.4825605,-84.0643779,144000,10.41,9.42
39.5250703,-82.0709775,144000,13.94,11.04
38.9217307,-81.0947567,144000,27.73,13.86
37.82284205,-85.7477377,144000,41.11,27.369000000000007
39.27339134,-84.4110524,144000,2.4,2.36
39.2206139,-84.4468864,144000,6.74,6.3610000000000015
38.01645276,-85.30773099,144000,55.71,49.708
44.8875,-88.4722222,144000,93.96,95.79
36.03175654,-94.9107885,144000,7.11,6.74
28.59249809,-81.8225775,144000,95.05,95.39
34.20169444,-82.0462778,144000,5.02,4.824
34.68555556,-83.1516667,144000,9.35,8.77
34.78613889,-83.4155833,144000,0.99,0.8740000000000003
28.71499294,-81.8842464,144000,84.05,84.55
32.10014534,-87.39777319,144000,58.53,51.733
33.21040097,-88.2886454,144000,115.0,114.91199999999999
38.3097222,-88.9883333,144000,7.92,3.826999999999998
34.62925,-84.9171944,144000,9.98,5.3969999999999985
34.88064458,-86.48054629,144000,6.17,3.84
21.4973611,-157.9807222,144000,17.23,17.23
29.0491611,-95.4775222,147600,12.23,12.712000000000002
40.9647222,-78.8794444,147600,2.92,2.83
41.12875,-76.3034722,147600,2.57,2.1840000000000006
40.14805556,-79.8922222,147600,11.16,10.29
41.67891099,-88.000967,147600,25.33,25.288999999999998
39.27339134,-84.4110524,147600,2.37,2.36
39.2206139,-84.4468864,147600,6.68,6.3610000000000015
30.47466944,-87.8026444,147600,2.03,1.9759999999999995
33.2531111,-81.16125,147600,6.28,5.886
33.21040097,-88.2886454,147600,115.01,114.91199999999999
38.1875,-88.9272222,147600,12.63,12.06
34.88064458,-86.48054629,147600,5.65,3.84
32.44902654,-85.897458,147600,14.2,13.33
33.24122519,-86.4583132,147600,14.55,13.96
21.39416667,-157.749361,147600,6.49,5.23
21.5523611,-158.0655833,147600,26.16,24.22
29.0491611,-95.4775222,151200,12.2,12.712000000000002
40.43944444,-80.0108333,151200,19.14,17.04
41.12875,-76.3034722,151200,2.56,2.1840000000000006
39.4825605,-84.0643779,151200,10.39,9.42
38.01645276,-85.30773099,151200,55.88,49.708
39.2811561,-86.762228,151200,12.7,11.07
32.10070089,-87.3991621,151200,80.62,80.35
38.1761111,-89.0063889,151200,12.35,11.97
21.5523611,-158.0655833,151200,26.04,24.22
40.7378353,-82.36321869,154800,4.75,4.4270000000000005
44.722,-122.251,154800,1202.76,1202.131
44.7514861,-122.2833778,154800,1112.97,1112.96
40.38555556,-78.6758333,154800,2.29,2.25
36.37444444,-75.8344444,154800,1.41,0.96
39.82638889,-79.9208333,154800,21.23,12.812000000000003
41.67891099,-88.000967,154800,25.39,25.288999999999998
38.9217307,-81.0947567,154800,27.05,13.86
44.8875,-88.4722222,154800,93.95,95.79
36.03175654,-94.9107885,154800,6.92,6.74
34.01293324,-80.982035,154800,2.38,0.92
43.98244444,-89.5480556,154800,14.43,14.38
28.59249809,-81.8225775,154800,95.05,95.39
33.2531111,-81.16125,154800,6.43,5.886
29.50858114,-81.80480679,154800,20.24,19.94
